,Period,Province,Product,Quantity
2837,201708,ADANA,PRODUCT_C,1137
2838,201708,ADANA,PRODUCT_V,9
2839,201708,ADANA,PRODUCT_X,533
2840,201708,ADIYAMAN,PRODUCT_A,48
2841,201708,ADIYAMAN,PRODUCT_B,43
2842,201708,ADIYAMAN,PRODUCT_C,241
2843,201708,ADIYAMAN,PRODUCT_V,2
2844,201708,ADIYAMAN,PRODUCT_X,55
2845,201708,AFYON,PRODUCT_A,71
2846,201708,AFYON,PRODUCT_B,1361
2847,201708,AFYON,PRODUCT_C,639
2848,201708,AFYON,PRODUCT_V,9
2849,201708,AFYON,PRODUCT_X,228
2850,201708,AKSARAY,PRODUCT_A,20
2851,201708,AKSARAY,PRODUCT_B,1177
2852,201708,AKSARAY,PRODUCT_C,208
2853,201708,AKSARAY,PRODUCT_V,0
2854,201708,AKSARAY,PRODUCT_X,55
2855,201708,AMASYA,PRODUCT_A,48
2856,201708,AMASYA,PRODUCT_B,452
2857,201708,AMASYA,PRODUCT_C,155
2858,201708,AMASYA,PRODUCT_V,0
2859,201708,AMASYA,PRODUCT_X,198
2860,201708,ANKARA,PRODUCT_A,1544
2861,201708,ANKARA,PRODUCT_B,5560
2862,201708,ANKARA,PRODUCT_C,3289
2863,201708,ANKARA,PRODUCT_V,739
2864,201708,ANKARA,PRODUCT_X,1024
2865,201708,ANTALYA,PRODUCT_A,597
2866,201708,ANTALYA,PRODUCT_B,6579
2867,201708,ANTALYA,PRODUCT_C,1529
2868,201708,ANTALYA,PRODUCT_V,945
2869,201708,ANTALYA,PRODUCT_X,349
2870,201708,ARDAHAN,PRODUCT_A,0
2871,201708,ARDAHAN,PRODUCT_B,8
2872,201708,ARDAHAN,PRODUCT_C,38
2873,201708,ARDAHAN,PRODUCT_V,0
2874,201708,ARDAHAN,PRODUCT_X,3
2875,201708,ARTVİN,PRODUCT_A,23
2876,201708,ARTVİN,PRODUCT_B,34
2877,201708,ARTVİN,PRODUCT_C,197
2878,201708,ARTVİN,PRODUCT_V,0
2879,201708,ARTVİN,PRODUCT_X,37
2880,201708,AYDIN,PRODUCT_A,300
2881,201708,AYDIN,PRODUCT_B,2810
2882,201708,AYDIN,PRODUCT_C,625
2883,201708,AYDIN,PRODUCT_V,218
2884,201708,AYDIN,PRODUCT_X,547
2885,201708,AĞRI,PRODUCT_A,7
2886,201708,AĞRI,PRODUCT_B,1135
2887,201708,AĞRI,PRODUCT_C,658
2888,201708,AĞRI,PRODUCT_V,0
2889,201708,AĞRI,PRODUCT_X,73
2890,201708,BALIKESİR,PRODUCT_A,200
2891,201708,BALIKESİR,PRODUCT_B,5602
2892,201708,BALIKESİR,PRODUCT_C,891
2893,201708,BALIKESİR,PRODUCT_V,110
2894,201708,BALIKESİR,PRODUCT_X,334
2895,201708,BARTIN,PRODUCT_A,28
2896,201708,BARTIN,PRODUCT_B,580
2897,201708,BARTIN,PRODUCT_C,93
2898,201708,BARTIN,PRODUCT_V,0
2899,201708,BARTIN,PRODUCT_X,94
2900,201708,BATMAN,PRODUCT_A,45
2901,201708,BATMAN,PRODUCT_B,113
2902,201708,BATMAN,PRODUCT_C,249
2903,201708,BATMAN,PRODUCT_V,0
2904,201708,BATMAN,PRODUCT_X,72
2905,201708,BAYBURT,PRODUCT_A,7
2906,201708,BAYBURT,PRODUCT_B,148
2907,201708,BAYBURT,PRODUCT_C,60
2908,201708,BAYBURT,PRODUCT_V,0
2909,201708,BAYBURT,PRODUCT_X,23
2910,201708,BINGOL,PRODUCT_A,10
2911,201708,BINGOL,PRODUCT_B,333
2912,201708,BINGOL,PRODUCT_C,173
2913,201708,BINGOL,PRODUCT_V,0
2914,201708,BINGOL,PRODUCT_X,5
2915,201708,BITLIS,PRODUCT_A,4
2916,201708,BITLIS,PRODUCT_B,151
2917,201708,BITLIS,PRODUCT_C,89
2918,201708,BITLIS,PRODUCT_V,0
2919,201708,BITLIS,PRODUCT_X,45
2920,201708,BOLU,PRODUCT_A,69
2921,201708,BOLU,PRODUCT_B,1723
2922,201708,BOLU,PRODUCT_C,225
2923,201708,BOLU,PRODUCT_V,0
2924,201708,BOLU,PRODUCT_X,156
2925,201708,BURDUR,PRODUCT_A,49
2926,201708,BURDUR,PRODUCT_B,922
2927,201708,BURDUR,PRODUCT_C,118
2928,201708,BURDUR,PRODUCT_V,10
2929,201708,BURDUR,PRODUCT_X,89
2930,201708,BURSA,PRODUCT_A,280
2931,201708,BURSA,PRODUCT_B,5490
2932,201708,BURSA,PRODUCT_C,1842
2933,201708,BURSA,PRODUCT_V,142
2934,201708,BURSA,PRODUCT_X,373
2935,201708,BİLECİK,PRODUCT_A,0
2936,201708,BİLECİK,PRODUCT_B,627
2937,201708,BİLECİK,PRODUCT_C,78
2938,201708,BİLECİK,PRODUCT_V,0
2939,201708,BİLECİK,PRODUCT_X,117
2940,201708,DENİZLİ,PRODUCT_A,200
2941,201708,DENİZLİ,PRODUCT_B,2595
2942,201708,DENİZLİ,PRODUCT_C,730
2943,201708,DENİZLİ,PRODUCT_V,14
2944,201708,DENİZLİ,PRODUCT_X,166
2945,201708,DÜZCE,PRODUCT_A,36
2946,201708,DÜZCE,PRODUCT_B,988
2947,201708,DÜZCE,PRODUCT_C,327
2948,201708,DÜZCE,PRODUCT_V,2
2949,201708,DÜZCE,PRODUCT_X,73
2950,201708,DİYARBAKIR,PRODUCT_A,75
2951,201708,DİYARBAKIR,PRODUCT_B,992
2952,201708,DİYARBAKIR,PRODUCT_C,610
2953,201708,DİYARBAKIR,PRODUCT_V,2
2954,201708,DİYARBAKIR,PRODUCT_X,70
2955,201708,EDİRNE,PRODUCT_A,36
2956,201708,EDİRNE,PRODUCT_B,1294
2957,201708,EDİRNE,PRODUCT_C,197
2958,201708,EDİRNE,PRODUCT_V,507
2959,201708,EDİRNE,PRODUCT_X,102
2960,201708,ELAZIĞ,PRODUCT_A,123
2961,201708,ELAZIĞ,PRODUCT_B,2397
2962,201708,ELAZIĞ,PRODUCT_C,396
2963,201708,ELAZIĞ,PRODUCT_V,3
2964,201708,ELAZIĞ,PRODUCT_X,37
2965,201708,ERZURUM,PRODUCT_A,16
2966,201708,ERZURUM,PRODUCT_B,1326
2967,201708,ERZURUM,PRODUCT_C,535
2968,201708,ERZURUM,PRODUCT_V,3
2969,201708,ERZURUM,PRODUCT_X,122
2970,201708,ERZİNCAN,PRODUCT_A,14
2971,201708,ERZİNCAN,PRODUCT_B,85
2972,201708,ERZİNCAN,PRODUCT_C,121
2973,201708,ERZİNCAN,PRODUCT_V,0
2974,201708,ERZİNCAN,PRODUCT_X,25
2975,201708,ESKİŞEHİR,PRODUCT_A,78
2976,201708,ESKİŞEHİR,PRODUCT_B,4056
2977,201708,ESKİŞEHİR,PRODUCT_C,478
2978,201708,ESKİŞEHİR,PRODUCT_V,128
2979,201708,ESKİŞEHİR,PRODUCT_X,239
2980,201708,GAZİANTEP,PRODUCT_A,233
2981,201708,GAZİANTEP,PRODUCT_B,1730
2982,201708,GAZİANTEP,PRODUCT_C,1100
2983,201708,GAZİANTEP,PRODUCT_V,2
2984,201708,GAZİANTEP,PRODUCT_X,1125
2985,201708,GÜMÜŞHANE,PRODUCT_A,12
2986,201708,GÜMÜŞHANE,PRODUCT_B,49
2987,201708,GÜMÜŞHANE,PRODUCT_C,37
2988,201708,GÜMÜŞHANE,PRODUCT_V,8
2989,201708,GÜMÜŞHANE,PRODUCT_X,19
2990,201708,GİRESUN,PRODUCT_A,148
2991,201708,GİRESUN,PRODUCT_B,1035
2992,201708,GİRESUN,PRODUCT_C,242
2993,201708,GİRESUN,PRODUCT_V,3
2994,201708,GİRESUN,PRODUCT_X,110
2995,201708,HAKKARİ,PRODUCT_A,5
2996,201708,HAKKARİ,PRODUCT_B,78
2997,201708,HAKKARİ,PRODUCT_C,117
2998,201708,HAKKARİ,PRODUCT_V,0
2999,201708,HAKKARİ,PRODUCT_X,14
3000,201708,HATAY,PRODUCT_A,253
3001,201708,HATAY,PRODUCT_B,1895
3002,201708,HATAY,PRODUCT_C,553
3003,201708,HATAY,PRODUCT_V,2
3004,201708,HATAY,PRODUCT_X,274
3005,201708,ISPARTA,PRODUCT_A,17
3006,201708,ISPARTA,PRODUCT_B,622
3007,201708,ISPARTA,PRODUCT_C,362
3008,201708,ISPARTA,PRODUCT_V,10
3009,201708,ISPARTA,PRODUCT_X,144
3010,201708,IĞDIR,PRODUCT_A,3
3011,201708,IĞDIR,PRODUCT_B,499
3012,201708,IĞDIR,PRODUCT_C,148
3013,201708,IĞDIR,PRODUCT_V,0
3014,201708,IĞDIR,PRODUCT_X,24
3015,201708,KAHRAMANMARAŞ,PRODUCT_A,41
3016,201708,KAHRAMANMARAŞ,PRODUCT_B,501
3017,201708,KAHRAMANMARAŞ,PRODUCT_C,598
3018,201708,KAHRAMANMARAŞ,PRODUCT_V,3
3019,201708,KAHRAMANMARAŞ,PRODUCT_X,268
3020,201708,KARABÜK,PRODUCT_A,11
3021,201708,KARABÜK,PRODUCT_B,3118
3022,201708,KARABÜK,PRODUCT_C,112
3023,201708,KARABÜK,PRODUCT_V,2
3024,201708,KARABÜK,PRODUCT_X,56
3025,201708,KARAMAN,PRODUCT_A,7
3026,201708,KARAMAN,PRODUCT_B,889
3027,201708,KARAMAN,PRODUCT_C,99
3028,201708,KARAMAN,PRODUCT_V,2
3029,201708,KARAMAN,PRODUCT_X,19
3030,201708,KARS,PRODUCT_A,11
3031,201708,KARS,PRODUCT_B,49
3032,201708,KARS,PRODUCT_C,170
3033,201708,KARS,PRODUCT_V,0
3034,201708,KARS,PRODUCT_X,21
3035,201708,KASTAMONU,PRODUCT_A,38
3036,201708,KASTAMONU,PRODUCT_B,879
3037,201708,KASTAMONU,PRODUCT_C,193
3038,201708,KASTAMONU,PRODUCT_V,0
3039,201708,KASTAMONU,PRODUCT_X,58
3040,201708,KAYSERİ,PRODUCT_A,113
3041,201708,KAYSERİ,PRODUCT_B,2576
3042,201708,KAYSERİ,PRODUCT_C,1101
3043,201708,KAYSERİ,PRODUCT_V,0
3044,201708,KAYSERİ,PRODUCT_X,265
3045,201708,KIRIKKALE,PRODUCT_A,9
3046,201708,KIRIKKALE,PRODUCT_B,500
3047,201708,KIRIKKALE,PRODUCT_C,200
3048,201708,KIRIKKALE,PRODUCT_V,2
3049,201708,KIRIKKALE,PRODUCT_X,61
3050,201708,KIRKLARELİ,PRODUCT_A,34
3051,201708,KIRKLARELİ,PRODUCT_B,307
3052,201708,KIRKLARELİ,PRODUCT_C,131
3053,201708,KIRKLARELİ,PRODUCT_V,0
3054,201708,KIRKLARELİ,PRODUCT_X,82
3055,201708,KIRŞEHİR,PRODUCT_A,46
3056,201708,KIRŞEHİR,PRODUCT_B,343
3057,201708,KIRŞEHİR,PRODUCT_C,164
3058,201708,KIRŞEHİR,PRODUCT_V,0
3059,201708,KIRŞEHİR,PRODUCT_X,52
3060,201708,KOCAELİ,PRODUCT_A,363
3061,201708,KOCAELİ,PRODUCT_B,3229
3062,201708,KOCAELİ,PRODUCT_C,1003
3063,201708,KOCAELİ,PRODUCT_V,371
3064,201708,KOCAELİ,PRODUCT_X,230
3065,201708,KONYA,PRODUCT_A,289
3066,201708,KONYA,PRODUCT_B,4273
3067,201708,KONYA,PRODUCT_C,1209
3068,201708,KONYA,PRODUCT_V,4
3069,201708,KONYA,PRODUCT_X,424
3070,201708,KÜTAHYA,PRODUCT_A,37
3071,201708,KÜTAHYA,PRODUCT_B,1952
3072,201708,KÜTAHYA,PRODUCT_C,344
3073,201708,KÜTAHYA,PRODUCT_V,10
3074,201708,KÜTAHYA,PRODUCT_X,87
3075,201708,KİLİS,PRODUCT_A,11
3076,201708,KİLİS,PRODUCT_B,501
3077,201708,KİLİS,PRODUCT_C,36
3078,201708,KİLİS,PRODUCT_V,0
3079,201708,KİLİS,PRODUCT_X,14
3080,201708,MALATYA,PRODUCT_A,45
3081,201708,MALATYA,PRODUCT_B,1249
3082,201708,MALATYA,PRODUCT_C,294
3083,201708,MALATYA,PRODUCT_V,34
3084,201708,MALATYA,PRODUCT_X,127
3085,201708,MANİSA,PRODUCT_A,261
3086,201708,MANİSA,PRODUCT_B,7008
3087,201708,MANİSA,PRODUCT_C,813
3088,201708,MANİSA,PRODUCT_V,33
3089,201708,MANİSA,PRODUCT_X,325
3090,201708,MARDIN,PRODUCT_A,51
3091,201708,MARDIN,PRODUCT_B,407
3092,201708,MARDIN,PRODUCT_C,226
3093,201708,MARDIN,PRODUCT_V,0
3094,201708,MARDIN,PRODUCT_X,88
3095,201708,MUĞLA,PRODUCT_A,221
3096,201708,MUĞLA,PRODUCT_B,1163
3097,201708,MUĞLA,PRODUCT_C,866
3098,201708,MUĞLA,PRODUCT_V,223
3099,201708,MUĞLA,PRODUCT_X,235
3100,201708,MUŞ,PRODUCT_A,17
3101,201708,MUŞ,PRODUCT_B,26
3102,201708,MUŞ,PRODUCT_C,407
3103,201708,MUŞ,PRODUCT_V,0
3104,201708,MUŞ,PRODUCT_X,38
3105,201708,NEVŞEHİR,PRODUCT_A,14
3106,201708,NEVŞEHİR,PRODUCT_B,257
3107,201708,NEVŞEHİR,PRODUCT_C,93
3108,201708,NEVŞEHİR,PRODUCT_V,0
3109,201708,NEVŞEHİR,PRODUCT_X,50
3110,201708,NİĞDE,PRODUCT_A,27
3111,201708,NİĞDE,PRODUCT_B,623
3112,201708,NİĞDE,PRODUCT_C,166
3113,201708,NİĞDE,PRODUCT_V,0
3114,201708,NİĞDE,PRODUCT_X,49
3115,201708,ORDU,PRODUCT_A,180
3116,201708,ORDU,PRODUCT_B,2254
3117,201708,ORDU,PRODUCT_C,526
3118,201708,ORDU,PRODUCT_V,8
3119,201708,ORDU,PRODUCT_X,96
3120,201708,OSMANİYE,PRODUCT_A,66
3121,201708,OSMANİYE,PRODUCT_B,1508
3122,201708,OSMANİYE,PRODUCT_C,436
3123,201708,OSMANİYE,PRODUCT_V,0
3124,201708,OSMANİYE,PRODUCT_X,137
3125,201708,RİZE,PRODUCT_A,17
3126,201708,RİZE,PRODUCT_B,63
3127,201708,RİZE,PRODUCT_C,309
3128,201708,RİZE,PRODUCT_V,2
3129,201708,RİZE,PRODUCT_X,69
3130,201708,SAKARYA,PRODUCT_A,187
3131,201708,SAKARYA,PRODUCT_B,1968
3132,201708,SAKARYA,PRODUCT_C,648
3133,201708,SAKARYA,PRODUCT_V,14
3134,201708,SAKARYA,PRODUCT_X,258
3135,201708,SAMSUN,PRODUCT_A,194
3136,201708,SAMSUN,PRODUCT_B,5081
3137,201708,SAMSUN,PRODUCT_C,744
3138,201708,SAMSUN,PRODUCT_V,8
3139,201708,SAMSUN,PRODUCT_X,429
3140,201708,SİNOP,PRODUCT_A,20
3141,201708,SİNOP,PRODUCT_B,448
3142,201708,SİNOP,PRODUCT_C,128
3143,201708,SİNOP,PRODUCT_V,3
3144,201708,SİNOP,PRODUCT_X,40
3145,201708,SİVAS,PRODUCT_A,33
3146,201708,SİVAS,PRODUCT_B,1552
3147,201708,SİVAS,PRODUCT_C,167
3148,201708,SİVAS,PRODUCT_V,2
3149,201708,SİVAS,PRODUCT_X,109
3150,201708,SİİRT,PRODUCT_A,6
3151,201708,SİİRT,PRODUCT_B,13
3152,201708,SİİRT,PRODUCT_C,129
3153,201708,SİİRT,PRODUCT_V,0
3154,201708,SİİRT,PRODUCT_X,2
3155,201708,TEKİRDAĞ,PRODUCT_A,173
3156,201708,TEKİRDAĞ,PRODUCT_B,1201
3157,201708,TEKİRDAĞ,PRODUCT_C,721
3158,201708,TEKİRDAĞ,PRODUCT_V,155
3159,201708,TEKİRDAĞ,PRODUCT_X,147
3160,201708,TOKAT,PRODUCT_A,72
3161,201708,TOKAT,PRODUCT_B,349
3162,201708,TOKAT,PRODUCT_C,155
3163,201708,TOKAT,PRODUCT_V,2
3164,201708,TOKAT,PRODUCT_X,140
3165,201708,TRABZON,PRODUCT_A,205
3166,201708,TRABZON,PRODUCT_B,1508
3167,201708,TRABZON,PRODUCT_C,379
3168,201708,TRABZON,PRODUCT_V,4
3169,201708,TRABZON,PRODUCT_X,177
3170,201708,TUNCELİ,PRODUCT_A,7
3171,201708,TUNCELİ,PRODUCT_B,34
3172,201708,TUNCELİ,PRODUCT_C,39
3173,201708,TUNCELİ,PRODUCT_V,0
3174,201708,TUNCELİ,PRODUCT_X,13
3175,201708,UŞAK,PRODUCT_A,90
3176,201708,UŞAK,PRODUCT_B,671
3177,201708,UŞAK,PRODUCT_C,184
3178,201708,UŞAK,PRODUCT_V,3
3179,201708,UŞAK,PRODUCT_X,67
3180,201708,VAN,PRODUCT_A,8
3181,201708,VAN,PRODUCT_B,205
3182,201708,VAN,PRODUCT_C,683
3183,201708,VAN,PRODUCT_V,0
3184,201708,VAN,PRODUCT_X,128
3185,201708,YALOVA,PRODUCT_A,89
3186,201708,YALOVA,PRODUCT_B,129
3187,201708,YALOVA,PRODUCT_C,176
3188,201708,YALOVA,PRODUCT_V,13
3189,201708,YALOVA,PRODUCT_X,61
3190,201708,YOZGAT,PRODUCT_A,27
3191,201708,YOZGAT,PRODUCT_B,967
3192,201708,YOZGAT,PRODUCT_C,246
3193,201708,YOZGAT,PRODUCT_V,0
3194,201708,YOZGAT,PRODUCT_X,172
3195,201708,ZONGULDAK,PRODUCT_A,94
3196,201708,ZONGULDAK,PRODUCT_B,1950
3197,201708,ZONGULDAK,PRODUCT_C,589
3198,201708,ZONGULDAK,PRODUCT_V,0
3199,201708,ZONGULDAK,PRODUCT_X,366
3200,201708,ÇANAKKKALE,PRODUCT_A,62
3201,201708,ÇANAKKKALE,PRODUCT_B,2876
3202,201708,ÇANAKKKALE,PRODUCT_C,392
3203,201708,ÇANAKKKALE,PRODUCT_V,29
3204,201708,ÇANAKKKALE,PRODUCT_X,132
3205,201708,ÇANKIRI,PRODUCT_A,24
3206,201708,ÇANKIRI,PRODUCT_B,254
3207,201708,ÇANKIRI,PRODUCT_C,136
3208,201708,ÇANKIRI,PRODUCT_V,0
3209,201708,ÇANKIRI,PRODUCT_X,13
3210,201708,ÇORUM,PRODUCT_A,99
3211,201708,ÇORUM,PRODUCT_B,589
3212,201708,ÇORUM,PRODUCT_C,299
3213,201708,ÇORUM,PRODUCT_V,5
3214,201708,ÇORUM,PRODUCT_X,103
3215,201708,İSTANBUL,PRODUCT_A,2983
3216,201708,İSTANBUL,PRODUCT_B,21582
3217,201708,İSTANBUL,PRODUCT_C,13546
3218,201708,İSTANBUL,PRODUCT_V,3158
3219,201708,İSTANBUL,PRODUCT_X,1902
3220,201708,İZMİR,PRODUCT_A,679
3221,201708,İZMİR,PRODUCT_B,7999
3222,201708,İZMİR,PRODUCT_C,3287
3223,201708,İZMİR,PRODUCT_V,1168
3224,201708,İZMİR,PRODUCT_X,702
3225,201708,İÇEL,PRODUCT_A,334
3226,201708,İÇEL,PRODUCT_B,3062
3227,201708,İÇEL,PRODUCT_C,860
3228,201708,İÇEL,PRODUCT_V,18
3229,201708,İÇEL,PRODUCT_X,310
3230,201708,ŞANLIURFA,PRODUCT_A,63
3231,201708,ŞANLIURFA,PRODUCT_B,602
3232,201708,ŞANLIURFA,PRODUCT_C,657
3233,201708,ŞANLIURFA,PRODUCT_V,2
3234,201708,ŞANLIURFA,PRODUCT_X,294
3235,201708,ŞIRNAK,PRODUCT_A,13
3236,201708,ŞIRNAK,PRODUCT_B,490
3237,201708,ŞIRNAK,PRODUCT_C,213
3238,201708,ŞIRNAK,PRODUCT_V,2
3239,201708,ŞIRNAK,PRODUCT_X,8
3240,201709,ADANA,PRODUCT_A,393
3241,201709,ADANA,PRODUCT_B,4333
3242,201709,ADANA,PRODUCT_C,1110
3243,201709,ADANA,PRODUCT_V,112
3244,201709,ADANA,PRODUCT_X,540
3245,201709,ADIYAMAN,PRODUCT_A,48
3246,201709,ADIYAMAN,PRODUCT_B,69
3247,201709,ADIYAMAN,PRODUCT_C,272
3248,201709,ADIYAMAN,PRODUCT_V,301
3249,201709,ADIYAMAN,PRODUCT_X,37
3250,201709,AFYON,PRODUCT_A,85
3251,201709,AFYON,PRODUCT_B,930
3252,201709,AFYON,PRODUCT_C,577
3253,201709,AFYON,PRODUCT_V,0
3254,201709,AFYON,PRODUCT_X,191
3255,201709,AKSARAY,PRODUCT_A,35
3256,201709,AKSARAY,PRODUCT_B,975
3257,201709,AKSARAY,PRODUCT_C,178
3258,201709,AKSARAY,PRODUCT_V,2
3259,201709,AKSARAY,PRODUCT_X,62
3260,201709,AMASYA,PRODUCT_A,60
3261,201709,AMASYA,PRODUCT_B,448
3262,201709,AMASYA,PRODUCT_C,177
3263,201709,AMASYA,PRODUCT_V,0
3264,201709,AMASYA,PRODUCT_X,288
3265,201709,ANKARA,PRODUCT_A,2456
3266,201709,ANKARA,PRODUCT_B,8567
3267,201709,ANKARA,PRODUCT_C,3479
3268,201709,ANKARA,PRODUCT_V,2934
3269,201709,ANKARA,PRODUCT_X,1177
3270,201709,ANTALYA,PRODUCT_A,646
3271,201709,ANTALYA,PRODUCT_B,8287
3272,201709,ANTALYA,PRODUCT_C,1777
3273,201709,ANTALYA,PRODUCT_V,1575
3274,201709,ANTALYA,PRODUCT_X,341
3275,201709,ARDAHAN,PRODUCT_A,6
3276,201709,ARDAHAN,PRODUCT_B,5
3277,201709,ARDAHAN,PRODUCT_C,76
3278,201709,ARDAHAN,PRODUCT_V,0
3279,201709,ARDAHAN,PRODUCT_X,19
3280,201709,ARTVİN,PRODUCT_A,27
3281,201709,ARTVİN,PRODUCT_B,27
3282,201709,ARTVİN,PRODUCT_C,199
3283,201709,ARTVİN,PRODUCT_V,0
3284,201709,ARTVİN,PRODUCT_X,24
3285,201709,AYDIN,PRODUCT_A,228
3286,201709,AYDIN,PRODUCT_B,4454
3287,201709,AYDIN,PRODUCT_C,669
3288,201709,AYDIN,PRODUCT_V,85
3289,201709,AYDIN,PRODUCT_X,547
3290,201709,AĞRI,PRODUCT_A,5
3291,201709,AĞRI,PRODUCT_B,1372
3292,201709,AĞRI,PRODUCT_C,516
3293,201709,AĞRI,PRODUCT_V,0
3294,201709,AĞRI,PRODUCT_X,89
3295,201709,BALIKESİR,PRODUCT_A,291
3296,201709,BALIKESİR,PRODUCT_B,5281
3297,201709,BALIKESİR,PRODUCT_C,716
3298,201709,BALIKESİR,PRODUCT_V,478
3299,201709,BALIKESİR,PRODUCT_X,307
3300,201709,BARTIN,PRODUCT_A,24
3301,201709,BARTIN,PRODUCT_B,802
3302,201709,BARTIN,PRODUCT_C,67
3303,201709,BARTIN,PRODUCT_V,0
3304,201709,BARTIN,PRODUCT_X,96
3305,201709,BATMAN,PRODUCT_A,38
3306,201709,BATMAN,PRODUCT_B,58
3307,201709,BATMAN,PRODUCT_C,292
3308,201709,BATMAN,PRODUCT_V,0
3309,201709,BATMAN,PRODUCT_X,34
3310,201709,BAYBURT,PRODUCT_A,5
3311,201709,BAYBURT,PRODUCT_B,150
3312,201709,BAYBURT,PRODUCT_C,76
3313,201709,BAYBURT,PRODUCT_V,0
3314,201709,BAYBURT,PRODUCT_X,9
3315,201709,BINGOL,PRODUCT_A,18
3316,201709,BINGOL,PRODUCT_B,288
3317,201709,BINGOL,PRODUCT_C,145
3318,201709,BINGOL,PRODUCT_V,0
3319,201709,BINGOL,PRODUCT_X,6
3320,201709,BITLIS,PRODUCT_A,3
3321,201709,BITLIS,PRODUCT_B,148
3322,201709,BITLIS,PRODUCT_C,95
3323,201709,BITLIS,PRODUCT_V,2
3324,201709,BITLIS,PRODUCT_X,53
3325,201709,BOLU,PRODUCT_A,57
3326,201709,BOLU,PRODUCT_B,1344
3327,201709,BOLU,PRODUCT_C,206
3328,201709,BOLU,PRODUCT_V,0
3329,201709,BOLU,PRODUCT_X,108
3330,201709,BURDUR,PRODUCT_A,77
3331,201709,BURDUR,PRODUCT_B,905
3332,201709,BURDUR,PRODUCT_C,132
3333,201709,BURDUR,PRODUCT_V,4
3334,201709,BURDUR,PRODUCT_X,73
3335,201709,BURSA,PRODUCT_A,309
3336,201709,BURSA,PRODUCT_B,9810
3337,201709,BURSA,PRODUCT_C,2069
3338,201709,BURSA,PRODUCT_V,1163
3339,201709,BURSA,PRODUCT_X,357
3340,201709,BİLECİK,PRODUCT_A,26
3341,201709,BİLECİK,PRODUCT_B,1285
3342,201709,BİLECİK,PRODUCT_C,116
3343,201709,BİLECİK,PRODUCT_V,2
3344,201709,BİLECİK,PRODUCT_X,217
3345,201709,DENİZLİ,PRODUCT_A,190
3346,201709,DENİZLİ,PRODUCT_B,2559
3347,201709,DENİZLİ,PRODUCT_C,869
3348,201709,DENİZLİ,PRODUCT_V,96
3349,201709,DENİZLİ,PRODUCT_X,192
3350,201709,DÜZCE,PRODUCT_A,42
3351,201709,DÜZCE,PRODUCT_B,815
3352,201709,DÜZCE,PRODUCT_C,318
3353,201709,DÜZCE,PRODUCT_V,3
3354,201709,DÜZCE,PRODUCT_X,113
3355,201709,DİYARBAKIR,PRODUCT_A,79
3356,201709,DİYARBAKIR,PRODUCT_B,951
3357,201709,DİYARBAKIR,PRODUCT_C,739
3358,201709,DİYARBAKIR,PRODUCT_V,7
3359,201709,DİYARBAKIR,PRODUCT_X,72
3360,201709,EDİRNE,PRODUCT_A,34
3361,201709,EDİRNE,PRODUCT_B,1190
3362,201709,EDİRNE,PRODUCT_C,214
3363,201709,EDİRNE,PRODUCT_V,506
3364,201709,EDİRNE,PRODUCT_X,144
3365,201709,ELAZIĞ,PRODUCT_A,87
3366,201709,ELAZIĞ,PRODUCT_B,2223
3367,201709,ELAZIĞ,PRODUCT_C,410
3368,201709,ELAZIĞ,PRODUCT_V,15
3369,201709,ELAZIĞ,PRODUCT_X,55
3370,201709,ERZURUM,PRODUCT_A,22
3371,201709,ERZURUM,PRODUCT_B,1915
3372,201709,ERZURUM,PRODUCT_C,499
3373,201709,ERZURUM,PRODUCT_V,0
3374,201709,ERZURUM,PRODUCT_X,108
3375,201709,ERZİNCAN,PRODUCT_A,3
3376,201709,ERZİNCAN,PRODUCT_B,56
3377,201709,ERZİNCAN,PRODUCT_C,106
3378,201709,ERZİNCAN,PRODUCT_V,0
3379,201709,ERZİNCAN,PRODUCT_X,25
3380,201709,ESKİŞEHİR,PRODUCT_A,120
3381,201709,ESKİŞEHİR,PRODUCT_B,3975
3382,201709,ESKİŞEHİR,PRODUCT_C,493
3383,201709,ESKİŞEHİR,PRODUCT_V,70
3384,201709,ESKİŞEHİR,PRODUCT_X,231
3385,201709,GAZİANTEP,PRODUCT_A,246
3386,201709,GAZİANTEP,PRODUCT_B,2981
3387,201709,GAZİANTEP,PRODUCT_C,1017
3388,201709,GAZİANTEP,PRODUCT_V,10
3389,201709,GAZİANTEP,PRODUCT_X,872
3390,201709,GÜMÜŞHANE,PRODUCT_A,29
3391,201709,GÜMÜŞHANE,PRODUCT_B,50
3392,201709,GÜMÜŞHANE,PRODUCT_C,59
3393,201709,GÜMÜŞHANE,PRODUCT_V,0
3394,201709,GÜMÜŞHANE,PRODUCT_X,18
3395,201709,GİRESUN,PRODUCT_A,143
3396,201709,GİRESUN,PRODUCT_B,312
3397,201709,GİRESUN,PRODUCT_C,241
3398,201709,GİRESUN,PRODUCT_V,4
3399,201709,GİRESUN,PRODUCT_X,162
3400,201709,HAKKARİ,PRODUCT_A,5
3401,201709,HAKKARİ,PRODUCT_B,87
3402,201709,HAKKARİ,PRODUCT_C,118
3403,201709,HAKKARİ,PRODUCT_V,0
3404,201709,HAKKARİ,PRODUCT_X,6
3405,201709,HATAY,PRODUCT_A,258
3406,201709,HATAY,PRODUCT_B,1971
3407,201709,HATAY,PRODUCT_C,542
3408,201709,HATAY,PRODUCT_V,5
3409,201709,HATAY,PRODUCT_X,283
