Period,Product,Quantity,Month,Year,Price_ECILC,Open_ECILC,High_ECILC,Low_ECILC,Vol._ECILC,Change_ECILC,Price_ECILC_std,Open_ECILC_std,High_ECILC_std,Low_ECILC_std,Vol._ECILC_std,Price_ECILC_rltv_to_BIST100,Price_ECILC_rltv_to_XPHARM3,Open_ECILC_rltv_to_BIST100,Open_ECILC_rltv_to_XPHARM3,High_ECILC_rltv_to_BIST100,High_ECILC_rltv_to_XPHARM3,Low_ECILC_rltv_to_BIST100,Low_ECILC_rltv_to_XPHARM3,Vol._ECILC_rltv_to_BIST100,Vol._ECILC_rltv_to_XPHARM3,Change_ECILC_rltv_to_BIST100,Change_ECILC_rltv_to_XPHARM3,hastane,hastane randevu,ilaç,baş ağrısı,grip,salgın,ASACOL,Biofenac,BioGaia,gastroenteroloji randevu,Medigard,mhrs,üroloji randevu,Xalfu,Salofalk,Asec,Xatral,month,monthly_retail_purchases_change,year,USD/TRY_Price,USD/TRY_Change %,EUR/TRY_Price,EUR/TRY_Change %,EUR/USD_Price,EUR/USD_Change %,mw_USD,open_days_for_pharmacies
201701,PRODUCT_A,12289,1,2017,0.043724696356275405,0.004672897196261516,0.017006802721088565,0.0347912524850893,0.14360854027306882,0.5315825220738057,0.04372469635627535,0.004672897196261572,0.01700680272108851,0.03479125248508935,0.1436085402730688,0.1433528545638052,0.23668039602531454,0.20693971923243537,0.8175959352580836,0.16072919717109624,0.9999999999999999,0.24132712430814618,0.6306891944109156,0.14973062869046164,0.3078212597623202,0.11951588502269285,0.470201355863604,0.5124260355029586,0.7112582781456953,0.0,0.1031518624641834,0.5684024713150927,0.009861932938856016,0.02901554404145079,0.18297872340425536,0.07746478873239449,0.41043478260869565,0.2560801144492132,0.5061488673139158,0.4258064516129032,0.22895927601809954,0.05808477237048665,0.185483870967742,0.15915119363395225,1,0.2556818181818182,2017,0.09075473299940573,0.36141038197845254,0.05704052879677657,0.47369668246445495,0.11984815618221312,0.8596491228070176,0.6986297659380725,24.0
201701,PRODUCT_B,152632,1,2017,0.043724696356275405,0.004672897196261516,0.017006802721088565,0.0347912524850893,0.14360854027306882,0.5315825220738057,0.04372469635627535,0.004672897196261572,0.01700680272108851,0.03479125248508935,0.1436085402730688,0.1433528545638052,0.23668039602531454,0.20693971923243537,0.8175959352580836,0.16072919717109624,0.9999999999999999,0.24132712430814618,0.6306891944109156,0.14973062869046164,0.3078212597623202,0.11951588502269285,0.470201355863604,0.5124260355029586,0.7112582781456953,0.0,0.1031518624641834,0.5684024713150927,0.009861932938856016,0.02901554404145079,0.18297872340425536,0.07746478873239449,0.41043478260869565,0.2560801144492132,0.5061488673139158,0.4258064516129032,0.22895927601809954,0.05808477237048665,0.185483870967742,0.15915119363395225,1,0.2556818181818182,2017,0.09075473299940573,0.36141038197845254,0.05704052879677657,0.47369668246445495,0.11984815618221312,0.8596491228070176,0.6986297659380725,24.0
201701,PRODUCT_C,52767,1,2017,0.043724696356275405,0.004672897196261516,0.017006802721088565,0.0347912524850893,0.14360854027306882,0.5315825220738057,0.04372469635627535,0.004672897196261572,0.01700680272108851,0.03479125248508935,0.1436085402730688,0.1433528545638052,0.23668039602531454,0.20693971923243537,0.8175959352580836,0.16072919717109624,0.9999999999999999,0.24132712430814618,0.6306891944109156,0.14973062869046164,0.3078212597623202,0.11951588502269285,0.470201355863604,0.5124260355029586,0.7112582781456953,0.0,0.1031518624641834,0.5684024713150927,0.009861932938856016,0.02901554404145079,0.18297872340425536,0.07746478873239449,0.41043478260869565,0.2560801144492132,0.5061488673139158,0.4258064516129032,0.22895927601809954,0.05808477237048665,0.185483870967742,0.15915119363395225,1,0.2556818181818182,2017,0.09075473299940573,0.36141038197845254,0.05704052879677657,0.47369668246445495,0.11984815618221312,0.8596491228070176,0.6986297659380725,24.0
201701,PRODUCT_V,4905,1,2017,0.043724696356275405,0.004672897196261516,0.017006802721088565,0.0347912524850893,0.14360854027306882,0.5315825220738057,0.04372469635627535,0.004672897196261572,0.01700680272108851,0.03479125248508935,0.1436085402730688,0.1433528545638052,0.23668039602531454,0.20693971923243537,0.8175959352580836,0.16072919717109624,0.9999999999999999,0.24132712430814618,0.6306891944109156,0.14973062869046164,0.3078212597623202,0.11951588502269285,0.470201355863604,0.5124260355029586,0.7112582781456953,0.0,0.1031518624641834,0.5684024713150927,0.009861932938856016,0.02901554404145079,0.18297872340425536,0.07746478873239449,0.41043478260869565,0.2560801144492132,0.5061488673139158,0.4258064516129032,0.22895927601809954,0.05808477237048665,0.185483870967742,0.15915119363395225,1,0.2556818181818182,2017,0.09075473299940573,0.36141038197845254,0.05704052879677657,0.47369668246445495,0.11984815618221312,0.8596491228070176,0.6986297659380725,24.0
201701,PRODUCT_X,19375,1,2017,0.043724696356275405,0.004672897196261516,0.017006802721088565,0.0347912524850893,0.14360854027306882,0.5315825220738057,0.04372469635627535,0.004672897196261572,0.01700680272108851,0.03479125248508935,0.1436085402730688,0.1433528545638052,0.23668039602531454,0.20693971923243537,0.8175959352580836,0.16072919717109624,0.9999999999999999,0.24132712430814618,0.6306891944109156,0.14973062869046164,0.3078212597623202,0.11951588502269285,0.470201355863604,0.5124260355029586,0.7112582781456953,0.0,0.1031518624641834,0.5684024713150927,0.009861932938856016,0.02901554404145079,0.18297872340425536,0.07746478873239449,0.41043478260869565,0.2560801144492132,0.5061488673139158,0.4258064516129032,0.22895927601809954,0.05808477237048665,0.185483870967742,0.15915119363395225,1,0.2556818181818182,2017,0.09075473299940573,0.36141038197845254,0.05704052879677657,0.47369668246445495,0.11984815618221312,0.8596491228070176,0.6986297659380725,24.0
201702,PRODUCT_A,11583,2,2017,0.07085020242914986,0.049277824978759543,0.12857142857142856,0.1346918489065605,0.16752497021900487,0.49966040298845366,0.07085020242914969,0.0492778249787596,0.1285714285714286,0.13469184890656055,0.16752497021900484,0.15652372310114793,0.21984469910368049,0.1480712938380251,0.20171883556526027,0.2573148011594011,0.2788265497453008,0.19183532767148292,0.22634063270423127,0.19616183527309655,0.41069841788099654,0.2643721633888048,0.6360416877466355,0.5976331360946745,0.7913907284768211,0.05104712041884829,0.17382999044890168,0.3777581641659312,0.004930966469428007,0.15025906735751293,0.42553191489361697,0.18309859154929575,0.48260869565217385,0.45779685264663794,0.5501618122977348,0.4,0.23076923076923075,0.08634222919937207,0.282258064516129,0.37665782493368694,2,0.26136363636363635,2017,0.055041457961909734,0.10920666013712049,0.0,0.11469194312796208,0.0,0.16812865497076024,0.7695053392316047,22.0
201702,PRODUCT_B,149843,2,2017,0.07085020242914986,0.049277824978759543,0.12857142857142856,0.1346918489065605,0.16752497021900487,0.49966040298845366,0.07085020242914969,0.0492778249787596,0.1285714285714286,0.13469184890656055,0.16752497021900484,0.15652372310114793,0.21984469910368049,0.1480712938380251,0.20171883556526027,0.2573148011594011,0.2788265497453008,0.19183532767148292,0.22634063270423127,0.19616183527309655,0.41069841788099654,0.2643721633888048,0.6360416877466355,0.5976331360946745,0.7913907284768211,0.05104712041884829,0.17382999044890168,0.3777581641659312,0.004930966469428007,0.15025906735751293,0.42553191489361697,0.18309859154929575,0.48260869565217385,0.45779685264663794,0.5501618122977348,0.4,0.23076923076923075,0.08634222919937207,0.282258064516129,0.37665782493368694,2,0.26136363636363635,2017,0.055041457961909734,0.10920666013712049,0.0,0.11469194312796208,0.0,0.16812865497076024,0.7695053392316047,22.0
201702,PRODUCT_C,46387,2,2017,0.07085020242914986,0.049277824978759543,0.12857142857142856,0.1346918489065605,0.16752497021900487,0.49966040298845366,0.07085020242914969,0.0492778249787596,0.1285714285714286,0.13469184890656055,0.16752497021900484,0.15652372310114793,0.21984469910368049,0.1480712938380251,0.20171883556526027,0.2573148011594011,0.2788265497453008,0.19183532767148292,0.22634063270423127,0.19616183527309655,0.41069841788099654,0.2643721633888048,0.6360416877466355,0.5976331360946745,0.7913907284768211,0.05104712041884829,0.17382999044890168,0.3777581641659312,0.004930966469428007,0.15025906735751293,0.42553191489361697,0.18309859154929575,0.48260869565217385,0.45779685264663794,0.5501618122977348,0.4,0.23076923076923075,0.08634222919937207,0.282258064516129,0.37665782493368694,2,0.26136363636363635,2017,0.055041457961909734,0.10920666013712049,0.0,0.11469194312796208,0.0,0.16812865497076024,0.7695053392316047,22.0
201702,PRODUCT_V,11635,2,2017,0.07085020242914986,0.049277824978759543,0.12857142857142856,0.1346918489065605,0.16752497021900487,0.49966040298845366,0.07085020242914969,0.0492778249787596,0.1285714285714286,0.13469184890656055,0.16752497021900484,0.15652372310114793,0.21984469910368049,0.1480712938380251,0.20171883556526027,0.2573148011594011,0.2788265497453008,0.19183532767148292,0.22634063270423127,0.19616183527309655,0.41069841788099654,0.2643721633888048,0.6360416877466355,0.5976331360946745,0.7913907284768211,0.05104712041884829,0.17382999044890168,0.3777581641659312,0.004930966469428007,0.15025906735751293,0.42553191489361697,0.18309859154929575,0.48260869565217385,0.45779685264663794,0.5501618122977348,0.4,0.23076923076923075,0.08634222919937207,0.282258064516129,0.37665782493368694,2,0.26136363636363635,2017,0.055041457961909734,0.10920666013712049,0.0,0.11469194312796208,0.0,0.16812865497076024,0.7695053392316047,22.0
201702,PRODUCT_X,18863,2,2017,0.07085020242914986,0.049277824978759543,0.12857142857142856,0.1346918489065605,0.16752497021900487,0.49966040298845366,0.07085020242914969,0.0492778249787596,0.1285714285714286,0.13469184890656055,0.16752497021900484,0.15652372310114793,0.21984469910368049,0.1480712938380251,0.20171883556526027,0.2573148011594011,0.2788265497453008,0.19183532767148292,0.22634063270423127,0.19616183527309655,0.41069841788099654,0.2643721633888048,0.6360416877466355,0.5976331360946745,0.7913907284768211,0.05104712041884829,0.17382999044890168,0.3777581641659312,0.004930966469428007,0.15025906735751293,0.42553191489361697,0.18309859154929575,0.48260869565217385,0.45779685264663794,0.5501618122977348,0.4,0.23076923076923075,0.08634222919937207,0.282258064516129,0.37665782493368694,2,0.26136363636363635,2017,0.055041457961909734,0.10920666013712049,0.0,0.11469194312796208,0.0,0.16812865497076024,0.7695053392316047,22.0
