geoName,hastane randevu,Period
Batman,0.16783216783216784,201703
Bayburt,1.3986013986013985,201703
Bilecik,0.6993006993006993,201703
Bingöl Province,0.9230769230769231,201703
Bitlis,0.2937062937062937,201703
Bolu,0.2937062937062937,201703
Burdur Province,0.3916083916083916,201703
Bursa,0.3916083916083916,201703
Denizli,0.43356643356643354,201703
Diyarbakır,0.2097902097902098,201703
Düzce Province,0.44755244755244755,201703
Edirne,0.4755244755244755,201703
Elazığ,0.26573426573426573,201703
Erzincan,0.6573426573426573,201703
Erzurum,0.3776223776223776,201703
Eskişehir Province,0.5594405594405595,201703
Gaziantep,0.2517482517482518,201703
Giresun,0.3916083916083916,201703
Gümüşhane,0.44755244755244755,201703
Hakkâri,0.993006993006993,201703
Hatay,0.2517482517482518,201703
Isparta Province,0.3776223776223776,201703
Iğdır,0.4195804195804196,201703
Kahramanmaraş Province,0.3356643356643357,201703
Karabük,0.5034965034965035,201703
Karaman,0.5314685314685315,201703
Kars,0.27972027972027974,201703
Kastamonu,0.4195804195804196,201703
Kayseri Province,0.2937062937062937,201703
Kilis,0.3356643356643357,201703
Kocaeli,0.5454545454545454,201703
Konya,0.26573426573426573,201703
Kütahya,0.6433566433566433,201703
Kırklareli,0.46153846153846156,201703
Kırıkkale,0.46153846153846156,201703
Kırşehir,0.3916083916083916,201703
Malatya,0.32167832167832167,201703
Manisa,0.3776223776223776,201703
Mardin,0.16783216783216784,201703
Mersin Province,0.3076923076923077,201703
Muğla Province,0.5314685314685315,201703
Muş,0.4195804195804196,201703
Nevşehir,0.26573426573426573,201703
Niğde,0.36363636363636365,201703
Ordu,0.5174825174825175,201703
Osmaniye,0.3356643356643357,201703
Rize,0.6853146853146853,201703
Sakarya,0.5734265734265734,201703
Samsun,0.4755244755244755,201703
Siirt Province,0.3916083916083916,201703
Sinop Province,0.48951048951048953,201703
Sivas,0.5034965034965035,201703
Tekirdağ,0.44755244755244755,201703
Tokat,0.46153846153846156,201703
Trabzon,0.4195804195804196,201703
Tunceli,0.0,201703
Uşak,0.5594405594405595,201703
Van,0.22377622377622378,201703
Yalova Province,0.7412587412587412,201703
Yozgat,0.43356643356643354,201703
Zonguldak,0.36363636363636365,201703
Çanakkale Province,0.6153846153846154,201703
Çankırı,0.46153846153846156,201703
Çorum Province,0.32167832167832167,201703
İstanbul,0.46153846153846156,201703
İzmir,0.5034965034965035,201703
Şanlıurfa Province,0.2937062937062937,201703
Şırnak,0.15384615384615385,201703
Adana,0.546875,201704
Adıyaman Province,0.46875,201704
Afyonkarahisar Province,0.71875,201704
Aksaray,1.109375,201704
Amasya Province,1.453125,201704
Ankara,0.734375,201704
Antalya,0.875,201704
Ardahan Province,0.0,201704
Artvin,1.078125,201704
Aydın Province,0.6875,201704
Ağrı,0.328125,201704
Balıkesir Province,1.09375,201704
Bartın Province,0.71875,201704
Batman,0.421875,201704
Bayburt,1.265625,201704
Bilecik,0.90625,201704
Bingöl Province,1.203125,201704
Bitlis,1.4375,201704
Bolu,0.5625,201704
Burdur Province,1.171875,201704
Bursa,0.671875,201704
Denizli,0.609375,201704
Diyarbakır,0.546875,201704
Düzce Province,1.125,201704
Edirne,1.0,201704
Elazığ,0.625,201704
Erzincan,0.484375,201704
Erzurum,0.53125,201704
Eskişehir Province,0.984375,201704
Gaziantep,0.5,201704
Giresun,1.09375,201704
Gümüşhane,1.25,201704
Hakkâri,0.765625,201704
Hatay,0.484375,201704
Isparta Province,0.890625,201704
Iğdır,0.8125,201704
Kahramanmaraş Province,0.578125,201704
Karabük,1.125,201704
Karaman,0.78125,201704
Kars,1.078125,201704
Kastamonu,0.796875,201704
Kayseri Province,0.546875,201704
Kilis,1.109375,201704
Kocaeli,0.921875,201704
Konya,0.65625,201704
Kütahya,1.5625,201704
Kırklareli,0.59375,201704
Kırıkkale,0.328125,201704
Kırşehir,1.3125,201704
Malatya,0.546875,201704
Manisa,0.734375,201704
Mardin,0.734375,201704
Mersin Province,0.4375,201704
Muğla Province,0.75,201704
Muş,0.625,201704
Nevşehir,0.640625,201704
Niğde,0.703125,201704
Ordu,0.796875,201704
Osmaniye,0.296875,201704
Rize,1.0625,201704
Sakarya,1.09375,201704
Samsun,0.984375,201704
Siirt Province,1.0,201704
Sinop Province,0.875,201704
Sivas,1.0625,201704
Tekirdağ,0.734375,201704
Tokat,0.890625,201704
Trabzon,0.640625,201704
Tunceli,1.328125,201704
Uşak,0.859375,201704
Van,0.515625,201704
Yalova Province,1.0,201704
Yozgat,0.90625,201704
Zonguldak,0.53125,201704
Çanakkale Province,1.390625,201704
Çankırı,0.59375,201704
Çorum Province,0.703125,201704
İstanbul,0.84375,201704
İzmir,0.765625,201704
Şanlıurfa Province,0.46875,201704
Şırnak,0.46875,201704
Adana,0.6746987951807228,201705
Adıyaman Province,0.2891566265060241,201705
Afyonkarahisar Province,0.6907630522088354,201705
Aksaray,0.4819277108433735,201705
Amasya Province,0.8192771084337349,201705
Ankara,0.6586345381526104,201705
Antalya,0.7068273092369478,201705
Ardahan Province,0.0,201705
Artvin,0.9156626506024096,201705
Aydın Province,0.8995983935742972,201705
Ağrı,0.6746987951807228,201705
Balıkesir Province,1.1244979919678715,201705
Bartın Province,0.7228915662650602,201705
Batman,0.2248995983935743,201705
Bayburt,1.2530120481927711,201705
Bilecik,1.3815261044176708,201705
Bingöl Province,0.5943775100401606,201705
Bitlis,1.1566265060240963,201705
Bolu,0.1927710843373494,201705
Burdur Province,0.8674698795180723,201705
Bursa,0.6586345381526104,201705
Denizli,0.4979919678714859,201705
Diyarbakır,0.4497991967871486,201705
Düzce Province,0.8032128514056225,201705
Edirne,0.9477911646586346,201705
Elazığ,0.5622489959839357,201705
Erzincan,0.8032128514056225,201705
Erzurum,0.27309236947791166,201705
Eskişehir Province,0.8995983935742972,201705
Gaziantep,0.46586345381526106,201705
Giresun,0.5783132530120482,201705
Gümüşhane,0.8032128514056225,201705
Hakkâri,1.606425702811245,201705
Hatay,0.5461847389558233,201705
Isparta Province,0.4819277108433735,201705
Iğdır,0.8514056224899599,201705
Kahramanmaraş Province,0.43373493975903615,201705
Karabük,0.4497991967871486,201705
Karaman,0.36947791164658633,201705
Kars,0.5461847389558233,201705
Kastamonu,1.0120481927710843,201705
Kayseri Province,0.6104417670682731,201705
Kilis,0.8674698795180723,201705
Kocaeli,0.9156626506024096,201705
Konya,0.5461847389558233,201705
Kütahya,1.606425702811245,201705
Kırklareli,0.8995983935742972,201705
Kırıkkale,0.5140562248995983,201705
Kırşehir,0.8835341365461847,201705
Malatya,0.4979919678714859,201705
Manisa,0.6265060240963856,201705
Mardin,0.5461847389558233,201705
Mersin Province,0.4819277108433735,201705
Muğla Province,0.7228915662650602,201705
Muş,0.6104417670682731,201705
Nevşehir,0.5140562248995983,201705
Niğde,0.8032128514056225,201705
Ordu,0.41767068273092367,201705
Osmaniye,0.4819277108433735,201705
Rize,1.5582329317269077,201705
Sakarya,0.8353413654618473,201705
Samsun,0.9156626506024096,201705
Siirt Province,0.5301204819277109,201705
Sinop Province,0.8995983935742972,201705
Sivas,0.8032128514056225,201705
Tekirdağ,0.5783132530120482,201705
Tokat,0.7068273092369478,201705
Trabzon,1.0281124497991967,201705
Tunceli,0.0,201705
Uşak,0.7068273092369478,201705
Van,0.41767068273092367,201705
Yalova Province,1.3012048192771084,201705
Yozgat,0.8674698795180723,201705
Zonguldak,1.0763052208835342,201705
Çanakkale Province,1.1726907630522088,201705
Çankırı,0.4497991967871486,201705
Çorum Province,0.7389558232931727,201705
İstanbul,0.7710843373493976,201705
İzmir,0.8353413654618473,201705
Şanlıurfa Province,0.5301204819277109,201705
Şırnak,0.642570281124498,201705
Adana,0.35023041474654376,201706
Adıyaman Province,0.3317972350230415,201706
Afyonkarahisar Province,0.4423963133640553,201706
Aksaray,0.18433179723502305,201706
Amasya Province,0.4792626728110599,201706
Ankara,0.4608294930875576,201706
Antalya,0.4976958525345622,201706
Ardahan Province,0.0,201706
Artvin,0.6451612903225806,201706
Aydın Province,0.5345622119815668,201706
Ağrı,0.0,201706
Balıkesir Province,0.6267281105990783,201706
Bartın Province,0.35023041474654376,201706
Batman,0.16589861751152074,201706
Bayburt,1.1981566820276497,201706
Bilecik,0.6820276497695853,201706
Bingöl Province,0.6082949308755761,201706
Bitlis,0.5714285714285714,201706
Bolu,1.032258064516129,201706
Burdur Province,0.3686635944700461,201706
Bursa,0.4608294930875576,201706
Denizli,0.29493087557603687,201706
Diyarbakır,0.31336405529953915,201706
Düzce Province,0.4976958525345622,201706
Edirne,1.1059907834101383,201706
Elazığ,0.4055299539170507,201706
Erzincan,0.7188940092165899,201706
Erzurum,0.16589861751152074,201706
Eskişehir Province,0.5161290322580645,201706
Gaziantep,0.29493087557603687,201706
Giresun,0.3317972350230415,201706
Gümüşhane,0.8110599078341014,201706
Hakkâri,1.400921658986175,201706
Hatay,0.3870967741935484,201706
Isparta Province,0.3686635944700461,201706
Iğdır,0.0,201706
Kahramanmaraş Province,0.4423963133640553,201706
Karabük,0.7004608294930875,201706
Karaman,0.6820276497695853,201706
Kars,0.35023041474654376,201706
Kastamonu,0.7373271889400922,201706
Kayseri Province,0.29493087557603687,201706
Kilis,0.6451612903225806,201706
Kocaeli,0.663594470046083,201706
Konya,0.4792626728110599,201706
Kütahya,0.8110599078341014,201706
Kırklareli,0.423963133640553,201706
Kırıkkale,0.6082949308755761,201706
Kırşehir,1.032258064516129,201706
Malatya,0.3686635944700461,201706
Manisa,0.4608294930875576,201706
Mardin,0.4055299539170507,201706
Mersin Province,0.3870967741935484,201706
Muğla Province,0.31336405529953915,201706
Muş,0.6082949308755761,201706
Nevşehir,0.4976958525345622,201706
Niğde,1.2165898617511521,201706
Ordu,0.4976958525345622,201706
Osmaniye,0.5714285714285714,201706
Rize,0.8847926267281107,201706
Sakarya,0.663594470046083,201706
Samsun,0.6451612903225806,201706
Siirt Province,0.5161290322580645,201706
Sinop Province,0.4608294930875576,201706
Sivas,0.4608294930875576,201706
Tekirdağ,0.4608294930875576,201706
Tokat,0.4976958525345622,201706
Trabzon,0.5714285714285714,201706
Tunceli,1.8433179723502304,201706
Uşak,0.3870967741935484,201706
Van,0.35023041474654376,201706
Yalova Province,1.1059907834101383,201706
Yozgat,0.7373271889400922,201706
Zonguldak,0.423963133640553,201706
Çanakkale Province,0.5529953917050692,201706
Çankırı,1.087557603686636,201706
Çorum Province,0.5345622119815668,201706
İstanbul,0.5714285714285714,201706
İzmir,0.6082949308755761,201706
Şanlıurfa Province,0.35023041474654376,201706
Şırnak,0.0,201706
Adana,0.431547619047619,201707
Adıyaman Province,0.5208333333333333,201707
Afyonkarahisar Province,0.5654761904761905,201707
Aksaray,0.4464285714285714,201707
Amasya Province,1.0416666666666665,201707
Ankara,0.4613095238095238,201707
Antalya,0.40178571428571425,201707
Ardahan Province,0.0,201707
Artvin,0.8184523809523809,201707
Aydın Province,0.4464285714285714,201707
Ağrı,0.3273809523809524,201707
Balıkesir Province,0.7440476190476191,201707
Bartın Province,0.5803571428571428,201707
Batman,0.40178571428571425,201707
Bayburt,0.9970238095238095,201707
Bilecik,0.863095238095238,201707
Bingöl Province,0.431547619047619,201707
Bitlis,0.6101190476190476,201707
Bolu,0.550595238095238,201707
Burdur Province,0.5208333333333333,201707
Bursa,0.41666666666666663,201707
Denizli,0.35714285714285715,201707
Diyarbakır,0.34226190476190477,201707
Düzce Province,0.5952380952380952,201707
Edirne,0.6398809523809523,201707
Elazığ,0.5208333333333333,201707
Erzincan,0.8184523809523809,201707
Erzurum,0.3273809523809524,201707
Eskişehir Province,0.550595238095238,201707
Gaziantep,0.35714285714285715,201707
Giresun,0.6101190476190476,201707
Gümüşhane,0.0,201707
Hakkâri,0.5208333333333333,201707
Hatay,0.38690476190476186,201707
Isparta Province,0.35714285714285715,201707
Iğdır,1.4880952380952381,201707
Kahramanmaraş Province,0.38690476190476186,201707
Karabük,0.8333333333333333,201707
Karaman,0.4613095238095238,201707
Kars,0.38690476190476186,201707
Kastamonu,0.9672619047619048,201707
Kayseri Province,0.40178571428571425,201707
Kilis,0.4464285714285714,201707
Kocaeli,0.7291666666666666,201707
Konya,0.35714285714285715,201707
Kütahya,0.863095238095238,201707
Kırklareli,0.625,201707
Kırıkkale,0.2976190476190476,201707
Kırşehir,0.5803571428571428,201707
Malatya,0.37202380952380953,201707
Manisa,0.5952380952380952,201707
Mardin,0.35714285714285715,201707
Mersin Province,0.37202380952380953,201707
Muğla Province,0.34226190476190477,201707
Muş,0.4613095238095238,201707
Nevşehir,0.35714285714285715,201707
Niğde,0.5952380952380952,201707
Ordu,0.41666666666666663,201707
Osmaniye,0.23809523809523808,201707
Rize,0.8035714285714285,201707
Sakarya,0.7142857142857143,201707
Samsun,0.5208333333333333,201707
Siirt Province,0.37202380952380953,201707
Sinop Province,0.6845238095238095,201707
Sivas,0.625,201707
Tekirdağ,0.625,201707
Tokat,0.7738095238095237,201707
Trabzon,0.4613095238095238,201707
Tunceli,0.8928571428571428,201707
Uşak,0.625,201707
Van,0.5357142857142857,201707
Yalova Province,0.6101190476190476,201707
Yozgat,0.4464285714285714,201707
Zonguldak,0.49107142857142855,201707
Çanakkale Province,0.5803571428571428,201707
Çankırı,0.6101190476190476,201707
Çorum Province,0.5952380952380952,201707
İstanbul,0.5654761904761905,201707
İzmir,0.5803571428571428,201707
Şanlıurfa Province,0.431547619047619,201707
Şırnak,0.49107142857142855,201707
Adana,0.36681222707423583,201708
Adıyaman Province,0.5065502183406113,201708
Afyonkarahisar Province,0.6812227074235808,201708
Aksaray,0.4366812227074236,201708
Amasya Province,0.7161572052401747,201708
Ankara,0.4366812227074236,201708
Antalya,0.4192139737991266,201708
Ardahan Province,0.0,201708
Artvin,0.4017467248908297,201708
Aydın Province,0.314410480349345,201708
Ağrı,0.5065502183406113,201708
Balıkesir Province,0.5764192139737991,201708
Bartın Province,0.7161572052401747,201708
Batman,0.26200873362445415,201708
Bayburt,0.925764192139738,201708
Bilecik,0.36681222707423583,201708
Bingöl Province,0.8384279475982532,201708
Bitlis,0.4017467248908297,201708
Bolu,0.5065502183406113,201708
Burdur Province,0.7510917030567685,201708
Bursa,0.4366812227074236,201708
Denizli,0.38427947598253276,201708
Diyarbakır,0.3318777292576419,201708
Düzce Province,0.5764192139737991,201708
Edirne,0.5240174672489083,201708
Elazığ,0.29694323144104806,201708
Erzincan,0.62882096069869,201708
Erzurum,0.19213973799126638,201708
Eskişehir Province,0.5065502183406113,201708
Gaziantep,0.2794759825327511,201708
Giresun,0.36681222707423583,201708
Gümüşhane,0.0,201708
Hakkâri,0.5065502183406113,201708
Hatay,0.2794759825327511,201708
Isparta Province,0.5938864628820961,201708
Iğdır,1.1703056768558953,201708
Kahramanmaraş Province,0.47161572052401746,201708
Karabük,0.7336244541484717,201708
Karaman,0.8209606986899564,201708
Kars,0.5764192139737991,201708
Kastamonu,0.6637554585152838,201708
Kayseri Province,0.29694323144104806,201708
Kilis,0.45414847161572053,201708
Kocaeli,0.6462882096069869,201708
Konya,0.4366812227074236,201708
Kütahya,0.7510917030567685,201708
Kırklareli,0.4192139737991266,201708
Kırıkkale,0.0,201708
Kırşehir,0.5065502183406113,201708
Malatya,0.314410480349345,201708
Manisa,0.45414847161572053,201708
Mardin,0.4192139737991266,201708
Mersin Province,0.3318777292576419,201708
Muğla Province,0.29694323144104806,201708
Muş,0.6812227074235808,201708
Nevşehir,0.2794759825327511,201708
Niğde,0.7161572052401747,201708
Ordu,0.5240174672489083,201708
Osmaniye,0.2794759825327511,201708
Rize,0.5589519650655022,201708
Sakarya,0.7161572052401747,201708
Samsun,0.5414847161572053,201708
Siirt Province,0.36681222707423583,201708
Sinop Province,0.6637554585152838,201708
Sivas,0.4017467248908297,201708
Tekirdağ,0.5065502183406113,201708
Tokat,0.47161572052401746,201708
Trabzon,0.4366812227074236,201708
Tunceli,1.7467248908296944,201708
Uşak,0.4017467248908297,201708
Van,0.4890829694323144,201708
Yalova Province,0.9082969432314411,201708
Yozgat,0.38427947598253276,201708
Zonguldak,0.45414847161572053,201708
Çanakkale Province,0.8034934497816594,201708
Çankırı,0.5938864628820961,201708
Çorum Province,0.3318777292576419,201708
İstanbul,0.4890829694323144,201708
İzmir,0.5240174672489083,201708
Şanlıurfa Province,0.2096069868995633,201708
Şırnak,0.4192139737991266,201708
Adana,0.3096774193548387,201709
Adıyaman Province,0.4129032258064516,201709
Afyonkarahisar Province,0.6967741935483871,201709
Aksaray,0.7096774193548387,201709
Amasya Province,0.49032258064516127,201709
Ankara,0.4258064516129032,201709
Antalya,0.3870967741935484,201709
Ardahan Province,0.0,201709
Artvin,0.7225806451612903,201709
Aydın Province,0.2709677419354839,201709
Ağrı,0.2967741935483871,201709
Balıkesir Province,0.567741935483871,201709
Bartın Province,0.43870967741935485,201709
Batman,0.09032258064516129,201709
Bayburt,0.0,201709
Bilecik,0.49032258064516127,201709
Bingöl Province,0.6193548387096774,201709
Bitlis,0.4,201709
Bolu,0.7225806451612903,201709
Burdur Province,0.632258064516129,201709
Bursa,0.43870967741935485,201709
Denizli,0.3741935483870968,201709
Diyarbakır,0.36129032258064514,201709
Düzce Province,0.45161290322580644,201709
Edirne,0.3096774193548387,201709
Elazığ,0.1935483870967742,201709
Erzincan,0.49032258064516127,201709
Erzurum,0.43870967741935485,201709
Eskişehir Province,0.5290322580645161,201709
Gaziantep,0.2838709677419355,201709
Giresun,0.4129032258064516,201709
Gümüşhane,0.7225806451612903,201709
Hakkâri,0.5161290322580645,201709
Hatay,0.24516129032258063,201709
Isparta Province,0.3225806451612903,201709
Iğdır,0.6451612903225806,201709
Kahramanmaraş Province,0.33548387096774196,201709
Karabük,0.4,201709
Karaman,0.864516129032258,201709
Kars,0.34838709677419355,201709
Kastamonu,0.6451612903225806,201709
Kayseri Province,0.2967741935483871,201709
Kilis,0.6967741935483871,201709
Kocaeli,0.49032258064516127,201709
Konya,0.34838709677419355,201709
Kütahya,0.567741935483871,201709
Kırklareli,0.5032258064516129,201709
Kırıkkale,0.18064516129032257,201709
Kırşehir,0.7741935483870968,201709
Malatya,0.4129032258064516,201709
Manisa,0.49032258064516127,201709
Mardin,0.43870967741935485,201709
Mersin Province,0.3096774193548387,201709
Muğla Province,0.4,201709
Muş,1.2903225806451613,201709
Nevşehir,0.33548387096774196,201709
Niğde,0.34838709677419355,201709
Ordu,0.6709677419354839,201709
Osmaniye,0.3096774193548387,201709
Rize,0.5548387096774193,201709
Sakarya,0.6193548387096774,201709
Samsun,0.5032258064516129,201709
Siirt Province,0.8129032258064516,201709
Sinop Province,0.5548387096774193,201709
Sivas,0.5419354838709678,201709
Tekirdağ,0.5935483870967742,201709
Tokat,0.5290322580645161,201709
Trabzon,0.4129032258064516,201709
Tunceli,0.7225806451612903,201709
Uşak,0.24516129032258063,201709
Van,0.3096774193548387,201709
Yalova Province,0.6451612903225806,201709
Yozgat,0.16774193548387098,201709
Zonguldak,0.36129032258064514,201709
Çanakkale Province,0.5161290322580645,201709
Çankırı,0.8774193548387097,201709
Çorum Province,0.2967741935483871,201709
İstanbul,0.45161290322580644,201709
İzmir,0.5161290322580645,201709
Şanlıurfa Province,0.4,201709
Şırnak,0.3225806451612903,201709
Adana,0.2989130434782609,201710
Adıyaman Province,0.3940217391304348,201710
Afyonkarahisar Province,0.720108695652174,201710
Aksaray,0.5298913043478262,201710
Amasya Province,0.5842391304347827,201710
Ankara,0.3804347826086957,201710
Antalya,0.36684782608695654,201710
Ardahan Province,0.0,201710
Artvin,0.5434782608695653,201710
Aydın Province,0.625,201710
Ağrı,0.2989130434782609,201710
Balıkesir Province,0.6385869565217391,201710
Bartın Province,0.3532608695652174,201710
Batman,0.24456521739130438,201710
Bayburt,0.828804347826087,201710
Bilecik,0.8423913043478262,201710
Bingöl Province,0.3940217391304348,201710
Bitlis,0.6793478260869565,201710
Bolu,0.5978260869565218,201710
Burdur Province,0.4755434782608696,201710
Bursa,0.3940217391304348,201710
Denizli,0.3532608695652174,201710
Diyarbakır,0.3804347826086957,201710
Düzce Province,0.4755434782608696,201710
Edirne,0.6793478260869565,201710
Elazığ,0.32608695652173914,201710
Erzincan,0.5706521739130436,201710
Erzurum,0.36684782608695654,201710
Eskişehir Province,0.5298913043478262,201710
Gaziantep,0.2853260869565218,201710
Giresun,0.625,201710
Gümüşhane,0.7880434782608696,201710
Hakkâri,0.3940217391304348,201710
Hatay,0.32608695652173914,201710
Isparta Province,0.32608695652173914,201710
Iğdır,0.8559782608695653,201710
Kahramanmaraş Province,0.33967391304347827,201710
Karabük,0.5842391304347827,201710
Karaman,0.2853260869565218,201710
Kars,0.3804347826086957,201710
Kastamonu,0.828804347826087,201710
Kayseri Province,0.32608695652173914,201710
Kilis,0.7065217391304348,201710
Kocaeli,0.6929347826086957,201710
Konya,0.2853260869565218,201710
Kütahya,0.6657608695652174,201710
Kırklareli,0.20380434782608697,201710
Kırıkkale,0.3125,201710
Kırşehir,0.6521739130434783,201710
Malatya,0.24456521739130438,201710
Manisa,0.4755434782608696,201710
Mardin,0.625,201710
Mersin Province,0.2989130434782609,201710
Muğla Province,0.3804347826086957,201710
Muş,0.6521739130434783,201710
Nevşehir,0.40760869565217395,201710
Niğde,0.5434782608695653,201710
Ordu,0.5434782608695653,201710
Osmaniye,0.2581521739130435,201710
Rize,0.6929347826086957,201710
Sakarya,0.6929347826086957,201710
