geoName,ilaç,Period
Bolu,1.536723163841808,201703
Burdur Province,2.1920903954802258,201703
Bursa,1.2429378531073447,201703
Denizli,1.1073446327683616,201703
Diyarbakır,0.9491525423728814,201703
Düzce Province,1.3559322033898304,201703
Edirne,1.7175141242937852,201703
Elazığ,1.1751412429378532,201703
Erzincan,1.6497175141242937,201703
Erzurum,1.152542372881356,201703
Eskişehir Province,1.4011299435028248,201703
Gaziantep,1.310734463276836,201703
Giresun,0.8587570621468926,201703
Gümüşhane,2.1016949152542375,201703
Hakkâri,1.0169491525423728,201703
Hatay,1.1299435028248588,201703
Isparta Province,1.3333333333333333,201703
Iğdır,1.4011299435028248,201703
Kahramanmaraş Province,1.152542372881356,201703
Karabük,1.5141242937853108,201703
Karaman,1.3559322033898304,201703
Kars,1.0847457627118644,201703
Kastamonu,1.310734463276836,201703
Kayseri Province,1.2881355932203389,201703
Kilis,1.310734463276836,201703
Kocaeli,1.2429378531073447,201703
Konya,1.4463276836158192,201703
Kütahya,1.6497175141242937,201703
Kırklareli,1.92090395480226,201703
Kırıkkale,1.4011299435028248,201703
Kırşehir,1.7175141242937852,201703
Malatya,1.4689265536723164,201703
Manisa,1.4011299435028248,201703
Mardin,0.9943502824858758,201703
Mersin Province,1.1977401129943503,201703
Muğla Province,1.265536723163842,201703
Muş,2.2598870056497176,201703
Nevşehir,1.0169491525423728,201703
Niğde,1.6271186440677967,201703
Ordu,0.9943502824858758,201703
Osmaniye,0.8813559322033898,201703
Rize,1.3333333333333333,201703
Sakarya,1.423728813559322,201703
Samsun,1.4463276836158192,201703
Siirt Province,1.694915254237288,201703
Sinop Province,1.7175141242937852,201703
Sivas,1.3333333333333333,201703
Tekirdağ,1.6723163841807909,201703
Tokat,1.3333333333333333,201703
Trabzon,1.1977401129943503,201703
Tunceli,1.3559322033898304,201703
Uşak,1.4689265536723164,201703
Van,1.0847457627118644,201703
Yalova Province,1.4915254237288136,201703
Yozgat,1.6045197740112995,201703
Zonguldak,1.1977401129943503,201703
Çanakkale Province,1.152542372881356,201703
Çankırı,1.3333333333333333,201703
Çorum Province,1.310734463276836,201703
İstanbul,1.536723163841808,201703
İzmir,1.423728813559322,201703
Şanlıurfa Province,1.4463276836158192,201703
Şırnak,1.03954802259887,201703
Adana,0.8482142857142858,201704
Adıyaman Province,0.625,201704
Afyonkarahisar Province,0.78125,201704
Aksaray,0.6026785714285715,201704
Amasya Province,1.1830357142857144,201704
Ankara,0.9375000000000001,201704
Antalya,0.9151785714285715,201704
Ardahan Province,2.232142857142857,201704
Artvin,0.8258928571428572,201704
Aydın Province,0.9151785714285715,201704
Ağrı,1.2723214285714286,201704
Balıkesir Province,1.049107142857143,201704
Bartın Province,0.5133928571428572,201704
Batman,0.6026785714285715,201704
Bayburt,0.9151785714285715,201704
Bilecik,0.5803571428571429,201704
Bingöl Province,1.2723214285714286,201704
Bitlis,0.8258928571428572,201704
Bolu,1.0267857142857144,201704
Burdur Province,1.1383928571428572,201704
Bursa,0.7589285714285715,201704
Denizli,1.0044642857142858,201704
Diyarbakır,0.8035714285714286,201704
Düzce Province,0.6026785714285715,201704
Edirne,0.8258928571428572,201704
Elazığ,0.8705357142857143,201704
Erzincan,0.7589285714285715,201704
Erzurum,0.8482142857142858,201704
Eskişehir Province,0.78125,201704
Gaziantep,0.8258928571428572,201704
Giresun,0.5803571428571429,201704
Gümüşhane,1.7633928571428572,201704
Hakkâri,0.8258928571428572,201704
Hatay,0.4910714285714286,201704
Isparta Province,1.09375,201704
Iğdır,1.8973214285714286,201704
Kahramanmaraş Province,0.7366071428571429,201704
Karabük,0.4910714285714286,201704
Karaman,0.625,201704
Kars,0.8705357142857143,201704
Kastamonu,0.6473214285714286,201704
Kayseri Province,0.6473214285714286,201704
Kilis,0.9151785714285715,201704
Kocaeli,0.8482142857142858,201704
Konya,0.8035714285714286,201704
Kütahya,0.5580357142857143,201704
Kırklareli,1.1160714285714286,201704
Kırıkkale,0.8928571428571429,201704
Kırşehir,0.7142857142857143,201704
Malatya,0.8035714285714286,201704
Manisa,1.0044642857142858,201704
Mardin,0.4910714285714286,201704
Mersin Province,0.9375000000000001,201704
Muğla Province,1.09375,201704
Muş,1.830357142857143,201704
Nevşehir,0.6026785714285715,201704
Niğde,0.8482142857142858,201704
Ordu,0.8928571428571429,201704
Osmaniye,0.9151785714285715,201704
Rize,0.7589285714285715,201704
Sakarya,0.8928571428571429,201704
Samsun,0.9375000000000001,201704
Siirt Province,0.6026785714285715,201704
Sinop Province,0.7142857142857143,201704
Sivas,1.0044642857142858,201704
Tekirdağ,1.2276785714285714,201704
Tokat,0.35714285714285715,201704
Trabzon,0.78125,201704
Tunceli,1.4732142857142858,201704
Uşak,0.6473214285714286,201704
Van,0.8928571428571429,201704
Yalova Province,1.09375,201704
Yozgat,0.8705357142857143,201704
Zonguldak,0.8035714285714286,201704
Çanakkale Province,0.9598214285714286,201704
Çankırı,0.8258928571428572,201704
Çorum Province,0.8482142857142858,201704
İstanbul,1.0044642857142858,201704
İzmir,0.9375000000000001,201704
Şanlıurfa Province,0.8928571428571429,201704
Şırnak,0.9598214285714286,201704
Adana,0.9828571428571429,201705
Adıyaman Province,1.12,201705
Afyonkarahisar Province,0.8457142857142858,201705
Aksaray,0.8457142857142858,201705
Amasya Province,0.96,201705
Ankara,0.96,201705
Antalya,0.9142857142857143,201705
Ardahan Province,1.0971428571428572,201705
Artvin,1.0057142857142858,201705
Aydın Province,1.1885714285714286,201705
Ağrı,0.9828571428571429,201705
Balıkesir Province,0.8685714285714285,201705
Bartın Province,0.7085714285714285,201705
Batman,0.5942857142857143,201705
Bayburt,2.2857142857142856,201705
Bilecik,0.5942857142857143,201705
Bingöl Province,0.5942857142857143,201705
Bitlis,0.9828571428571429,201705
Bolu,1.1657142857142857,201705
Burdur Province,1.2114285714285715,201705
Bursa,0.7542857142857143,201705
Denizli,0.8685714285714285,201705
Diyarbakır,0.8685714285714285,201705
Düzce Province,1.2114285714285715,201705
Edirne,1.1657142857142857,201705
Elazığ,0.7314285714285714,201705
Erzincan,1.0971428571428572,201705
Erzurum,0.8457142857142858,201705
Eskişehir Province,0.9142857142857143,201705
Gaziantep,0.8457142857142858,201705
Giresun,0.9371428571428572,201705
Gümüşhane,0.8,201705
Hakkâri,0.5942857142857143,201705
Hatay,0.8228571428571428,201705
Isparta Province,1.0971428571428572,201705
Iğdır,0.9142857142857143,201705
Kahramanmaraş Province,0.8685714285714285,201705
Karabük,0.6628571428571428,201705
Karaman,0.9828571428571429,201705
Kars,0.64,201705
Kastamonu,0.6857142857142857,201705
Kayseri Province,0.8914285714285715,201705
Kilis,0.48,201705
Kocaeli,0.8457142857142858,201705
Konya,0.8914285714285715,201705
Kütahya,0.7771428571428571,201705
Kırklareli,1.0057142857142858,201705
Kırıkkale,0.5942857142857143,201705
Kırşehir,0.3657142857142857,201705
Malatya,1.0971428571428572,201705
Manisa,0.96,201705
Mardin,0.8685714285714285,201705
Mersin Province,0.9142857142857143,201705
Muğla Province,1.0285714285714285,201705
Muş,0.45714285714285713,201705
Nevşehir,0.8685714285714285,201705
Niğde,0.8685714285714285,201705
Ordu,0.9142857142857143,201705
Osmaniye,0.7542857142857143,201705
Rize,0.9371428571428572,201705
Sakarya,0.7085714285714285,201705
Samsun,0.9371428571428572,201705
Siirt Province,0.5028571428571429,201705
Sinop Province,0.64,201705
Sivas,1.0057142857142858,201705
Tekirdağ,1.12,201705
Tokat,0.6857142857142857,201705
Trabzon,1.0514285714285714,201705
Tunceli,0.9828571428571429,201705
Uşak,0.9371428571428572,201705
Van,0.9828571428571429,201705
Yalova Province,0.7085714285714285,201705
Yozgat,0.7542857142857143,201705
Zonguldak,0.8685714285714285,201705
Çanakkale Province,0.8914285714285715,201705
Çankırı,0.5485714285714286,201705
Çorum Province,0.64,201705
İstanbul,1.0285714285714285,201705
İzmir,1.0057142857142858,201705
Şanlıurfa Province,0.9142857142857143,201705
Şırnak,1.2571428571428571,201705
Adana,0.7272727272727273,201706
Adıyaman Province,0.5333333333333333,201706
Afyonkarahisar Province,0.703030303030303,201706
Aksaray,0.7272727272727273,201706
Amasya Province,0.8727272727272727,201706
Ankara,0.7272727272727273,201706
Antalya,0.7272727272727273,201706
Ardahan Province,1.4545454545454546,201706
Artvin,0.5818181818181818,201706
Aydın Province,0.509090909090909,201706
Ağrı,0.8484848484848485,201706
Balıkesir Province,0.703030303030303,201706
Bartın Province,0.6060606060606061,201706
Batman,0.703030303030303,201706
Bayburt,2.4242424242424243,201706
Bilecik,0.7272727272727273,201706
Bingöl Province,0.8242424242424242,201706
Bitlis,0.509090909090909,201706
Bolu,0.8727272727272727,201706
Burdur Province,0.509090909090909,201706
Bursa,0.6545454545454545,201706
Denizli,0.8,201706
Diyarbakır,0.6545454545454545,201706
Düzce Province,0.5818181818181818,201706
Edirne,0.896969696969697,201706
Elazığ,0.7515151515151515,201706
Erzincan,0.48484848484848486,201706
Erzurum,0.5818181818181818,201706
Eskişehir Province,0.7272727272727273,201706
Gaziantep,0.509090909090909,201706
Giresun,0.509090909090909,201706
Gümüşhane,2.012121212121212,201706
Hakkâri,1.187878787878788,201706
Hatay,0.7272727272727273,201706
Isparta Province,0.5333333333333333,201706
Iğdır,0.896969696969697,201706
Kahramanmaraş Province,0.896969696969697,201706
Karabük,0.6060606060606061,201706
Karaman,0.509090909090909,201706
Kars,0.6303030303030303,201706
Kastamonu,0.48484848484848486,201706
Kayseri Province,0.6303030303030303,201706
Kilis,0.43636363636363634,201706
Kocaeli,0.7272727272727273,201706
Konya,0.7757575757575758,201706
Kütahya,0.6545454545454545,201706
Kırklareli,0.7272727272727273,201706
Kırıkkale,0.6303030303030303,201706
Kırşehir,0.5575757575757576,201706
Malatya,0.7272727272727273,201706
Manisa,0.6545454545454545,201706
Mardin,0.8242424242424242,201706
Mersin Province,0.703030303030303,201706
Muğla Province,0.6787878787878788,201706
Muş,0.9939393939393939,201706
Nevşehir,0.7757575757575758,201706
Niğde,0.9696969696969697,201706
Ordu,0.8,201706
Osmaniye,0.9696969696969697,201706
Rize,0.7515151515151515,201706
Sakarya,0.5333333333333333,201706
Samsun,0.703030303030303,201706
Siirt Province,0.6787878787878788,201706
Sinop Province,0.46060606060606063,201706
Sivas,0.9939393939393939,201706
Tekirdağ,0.8727272727272727,201706
Tokat,0.7515151515151515,201706
Trabzon,0.6545454545454545,201706
Tunceli,1.6,201706
Uşak,0.7272727272727273,201706
Van,0.6060606060606061,201706
Yalova Province,0.7757575757575758,201706
Yozgat,0.43636363636363634,201706
Zonguldak,0.6303030303030303,201706
Çanakkale Province,0.7757575757575758,201706
Çankırı,0.5818181818181818,201706
Çorum Province,0.509090909090909,201706
İstanbul,0.8,201706
İzmir,0.7757575757575758,201706
Şanlıurfa Province,0.8,201706
Şırnak,0.8,201706
Adana,1.244131455399061,201707
Adıyaman Province,1.1502347417840375,201707
Afyonkarahisar Province,1.2910798122065728,201707
Aksaray,0.9389671361502347,201707
Amasya Province,0.8450704225352113,201707
Ankara,1.2676056338028168,201707
Antalya,1.1032863849765258,201707
Ardahan Province,1.6901408450704225,201707
Artvin,1.3145539906103285,201707
Aydın Province,1.0093896713615023,201707
Ağrı,1.431924882629108,201707
Balıkesir Province,1.2910798122065728,201707
Bartın Province,1.4553990610328638,201707
Batman,0.4694835680751174,201707
Bayburt,1.5727699530516432,201707
Bilecik,1.1737089201877935,201707
Bingöl Province,0.6807511737089201,201707
Bitlis,1.5492957746478873,201707
Bolu,1.5492957746478873,201707
Burdur Province,2.347417840375587,201707
Bursa,1.056338028169014,201707
Denizli,1.1267605633802817,201707
Diyarbakır,1.244131455399061,201707
Düzce Province,0.7276995305164319,201707
Edirne,1.408450704225352,201707
Elazığ,1.5492957746478873,201707
Erzincan,0.6572769953051643,201707
Erzurum,1.220657276995305,201707
Eskişehir Province,1.0093896713615023,201707
Gaziantep,1.056338028169014,201707
Giresun,1.3380281690140845,201707
Gümüşhane,2.0657276995305165,201707
Hakkâri,1.6666666666666665,201707
Hatay,1.2676056338028168,201707
Isparta Province,1.1737089201877935,201707
Iğdır,2.2065727699530515,201707
Kahramanmaraş Province,1.056338028169014,201707
Karabük,1.948356807511737,201707
Karaman,1.220657276995305,201707
Kars,1.220657276995305,201707
Kastamonu,1.1737089201877935,201707
Kayseri Province,1.1267605633802817,201707
Kilis,1.431924882629108,201707
Kocaeli,1.3145539906103285,201707
Konya,1.3145539906103285,201707
Kütahya,1.4553990610328638,201707
Kırklareli,1.1737089201877935,201707
Kırıkkale,1.431924882629108,201707
Kırşehir,0.9389671361502347,201707
Malatya,1.3145539906103285,201707
Manisa,1.2676056338028168,201707
Mardin,0.7981220657276995,201707
Mersin Province,1.244131455399061,201707
Muğla Province,0.9859154929577465,201707
Muş,1.7370892018779343,201707
Nevşehir,1.0093896713615023,201707
Niğde,0.9389671361502347,201707
Ordu,0.9624413145539906,201707
Osmaniye,1.0093896713615023,201707
Rize,0.9624413145539906,201707
Sakarya,1.220657276995305,201707
Samsun,1.056338028169014,201707
Siirt Province,0.6103286384976525,201707
Sinop Province,1.8309859154929577,201707
Sivas,0.9624413145539906,201707
Tekirdağ,1.2910798122065728,201707
Tokat,1.431924882629108,201707
Trabzon,1.056338028169014,201707
Tunceli,2.2300469483568075,201707
Uşak,0.7276995305164319,201707
Van,0.7746478873239436,201707
Yalova Province,0.9154929577464789,201707
Yozgat,0.352112676056338,201707
Zonguldak,0.9154929577464789,201707
Çanakkale Province,0.9859154929577465,201707
Çankırı,1.4553990610328638,201707
Çorum Province,0.892018779342723,201707
İstanbul,1.3145539906103285,201707
İzmir,1.220657276995305,201707
Şanlıurfa Province,1.1502347417840375,201707
Şırnak,1.4788732394366197,201707
Adana,0.8837209302325582,201708
Adıyaman Province,0.8604651162790697,201708
Afyonkarahisar Province,0.5813953488372093,201708
Aksaray,0.6744186046511628,201708
Amasya Province,0.7209302325581395,201708
Ankara,1.0,201708
Antalya,0.9534883720930233,201708
Ardahan Province,1.255813953488372,201708
Artvin,0.5348837209302325,201708
Aydın Province,0.8372093023255814,201708
Ağrı,1.1627906976744187,201708
Balıkesir Province,1.2325581395348837,201708
Bartın Province,0.7674418604651163,201708
Batman,0.8837209302325582,201708
Bayburt,1.1162790697674418,201708
Bilecik,1.1162790697674418,201708
Bingöl Province,0.9767441860465116,201708
Bitlis,0.9534883720930233,201708
Bolu,1.2093023255813953,201708
Burdur Province,0.7906976744186046,201708
Bursa,0.7906976744186046,201708
Denizli,0.7209302325581395,201708
Diyarbakır,0.8604651162790697,201708
Düzce Province,0.8372093023255814,201708
Edirne,0.6511627906976745,201708
Elazığ,1.1162790697674418,201708
Erzincan,0.5813953488372093,201708
Erzurum,0.6744186046511628,201708
Eskişehir Province,0.9302325581395349,201708
Gaziantep,0.7674418604651163,201708
Giresun,0.6744186046511628,201708
Gümüşhane,2.3255813953488373,201708
Hakkâri,0.627906976744186,201708
Hatay,0.7441860465116279,201708
Isparta Province,1.0,201708
Iğdır,0.6744186046511628,201708
Kahramanmaraş Province,0.8604651162790697,201708
Karabük,1.2790697674418605,201708
Karaman,0.813953488372093,201708
Kars,0.3488372093023256,201708
Kastamonu,1.1162790697674418,201708
Kayseri Province,0.7441860465116279,201708
Kilis,1.069767441860465,201708
Kocaeli,0.9302325581395349,201708
Konya,0.9302325581395349,201708
Kütahya,1.302325581395349,201708
Kırklareli,0.8837209302325582,201708
Kırıkkale,0.7906976744186046,201708
Kırşehir,0.7674418604651163,201708
Malatya,0.8604651162790697,201708
Manisa,0.9302325581395349,201708
Mardin,0.5581395348837209,201708
Mersin Province,0.7441860465116279,201708
Muğla Province,0.7906976744186046,201708
Muş,1.0930232558139534,201708
Nevşehir,0.7906976744186046,201708
Niğde,1.1162790697674418,201708
Ordu,1.0,201708
Osmaniye,0.8837209302325582,201708
Rize,0.7209302325581395,201708
Sakarya,0.7441860465116279,201708
Samsun,0.9767441860465116,201708
Siirt Province,0.4418604651162791,201708
Sinop Province,0.7906976744186046,201708
Sivas,1.1162790697674418,201708
Tekirdağ,1.069767441860465,201708
Tokat,0.9069767441860465,201708
Trabzon,0.9534883720930233,201708
Tunceli,1.627906976744186,201708
Uşak,0.7209302325581395,201708
Van,0.813953488372093,201708
Yalova Province,0.9534883720930233,201708
Yozgat,1.1627906976744187,201708
Zonguldak,1.0232558139534884,201708
Çanakkale Province,1.1395348837209303,201708
Çankırı,0.9534883720930233,201708
Çorum Province,0.9302325581395349,201708
İstanbul,1.0465116279069768,201708
İzmir,0.9534883720930233,201708
Şanlıurfa Province,0.813953488372093,201708
Şırnak,0.6511627906976745,201708
Adana,0.9513513513513514,201709
Adıyaman Province,0.4756756756756757,201709
Afyonkarahisar Province,0.7135135135135136,201709
Aksaray,0.4756756756756757,201709
Amasya Province,0.6270270270270271,201709
Ankara,0.8864864864864865,201709
Antalya,0.8864864864864865,201709
Ardahan Province,1.7297297297297298,201709
Artvin,1.1891891891891893,201709
Aydın Province,0.6270270270270271,201709
Ağrı,0.7135135135135136,201709
Balıkesir Province,0.7567567567567568,201709
Bartın Province,0.7351351351351352,201709
Batman,0.6918918918918919,201709
Bayburt,2.1621621621621623,201709
Bilecik,0.4972972972972973,201709
Bingöl Province,0.9081081081081082,201709
Bitlis,0.8864864864864865,201709
Bolu,0.8,201709
Burdur Province,0.7567567567567568,201709
Bursa,0.8432432432432433,201709
Denizli,0.7567567567567568,201709
Diyarbakır,0.8432432432432433,201709
Düzce Province,0.9081081081081082,201709
Edirne,0.9945945945945946,201709
Elazığ,0.5837837837837838,201709
Erzincan,0.6486486486486487,201709
Erzurum,0.8216216216216217,201709
Eskişehir Province,0.8648648648648649,201709
Gaziantep,0.8,201709
Giresun,0.5405405405405406,201709
Gümüşhane,1.0810810810810811,201709
Hakkâri,0.5837837837837838,201709
Hatay,0.8,201709
Isparta Province,0.9945945945945946,201709
Iğdır,1.2756756756756757,201709
Kahramanmaraş Province,0.9081081081081082,201709
Karabük,0.7567567567567568,201709
Karaman,0.43243243243243246,201709
Kars,0.41081081081081083,201709
Kastamonu,0.9081081081081082,201709
Kayseri Province,0.8216216216216217,201709
Kilis,0.4972972972972973,201709
Kocaeli,0.8864864864864865,201709
Konya,0.8,201709
Kütahya,0.9945945945945946,201709
Kırklareli,1.0594594594594595,201709
Kırıkkale,1.0162162162162163,201709
Kırşehir,0.8,201709
Malatya,0.7351351351351352,201709
Manisa,0.8432432432432433,201709
Mardin,0.6918918918918919,201709
Mersin Province,0.7351351351351352,201709
Muğla Province,0.8216216216216217,201709
Muş,0.9945945945945946,201709
Nevşehir,0.7351351351351352,201709
Niğde,0.3891891891891892,201709
Ordu,0.9945945945945946,201709
Osmaniye,0.9297297297297298,201709
Rize,0.7135135135135136,201709
Sakarya,0.9945945945945946,201709
Samsun,0.8,201709
Siirt Province,0.6702702702702703,201709
Sinop Province,0.6486486486486487,201709
Sivas,1.0162162162162163,201709
Tekirdağ,1.1243243243243244,201709
Tokat,0.7567567567567568,201709
Trabzon,0.6054054054054054,201709
Tunceli,1.0162162162162163,201709
Uşak,1.0810810810810811,201709
Van,0.8216216216216217,201709
Yalova Province,0.43243243243243246,201709
Yozgat,1.0162162162162163,201709
Zonguldak,0.7351351351351352,201709
Çanakkale Province,0.7351351351351352,201709
Çankırı,0.8216216216216217,201709
Çorum Province,0.7567567567567568,201709
İstanbul,0.9945945945945946,201709
İzmir,0.9513513513513514,201709
Şanlıurfa Province,0.7351351351351352,201709
Şırnak,1.0594594594594595,201709
Adana,0.8847736625514403,201710
Adıyaman Province,0.9876543209876543,201710
Afyonkarahisar Province,0.6172839506172839,201710
Aksaray,0.9465020576131687,201710
Amasya Province,0.8641975308641975,201710
Ankara,1.0699588477366255,201710
Antalya,0.8641975308641975,201710
Ardahan Province,0.9465020576131687,201710
Artvin,1.02880658436214,201710
Aydın Province,0.823045267489712,201710
Ağrı,1.2551440329218106,201710
Balıkesir Province,1.0699588477366255,201710
Bartın Province,1.02880658436214,201710
Batman,0.7818930041152263,201710
Bayburt,1.8930041152263375,201710
Bilecik,0.9876543209876543,201710
Bingöl Province,1.0493827160493827,201710
Bitlis,0.7818930041152263,201710
Bolu,1.1111111111111112,201710
Burdur Province,1.316872427983539,201710
Bursa,0.7818930041152263,201710
Denizli,0.7201646090534979,201710
Diyarbakır,0.7818930041152263,201710
Düzce Province,0.9053497942386831,201710
Edirne,1.2551440329218106,201710
Elazığ,0.9670781893004115,201710
Erzincan,0.823045267489712,201710
Erzurum,0.9465020576131687,201710
Eskişehir Province,0.8436213991769547,201710
Gaziantep,0.8024691358024691,201710
Giresun,1.008230452674897,201710
Gümüşhane,0.8847736625514403,201710
Hakkâri,0.51440329218107,201710
Hatay,0.8436213991769547,201710
Isparta Province,0.9670781893004115,201710
Iğdır,0.8436213991769547,201710
Kahramanmaraş Province,0.9053497942386831,201710
Karabük,0.6790123456790124,201710
Karaman,0.6172839506172839,201710
Kars,0.51440329218107,201710
Kastamonu,0.7201646090534979,201710
Kayseri Province,0.8436213991769547,201710
Kilis,0.9259259259259259,201710
Kocaeli,0.9259259259259259,201710
Konya,0.9876543209876543,201710
Kütahya,1.1111111111111112,201710
Kırklareli,0.8847736625514403,201710
Kırıkkale,0.6790123456790124,201710
Kırşehir,0.8641975308641975,201710
Malatya,0.6378600823045267,201710
Manisa,0.6790123456790124,201710
