geoName,vitamin,Period
Bilecik,0.6336633663366337,201703
Bingöl Province,0.4752475247524752,201703
Bitlis,0.0,201703
Bolu,0.9108910891089109,201703
Burdur Province,0.39603960396039606,201703
Bursa,0.37623762376237624,201703
Denizli,0.43564356435643564,201703
Diyarbakır,0.31683168316831684,201703
Düzce Province,0.1782178217821782,201703
Edirne,0.297029702970297,201703
Elazığ,0.1782178217821782,201703
Erzincan,0.5346534653465347,201703
Erzurum,0.33663366336633666,201703
Eskişehir Province,0.5346534653465347,201703
Gaziantep,0.31683168316831684,201703
Giresun,0.49504950495049505,201703
Gümüşhane,0.6732673267326733,201703
Hakkâri,0.594059405940594,201703
Hatay,0.4752475247524752,201703
Isparta Province,0.19801980198019803,201703
Iğdır,1.9801980198019802,201703
Kahramanmaraş Province,0.21782178217821782,201703
Karabük,0.5742574257425742,201703
Karaman,0.594059405940594,201703
Kars,0.27722772277227725,201703
Kastamonu,0.6138613861386139,201703
Kayseri Province,0.37623762376237624,201703
Kilis,0.5148514851485149,201703
Kocaeli,0.37623762376237624,201703
Konya,0.39603960396039606,201703
Kütahya,0.4752475247524752,201703
Kırklareli,0.45544554455445546,201703
Kırıkkale,0.33663366336633666,201703
Kırşehir,0.49504950495049505,201703
Malatya,0.31683168316831684,201703
Manisa,0.5346534653465347,201703
Mardin,0.297029702970297,201703
Mersin Province,0.5148514851485149,201703
Muğla Province,0.45544554455445546,201703
Muş,0.4752475247524752,201703
Nevşehir,0.27722772277227725,201703
Niğde,0.6138613861386139,201703
Ordu,0.25742574257425743,201703
Osmaniye,0.27722772277227725,201703
Rize,0.49504950495049505,201703
Sakarya,0.37623762376237624,201703
Samsun,0.37623762376237624,201703
Siirt Province,0.39603960396039606,201703
Sinop Province,0.594059405940594,201703
Sivas,0.3564356435643564,201703
Tekirdağ,0.37623762376237624,201703
Tokat,0.4158415841584158,201703
Trabzon,0.4158415841584158,201703
Tunceli,1.108910891089109,201703
Uşak,0.31683168316831684,201703
Van,0.2376237623762376,201703
Yalova Province,0.4752475247524752,201703
Yozgat,0.2376237623762376,201703
Zonguldak,0.7524752475247525,201703
Çanakkale Province,0.45544554455445546,201703
Çankırı,0.6732673267326733,201703
Çorum Province,0.5148514851485149,201703
İstanbul,0.49504950495049505,201703
İzmir,0.49504950495049505,201703
Şanlıurfa Province,0.2376237623762376,201703
Şırnak,0.2376237623762376,201703
Adana,0.5601659751037344,201704
Adıyaman Province,0.41493775933609955,201704
Afyonkarahisar Province,0.7053941908713692,201704
Aksaray,0.7053941908713692,201704
Amasya Province,0.6016597510373444,201704
Ankara,0.7261410788381742,201704
Antalya,0.6016597510373444,201704
Ardahan Province,0.0,201704
Artvin,1.2863070539419086,201704
Aydın Province,0.7261410788381742,201704
Ağrı,0.3941908713692946,201704
Balıkesir Province,0.5809128630705394,201704
Bartın Province,0.871369294605809,201704
Batman,0.4771784232365145,201704
Bayburt,1.5145228215767634,201704
Bilecik,0.0,201704
Bingöl Province,1.4315352697095436,201704
Bitlis,2.0746887966804977,201704
Bolu,0.8091286307053941,201704
Burdur Province,0.4771784232365145,201704
Bursa,0.45643153526970953,201704
Denizli,0.5809128630705394,201704
Diyarbakır,0.3526970954356846,201704
Düzce Province,0.33195020746887965,201704
Edirne,0.5394190871369294,201704
Elazığ,0.4771784232365145,201704
Erzincan,0.4771784232365145,201704
Erzurum,0.4356846473029045,201704
Eskişehir Province,0.6846473029045643,201704
Gaziantep,0.41493775933609955,201704
Giresun,0.41493775933609955,201704
Gümüşhane,2.0746887966804977,201704
Hakkâri,0.9128630705394191,201704
Hatay,0.49792531120331945,201704
Isparta Province,0.5186721991701244,201704
Iğdır,1.016597510373444,201704
Kahramanmaraş Province,0.22821576763485477,201704
Karabük,0.7468879668049793,201704
Karaman,0.8298755186721991,201704
Kars,0.892116182572614,201704
Kastamonu,0.7261410788381742,201704
Kayseri Province,0.6639004149377593,201704
Kilis,1.5975103734439833,201704
Kocaeli,0.6639004149377593,201704
Konya,0.5809128630705394,201704
Kütahya,0.5186721991701244,201704
Kırklareli,0.7261410788381742,201704
Kırıkkale,0.7053941908713692,201704
Kırşehir,0.6016597510373444,201704
Malatya,0.49792531120331945,201704
Manisa,0.6224066390041494,201704
Mardin,0.24896265560165973,201704
Mersin Province,0.6846473029045643,201704
Muğla Province,0.6639004149377593,201704
Muş,1.5145228215767634,201704
Nevşehir,0.6016597510373444,201704
Niğde,0.4771784232365145,201704
Ordu,0.4356846473029045,201704
Osmaniye,0.3526970954356846,201704
Rize,0.3526970954356846,201704
Sakarya,0.4771784232365145,201704
Samsun,0.5809128630705394,201704
Siirt Province,0.6016597510373444,201704
Sinop Province,0.7676348547717842,201704
Sivas,0.6639004149377593,201704
Tekirdağ,0.6431535269709543,201704
Tokat,0.5186721991701244,201704
Trabzon,0.4771784232365145,201704
Tunceli,1.6597510373443982,201704
Uşak,0.7676348547717842,201704
Van,0.41493775933609955,201704
Yalova Province,0.24896265560165973,201704
Yozgat,0.5394190871369294,201704
Zonguldak,0.5601659751037344,201704
Çanakkale Province,0.6639004149377593,201704
Çankırı,0.0,201704
Çorum Province,0.33195020746887965,201704
İstanbul,0.7053941908713692,201704
İzmir,0.6639004149377593,201704
Şanlıurfa Province,0.5601659751037344,201704
Şırnak,0.0,201704
Adana,0.4044943820224719,201705
Adıyaman Province,0.33707865168539325,201705
Afyonkarahisar Province,0.1797752808988764,201705
Aksaray,0.38202247191011235,201705
Amasya Province,0.3595505617977528,201705
Ankara,0.4044943820224719,201705
Antalya,0.3595505617977528,201705
Ardahan Province,1.2359550561797752,201705
Artvin,1.3258426966292134,201705
Aydın Province,0.4044943820224719,201705
Ağrı,0.3595505617977528,201705
Balıkesir Province,0.33707865168539325,201705
Bartın Province,0.5842696629213483,201705
Batman,0.2696629213483146,201705
Bayburt,0.0,201705
Bilecik,0.6741573033707865,201705
Bingöl Province,0.0,201705
Bitlis,0.449438202247191,201705
Bolu,0.5393258426966292,201705
Burdur Province,0.29213483146067415,201705
Bursa,0.3595505617977528,201705
Denizli,0.24719101123595505,201705
Diyarbakır,0.2696629213483146,201705
Düzce Province,0.4044943820224719,201705
Edirne,0.29213483146067415,201705
Elazığ,0.38202247191011235,201705
Erzincan,0.24719101123595505,201705
Erzurum,0.33707865168539325,201705
Eskişehir Province,0.3595505617977528,201705
Gaziantep,0.29213483146067415,201705
Giresun,0.1348314606741573,201705
Gümüşhane,0.0,201705
Hakkâri,0.0,201705
Hatay,0.38202247191011235,201705
Isparta Province,0.2696629213483146,201705
Iğdır,0.6966292134831461,201705
Kahramanmaraş Province,0.1797752808988764,201705
Karabük,0.33707865168539325,201705
Karaman,0.5168539325842697,201705
Kars,0.0,201705
Kastamonu,0.15730337078651685,201705
Kayseri Province,0.4044943820224719,201705
Kilis,1.0561797752808988,201705
Kocaeli,0.3595505617977528,201705
Konya,0.38202247191011235,201705
Kütahya,0.24719101123595505,201705
Kırklareli,0.29213483146067415,201705
Kırıkkale,0.6067415730337079,201705
Kırşehir,0.5168539325842697,201705
Malatya,0.2247191011235955,201705
Manisa,0.33707865168539325,201705
Mardin,0.2696629213483146,201705
Mersin Province,0.3595505617977528,201705
Muğla Province,0.38202247191011235,201705
Muş,0.4943820224719101,201705
Nevşehir,0.5168539325842697,201705
Niğde,0.5842696629213483,201705
Ordu,0.47191011235955055,201705
Osmaniye,0.15730337078651685,201705
Rize,0.5617977528089888,201705
Sakarya,0.38202247191011235,201705
Samsun,0.3595505617977528,201705
Siirt Province,0.42696629213483145,201705
Sinop Province,0.4044943820224719,201705
Sivas,0.3146067415730337,201705
Tekirdağ,0.47191011235955055,201705
Tokat,0.4943820224719101,201705
Trabzon,0.33707865168539325,201705
Tunceli,2.247191011235955,201705
Uşak,0.33707865168539325,201705
Van,0.20224719101123595,201705
Yalova Province,0.4943820224719101,201705
Yozgat,0.38202247191011235,201705
Zonguldak,0.3595505617977528,201705
Çanakkale Province,0.449438202247191,201705
Çankırı,1.0786516853932584,201705
Çorum Province,0.33707865168539325,201705
İstanbul,0.42696629213483145,201705
İzmir,0.3595505617977528,201705
Şanlıurfa Province,0.20224719101123595,201705
Şırnak,0.33707865168539325,201705
Adana,0.6216216216216216,201706
Adıyaman Province,1.1891891891891893,201706
Afyonkarahisar Province,0.5405405405405406,201706
Aksaray,0.9459459459459459,201706
Amasya Province,0.8648648648648649,201706
Ankara,0.7837837837837838,201706
Antalya,0.7567567567567568,201706
Ardahan Province,0.0,201706
Artvin,1.1891891891891893,201706
Aydın Province,0.6756756756756757,201706
Ağrı,0.0,201706
Balıkesir Province,0.7837837837837838,201706
Bartın Province,1.4594594594594594,201706
Batman,0.5405405405405406,201706
Bayburt,2.5405405405405403,201706
Bilecik,0.5675675675675675,201706
Bingöl Province,1.2432432432432432,201706
Bitlis,1.162162162162162,201706
Bolu,0.8108108108108109,201706
Burdur Province,0.7837837837837838,201706
Bursa,0.8108108108108109,201706
Denizli,0.7027027027027027,201706
Diyarbakır,0.7027027027027027,201706
Düzce Province,0.7027027027027027,201706
Edirne,0.7027027027027027,201706
Elazığ,0.9459459459459459,201706
Erzincan,0.972972972972973,201706
Erzurum,0.6486486486486487,201706
Eskişehir Province,0.6756756756756757,201706
Gaziantep,0.6486486486486487,201706
Giresun,1.054054054054054,201706
Gümüşhane,1.6756756756756757,201706
Hakkâri,1.5135135135135136,201706
Hatay,0.6216216216216216,201706
Isparta Province,0.5135135135135135,201706
Iğdır,0.0,201706
Kahramanmaraş Province,0.21621621621621623,201706
Karabük,0.7297297297297297,201706
Karaman,0.5405405405405406,201706
Kars,0.7567567567567568,201706
Kastamonu,0.8378378378378378,201706
Kayseri Province,0.6756756756756757,201706
Kilis,0.0,201706
Kocaeli,0.7297297297297297,201706
Konya,0.6756756756756757,201706
Kütahya,0.43243243243243246,201706
Kırklareli,0.5135135135135135,201706
Kırıkkale,0.8378378378378378,201706
Kırşehir,0.6486486486486487,201706
Malatya,0.5135135135135135,201706
Manisa,0.6756756756756757,201706
Mardin,0.6486486486486487,201706
Mersin Province,0.7027027027027027,201706
Muğla Province,0.8108108108108109,201706
Muş,1.2702702702702702,201706
Nevşehir,0.5945945945945946,201706
Niğde,0.6486486486486487,201706
Ordu,0.5675675675675675,201706
Osmaniye,0.5135135135135135,201706
Rize,0.7567567567567568,201706
Sakarya,0.8648648648648649,201706
Samsun,0.6756756756756757,201706
Siirt Province,1.0810810810810811,201706
Sinop Province,1.4324324324324325,201706
Sivas,0.8378378378378378,201706
Tekirdağ,0.7297297297297297,201706
Tokat,0.43243243243243246,201706
Trabzon,0.6216216216216216,201706
Tunceli,2.7027027027027026,201706
Uşak,0.6756756756756757,201706
Van,0.8378378378378378,201706
Yalova Province,0.972972972972973,201706
Yozgat,1.162162162162162,201706
Zonguldak,0.35135135135135137,201706
Çanakkale Province,1.027027027027027,201706
Çankırı,1.3783783783783783,201706
Çorum Province,0.40540540540540543,201706
İstanbul,0.8108108108108109,201706
İzmir,0.7027027027027027,201706
Şanlıurfa Province,0.6216216216216216,201706
Şırnak,0.6216216216216216,201706
Adana,0.5841121495327103,201707
Adıyaman Province,0.6074766355140188,201707
Afyonkarahisar Province,0.39719626168224303,201707
Aksaray,0.7009345794392524,201707
Amasya Province,0.7242990654205608,201707
Ankara,0.6542056074766356,201707
Antalya,0.6074766355140188,201707
Ardahan Province,0.0,201707
Artvin,0.0,201707
Aydın Province,0.7476635514018692,201707
Ağrı,0.9579439252336449,201707
Balıkesir Province,0.5607476635514019,201707
Bartın Province,1.4953271028037385,201707
Batman,0.28037383177570097,201707
Bayburt,0.0,201707
Bilecik,0.9813084112149534,201707
Bingöl Province,0.0,201707
Bitlis,0.0,201707
Bolu,0.8644859813084113,201707
Burdur Province,0.9112149532710281,201707
Bursa,0.6542056074766356,201707
Denizli,0.8177570093457944,201707
Diyarbakır,0.5607476635514019,201707
Düzce Province,0.28037383177570097,201707
Edirne,1.2616822429906542,201707
Elazığ,0.8411214953271029,201707
Erzincan,0.0,201707
Erzurum,0.6542056074766356,201707
Eskişehir Province,0.6074766355140188,201707
Gaziantep,0.4672897196261683,201707
Giresun,1.0046728971962617,201707
Gümüşhane,1.6588785046728973,201707
Hakkâri,1.4018691588785048,201707
Hatay,0.5373831775700935,201707
Isparta Province,1.0514018691588787,201707
Iğdır,1.5887850467289721,201707
Kahramanmaraş Province,0.7476635514018692,201707
Karabük,0.8878504672897197,201707
Karaman,0.9112149532710281,201707
Kars,0.7242990654205608,201707
Kastamonu,0.5373831775700935,201707
Kayseri Province,0.6308411214953271,201707
Kilis,1.1682242990654206,201707
Kocaeli,0.7009345794392524,201707
Konya,0.677570093457944,201707
Kütahya,0.6542056074766356,201707
Kırklareli,0.8177570093457944,201707
Kırıkkale,0.5841121495327103,201707
Kırşehir,0.8644859813084113,201707
Malatya,0.5140186915887851,201707
Manisa,0.7009345794392524,201707
Mardin,0.5373831775700935,201707
Mersin Province,0.5841121495327103,201707
Muğla Province,0.7242990654205608,201707
Muş,1.2149532710280375,201707
Nevşehir,1.2616822429906542,201707
Niğde,0.8411214953271029,201707
Ordu,0.39719626168224303,201707
Osmaniye,0.5140186915887851,201707
Rize,1.5654205607476637,201707
Sakarya,0.5140186915887851,201707
Samsun,0.5607476635514019,201707
Siirt Province,0.9813084112149534,201707
Sinop Province,0.6074766355140188,201707
Sivas,0.4672897196261683,201707
Tekirdağ,0.5140186915887851,201707
Tokat,0.4906542056074767,201707
Trabzon,0.6308411214953271,201707
Tunceli,2.336448598130841,201707
Uşak,1.074766355140187,201707
Van,0.5607476635514019,201707
Yalova Province,0.7476635514018692,201707
Yozgat,0.5140186915887851,201707
Zonguldak,0.7710280373831776,201707
Çanakkale Province,0.7476635514018692,201707
Çankırı,1.5654205607476637,201707
Çorum Province,0.5841121495327103,201707
İstanbul,0.8177570093457944,201707
İzmir,0.7476635514018692,201707
Şanlıurfa Province,0.44392523364485986,201707
Şırnak,0.5607476635514019,201707
Adana,0.4025157232704403,201708
Adıyaman Province,0.0,201708
Afyonkarahisar Province,0.3270440251572327,201708
Aksaray,0.4025157232704403,201708
Amasya Province,0.5534591194968553,201708
Ankara,0.4276729559748428,201708
Antalya,0.3522012578616352,201708
Ardahan Province,1.6352201257861636,201708
Artvin,0.6792452830188679,201708
Aydın Province,0.3018867924528302,201708
Ağrı,0.8553459119496856,201708
Balıkesir Province,0.5031446540880503,201708
Bartın Province,0.3522012578616352,201708
Batman,0.3270440251572327,201708
Bayburt,1.3081761006289307,201708
Bilecik,0.37735849056603776,201708
Bingöl Province,2.5157232704402515,201708
Bitlis,1.1823899371069182,201708
Bolu,0.5534591194968553,201708
Burdur Province,0.37735849056603776,201708
Bursa,0.3522012578616352,201708
Denizli,0.3018867924528302,201708
Diyarbakır,0.27672955974842767,201708
Düzce Province,0.1761006289308176,201708
Edirne,0.25157232704402516,201708
Elazığ,0.3270440251572327,201708
Erzincan,0.3018867924528302,201708
Erzurum,0.37735849056603776,201708
Eskişehir Province,0.4025157232704403,201708
Gaziantep,0.4276729559748428,201708
Giresun,0.4025157232704403,201708
Gümüşhane,0.9308176100628931,201708
Hakkâri,0.779874213836478,201708
Hatay,0.4025157232704403,201708
Isparta Province,0.3522012578616352,201708
Iğdır,0.8553459119496856,201708
Kahramanmaraş Province,0.3018867924528302,201708
Karabük,0.7295597484276729,201708
Karaman,0.6540880503144654,201708
Kars,0.0,201708
Kastamonu,0.5031446540880503,201708
Kayseri Province,0.3270440251572327,201708
Kilis,0.0,201708
Kocaeli,0.4779874213836478,201708
Konya,0.27672955974842767,201708
Kütahya,0.5031446540880503,201708
Kırklareli,0.3522012578616352,201708
Kırıkkale,0.37735849056603776,201708
Kırşehir,0.6540880503144654,201708
Malatya,0.27672955974842767,201708
Manisa,0.4025157232704403,201708
Mardin,0.1509433962264151,201708
Mersin Province,0.37735849056603776,201708
Muğla Province,0.5031446540880503,201708
Muş,0.0,201708
Nevşehir,0.5283018867924528,201708
Niğde,0.5786163522012578,201708
Ordu,0.5283018867924528,201708
Osmaniye,0.3018867924528302,201708
Rize,0.5786163522012578,201708
Sakarya,0.37735849056603776,201708
Samsun,0.22641509433962265,201708
Siirt Province,0.0,201708
Sinop Province,0.3270440251572327,201708
Sivas,0.6792452830188679,201708
Tekirdağ,0.4779874213836478,201708
Tokat,0.3270440251572327,201708
Trabzon,0.25157232704402516,201708
Tunceli,0.0,201708
Uşak,0.25157232704402516,201708
Van,0.4025157232704403,201708
Yalova Province,0.4276729559748428,201708
Yozgat,0.3522012578616352,201708
Zonguldak,0.27672955974842767,201708
Çanakkale Province,0.4779874213836478,201708
Çankırı,0.4528301886792453,201708
Çorum Province,0.4779874213836478,201708
İstanbul,0.4779874213836478,201708
İzmir,0.4025157232704403,201708
Şanlıurfa Province,0.27672955974842767,201708
Şırnak,0.6289308176100629,201708
Adana,0.4842105263157895,201709
Adıyaman Province,0.42105263157894735,201709
Afyonkarahisar Province,0.42105263157894735,201709
Aksaray,0.3157894736842105,201709
Amasya Province,0.8631578947368421,201709
Ankara,0.5684210526315789,201709
Antalya,0.4842105263157895,201709
Ardahan Province,0.0,201709
Artvin,0.5263157894736842,201709
Aydın Province,0.5894736842105263,201709
Ağrı,0.4,201709
Balıkesir Province,0.5684210526315789,201709
Bartın Province,0.6736842105263158,201709
Batman,0.37894736842105264,201709
Bayburt,0.0,201709
Bilecik,0.6526315789473685,201709
Bingöl Province,0.6526315789473685,201709
Bitlis,0.6526315789473685,201709
Bolu,0.4631578947368421,201709
Burdur Province,1.0315789473684212,201709
Bursa,0.5263157894736842,201709
Denizli,0.35789473684210527,201709
Diyarbakır,0.4842105263157895,201709
Düzce Province,0.2736842105263158,201709
Edirne,0.6736842105263158,201709
Elazığ,0.4631578947368421,201709
Erzincan,0.7157894736842105,201709
Erzurum,0.29473684210526313,201709
Eskişehir Province,0.37894736842105264,201709
Gaziantep,0.4842105263157895,201709
Giresun,0.25263157894736843,201709
Gümüşhane,2.1052631578947367,201709
Hakkâri,0.8842105263157894,201709
Hatay,0.4421052631578947,201709
Isparta Province,0.5052631578947369,201709
Iğdır,0.0,201709
Kahramanmaraş Province,0.18947368421052632,201709
Karabük,0.631578947368421,201709
Karaman,0.631578947368421,201709
Kars,0.7578947368421053,201709
Kastamonu,0.8631578947368421,201709
Kayseri Province,0.4842105263157895,201709
Kilis,0.7368421052631579,201709
Kocaeli,0.6736842105263158,201709
Konya,0.4421052631578947,201709
Kütahya,0.3368421052631579,201709
Kırklareli,0.631578947368421,201709
Kırıkkale,0.9473684210526315,201709
Kırşehir,0.7789473684210526,201709
Malatya,0.3157894736842105,201709
Manisa,0.37894736842105264,201709
Mardin,0.23157894736842105,201709
Mersin Province,0.35789473684210527,201709
Muğla Province,0.5263157894736842,201709
Muş,1.0736842105263158,201709
Nevşehir,0.8631578947368421,201709
Niğde,0.4631578947368421,201709
Ordu,0.42105263157894735,201709
Osmaniye,0.6105263157894737,201709
Rize,0.5684210526315789,201709
Sakarya,0.5684210526315789,201709
Samsun,0.4842105263157895,201709
Siirt Province,0.5894736842105263,201709
Sinop Province,1.2210526315789474,201709
Sivas,0.5263157894736842,201709
Tekirdağ,0.29473684210526313,201709
Tokat,0.25263157894736843,201709
Trabzon,0.4631578947368421,201709
Tunceli,1.5368421052631578,201709
Uşak,0.21052631578947367,201709
Van,0.4842105263157895,201709
Yalova Province,0.35789473684210527,201709
Yozgat,0.6105263157894737,201709
Zonguldak,0.18947368421052632,201709
Çanakkale Province,0.5263157894736842,201709
Çankırı,0.5263157894736842,201709
Çorum Province,0.5263157894736842,201709
İstanbul,0.5894736842105263,201709
İzmir,0.631578947368421,201709
Şanlıurfa Province,0.4631578947368421,201709
Şırnak,0.35789473684210527,201709
Adana,0.5136986301369864,201710
Adıyaman Province,0.5136986301369864,201710
Afyonkarahisar Province,0.4623287671232877,201710
Aksaray,0.5993150684931507,201710
Amasya Province,0.5821917808219178,201710
Ankara,0.6678082191780822,201710
Antalya,0.702054794520548,201710
Ardahan Province,0.0,201710
Artvin,0.6678082191780822,201710
Aydın Province,0.5993150684931507,201710
Ağrı,0.0,201710
Balıkesir Province,0.702054794520548,201710
Bartın Province,0.3767123287671233,201710
Batman,0.5821917808219178,201710
Bayburt,1.1815068493150684,201710
Bilecik,0.7534246575342466,201710
Bingöl Province,0.9417808219178082,201710
Bitlis,0.0,201710
Bolu,0.9589041095890412,201710
Burdur Province,0.9417808219178082,201710
Bursa,0.5993150684931507,201710
Denizli,0.8047945205479452,201710
Diyarbakır,0.5136986301369864,201710
Düzce Province,0.4965753424657534,201710
Edirne,0.7191780821917808,201710
Elazığ,0.565068493150685,201710
Erzincan,0.6678082191780822,201710
Erzurum,0.3082191780821918,201710
Eskişehir Province,0.6678082191780822,201710
Gaziantep,0.547945205479452,201710
Giresun,0.5821917808219178,201710
Gümüşhane,1.7123287671232876,201710
Hakkâri,0.839041095890411,201710
Hatay,0.565068493150685,201710
Isparta Province,0.3424657534246575,201710
Iğdır,0.8904109589041096,201710
Kahramanmaraş Province,0.3424657534246575,201710
Karabük,0.6164383561643836,201710
Karaman,0.8904109589041096,201710
Kars,0.4109589041095891,201710
Kastamonu,0.8904109589041096,201710
Kayseri Province,0.5136986301369864,201710
Kilis,1.523972602739726,201710
Kocaeli,0.547945205479452,201710
Konya,0.5993150684931507,201710
Kütahya,0.7191780821917808,201710
