geoName,hastane,Period
Bartın Province,0.6716417910447762,201703
Batman,0.3582089552238806,201703
Bayburt,1.1194029850746268,201703
Bilecik,0.6567164179104478,201703
Bingöl Province,1.1044776119402986,201703
Bitlis,0.5223880597014925,201703
Bolu,0.4626865671641791,201703
Burdur Province,0.7313432835820896,201703
Bursa,0.6567164179104478,201703
Denizli,0.9253731343283582,201703
Diyarbakır,0.47761194029850745,201703
Düzce Province,0.7761194029850746,201703
Edirne,0.9253731343283582,201703
Elazığ,0.5671641791044776,201703
Erzincan,0.9850746268656716,201703
Erzurum,0.6119402985074627,201703
Eskişehir Province,0.9552238805970149,201703
Gaziantep,0.5373134328358209,201703
Giresun,0.5970149253731343,201703
Gümüşhane,0.5671641791044776,201703
Hakkâri,0.5074626865671642,201703
Hatay,0.47761194029850745,201703
Isparta Province,1.492537313432836,201703
Iğdır,0.8955223880597015,201703
Kahramanmaraş Province,0.6865671641791045,201703
Karabük,0.6119402985074627,201703
Karaman,0.6119402985074627,201703
Kars,0.7313432835820896,201703
Kastamonu,1.0,201703
Kayseri Province,0.7014925373134329,201703
Kilis,0.40298507462686567,201703
Kocaeli,0.9104477611940298,201703
Konya,0.6417910447761194,201703
Kütahya,0.7611940298507462,201703
Kırklareli,0.8059701492537313,201703
Kırıkkale,0.746268656716418,201703
Kırşehir,1.044776119402985,201703
Malatya,0.4925373134328358,201703
Manisa,0.6716417910447762,201703
Mardin,0.44776119402985076,201703
Mersin Province,0.5970149253731343,201703
Muğla Province,0.7164179104477612,201703
Muş,0.9104477611940298,201703
Nevşehir,0.6716417910447762,201703
Niğde,0.5671641791044776,201703
Ordu,0.7164179104477612,201703
Osmaniye,0.5671641791044776,201703
Rize,0.8955223880597015,201703
Sakarya,0.746268656716418,201703
Samsun,0.8507462686567164,201703
Siirt Province,0.6119402985074627,201703
Sinop Province,0.8656716417910447,201703
Sivas,0.835820895522388,201703
Tekirdağ,0.8955223880597015,201703
Tokat,0.5223880597014925,201703
Trabzon,0.5671641791044776,201703
Tunceli,0.5373134328358209,201703
Uşak,0.7761194029850746,201703
Van,0.582089552238806,201703
Yalova Province,0.7014925373134329,201703
Yozgat,0.835820895522388,201703
Zonguldak,0.9402985074626866,201703
Çanakkale Province,0.8656716417910447,201703
Çankırı,0.47761194029850745,201703
Çorum Province,0.7761194029850746,201703
İstanbul,0.8507462686567164,201703
İzmir,0.9104477611940298,201703
Şanlıurfa Province,0.6417910447761194,201703
Şırnak,0.4626865671641791,201703
Adana,0.65015479876161,201704
Adıyaman Province,0.6037151702786379,201704
Afyonkarahisar Province,1.1300309597523222,201704
Aksaray,0.6346749226006192,201704
Amasya Province,1.08359133126935,201704
Ankara,0.7739938080495357,201704
Antalya,0.8359133126934986,201704
Ardahan Province,0.9752321981424149,201704
Artvin,0.8513931888544892,201704
Aydın Province,0.8359133126934986,201704
Ağrı,0.4643962848297214,201704
Balıkesir Province,0.9752321981424149,201704
Bartın Province,0.7894736842105264,201704
Batman,0.44891640866873067,201704
Bayburt,1.1919504643962848,201704
Bilecik,1.0990712074303406,201704
Bingöl Province,0.8359133126934986,201704
Bitlis,1.2538699690402477,201704
Bolu,0.6965944272445821,201704
Burdur Province,0.8049535603715171,201704
Bursa,0.7120743034055729,201704
Denizli,0.9287925696594428,201704
Diyarbakır,0.44891640866873067,201704
Düzce Province,0.9442724458204336,201704
Edirne,1.1919504643962848,201704
Elazığ,0.65015479876161,201704
Erzincan,0.5882352941176471,201704
Erzurum,0.40247678018575855,201704
Eskişehir Province,0.8978328173374613,201704
Gaziantep,0.6037151702786379,201704
Giresun,0.9133126934984521,201704
Gümüşhane,1.5479876160990713,201704
Hakkâri,0.8978328173374613,201704
Hatay,0.541795665634675,201704
Isparta Province,1.0061919504643964,201704
Iğdır,0.7894736842105264,201704
Kahramanmaraş Province,0.7120743034055729,201704
Karabük,0.8359133126934986,201704
Karaman,0.8513931888544892,201704
Kars,0.2786377708978328,201704
Kastamonu,0.9287925696594428,201704
Kayseri Province,0.6965944272445821,201704
Kilis,0.6037151702786379,201704
Kocaeli,0.8823529411764707,201704
Konya,0.7430340557275542,201704
Kütahya,0.8823529411764707,201704
Kırklareli,0.8204334365325078,201704
Kırıkkale,0.44891640866873067,201704
Kırşehir,0.86687306501548,201704
Malatya,0.4643962848297214,201704
Manisa,0.6346749226006192,201704
Mardin,0.4643962848297214,201704
Mersin Province,0.6346749226006192,201704
Muğla Province,0.6965944272445821,201704
Muş,0.7894736842105264,201704
Nevşehir,0.8049535603715171,201704
Niğde,0.7739938080495357,201704
Ordu,0.7894736842105264,201704
Osmaniye,0.2786377708978328,201704
Rize,0.7894736842105264,201704
Sakarya,0.9133126934984521,201704
Samsun,0.8049535603715171,201704
Siirt Province,0.9287925696594428,201704
Sinop Province,0.7120743034055729,201704
Sivas,0.9597523219814242,201704
Tekirdağ,0.8049535603715171,201704
Tokat,0.8359133126934986,201704
Trabzon,0.7430340557275542,201704
Tunceli,0.86687306501548,201704
Uşak,0.4798761609907121,201704
Van,0.4179566563467493,201704
Yalova Province,1.1145510835913313,201704
Yozgat,0.9133126934984521,201704
Zonguldak,0.7739938080495357,201704
Çanakkale Province,1.1145510835913313,201704
Çankırı,0.7430340557275542,201704
Çorum Province,1.08359133126935,201704
İstanbul,0.8204334365325078,201704
İzmir,0.9133126934984521,201704
Şanlıurfa Province,0.6037151702786379,201704
Şırnak,0.4798761609907121,201704
Adana,0.6991869918699187,201705
Adıyaman Province,0.4715447154471545,201705
Afyonkarahisar Province,1.6260162601626016,201705
Aksaray,0.7317073170731707,201705
Amasya Province,1.2520325203252032,201705
Ankara,0.8780487804878049,201705
Antalya,0.943089430894309,201705
Ardahan Province,0.8617886178861789,201705
Artvin,0.7804878048780488,201705
Aydın Province,1.1056910569105691,201705
Ağrı,0.43902439024390244,201705
Balıkesir Province,1.0731707317073171,201705
Bartın Province,0.7479674796747967,201705
Batman,0.42276422764227645,201705
Bayburt,1.1869918699186992,201705
Bilecik,0.926829268292683,201705
Bingöl Province,0.6829268292682927,201705
Bitlis,1.089430894308943,201705
Bolu,0.6991869918699187,201705
Burdur Province,0.9105691056910569,201705
Bursa,0.7967479674796748,201705
Denizli,1.008130081300813,201705
Diyarbakır,0.7154471544715447,201705
Düzce Province,0.8780487804878049,201705
Edirne,1.1219512195121952,201705
Elazığ,0.943089430894309,201705
Erzincan,1.024390243902439,201705
Erzurum,0.7479674796747967,201705
Eskişehir Province,1.0406504065040652,201705
Gaziantep,0.8130081300813008,201705
Giresun,1.056910569105691,201705
Gümüşhane,0.7642276422764228,201705
Hakkâri,0.7642276422764228,201705
Hatay,0.6178861788617886,201705
Isparta Province,1.3658536585365855,201705
Iğdır,0.943089430894309,201705
Kahramanmaraş Province,0.943089430894309,201705
Karabük,0.975609756097561,201705
Karaman,1.2682926829268293,201705
Kars,0.4878048780487805,201705
Kastamonu,1.1056910569105691,201705
Kayseri Province,0.8780487804878049,201705
Kilis,0.7479674796747967,201705
Kocaeli,0.975609756097561,201705
Konya,0.7804878048780488,201705
Kütahya,0.8130081300813008,201705
Kırklareli,1.3008130081300813,201705
Kırıkkale,1.0731707317073171,201705
Kırşehir,0.991869918699187,201705
Malatya,0.5528455284552846,201705
Manisa,1.0406504065040652,201705
Mardin,0.5853658536585366,201705
Mersin Province,0.8455284552845529,201705
Muğla Province,0.7642276422764228,201705
Muş,0.6991869918699187,201705
Nevşehir,0.6666666666666666,201705
Niğde,1.170731707317073,201705
Ordu,0.7479674796747967,201705
Osmaniye,0.5528455284552846,201705
Rize,1.2682926829268293,201705
Sakarya,0.926829268292683,201705
Samsun,1.2845528455284554,201705
Siirt Province,0.7317073170731707,201705
Sinop Province,1.0731707317073171,201705
Sivas,0.6016260162601627,201705
Tekirdağ,0.8617886178861789,201705
Tokat,0.5853658536585366,201705
Trabzon,0.943089430894309,201705
Tunceli,1.2845528455284554,201705
Uşak,0.7154471544715447,201705
Van,0.5040650406504065,201705
Yalova Province,0.926829268292683,201705
Yozgat,1.2845528455284554,201705
Zonguldak,0.8617886178861789,201705
Çanakkale Province,1.4471544715447155,201705
Çankırı,0.8455284552845529,201705
Çorum Province,1.2682926829268293,201705
İstanbul,0.975609756097561,201705
İzmir,1.0406504065040652,201705
Şanlıurfa Province,0.6666666666666666,201705
Şırnak,0.42276422764227645,201705
Adana,0.6782608695652174,201706
Adıyaman Province,0.591304347826087,201706
Afyonkarahisar Province,0.991304347826087,201706
Aksaray,0.43478260869565216,201706
Amasya Province,0.9565217391304348,201706
Ankara,0.6260869565217392,201706
Antalya,0.6956521739130435,201706
Ardahan Province,1.7391304347826086,201706
Artvin,0.6086956521739131,201706
Aydın Province,0.782608695652174,201706
Ağrı,0.33043478260869563,201706
Balıkesir Province,0.591304347826087,201706
Bartın Province,0.7130434782608696,201706
Batman,0.5739130434782609,201706
Bayburt,1.0434782608695652,201706
Bilecik,0.43478260869565216,201706
Bingöl Province,0.3130434782608696,201706
Bitlis,0.782608695652174,201706
Bolu,0.7130434782608696,201706
Burdur Province,0.6434782608695652,201706
Bursa,0.5391304347826087,201706
Denizli,0.6608695652173913,201706
Diyarbakır,0.45217391304347826,201706
Düzce Province,0.5739130434782609,201706
Edirne,0.6434782608695652,201706
Elazığ,0.5391304347826087,201706
Erzincan,0.6434782608695652,201706
Erzurum,0.33043478260869563,201706
Eskişehir Province,0.8347826086956521,201706
Gaziantep,0.46956521739130436,201706
Giresun,0.782608695652174,201706
Gümüşhane,1.4260869565217391,201706
Hakkâri,0.3826086956521739,201706
Hatay,0.5043478260869565,201706
Isparta Province,1.0434782608695652,201706
Iğdır,0.6956521739130435,201706
Kahramanmaraş Province,0.6086956521739131,201706
Karabük,0.7652173913043478,201706
Karaman,0.5739130434782609,201706
Kars,0.6782608695652174,201706
Kastamonu,0.8,201706
Kayseri Province,0.5217391304347826,201706
Kilis,0.5043478260869565,201706
Kocaeli,0.8,201706
Konya,0.5217391304347826,201706
Kütahya,0.5391304347826087,201706
Kırklareli,0.6434782608695652,201706
Kırıkkale,0.591304347826087,201706
Kırşehir,0.9217391304347826,201706
Malatya,0.48695652173913045,201706
Manisa,0.6260869565217392,201706
Mardin,0.41739130434782606,201706
Mersin Province,0.5043478260869565,201706
Muğla Province,0.5565217391304348,201706
Muş,0.6260869565217392,201706
Nevşehir,0.48695652173913045,201706
Niğde,0.7478260869565218,201706
Ordu,0.45217391304347826,201706
Osmaniye,0.34782608695652173,201706
Rize,0.6260869565217392,201706
Sakarya,0.591304347826087,201706
Samsun,0.7478260869565218,201706
Siirt Province,0.5391304347826087,201706
Sinop Province,0.8521739130434782,201706
Sivas,0.6434782608695652,201706
Tekirdağ,0.6956521739130435,201706
Tokat,0.6086956521739131,201706
Trabzon,0.5391304347826087,201706
Tunceli,1.3217391304347825,201706
Uşak,0.5043478260869565,201706
Van,0.5565217391304348,201706
Yalova Province,1.182608695652174,201706
Yozgat,0.8521739130434782,201706
Zonguldak,0.782608695652174,201706
Çanakkale Province,0.5565217391304348,201706
Çankırı,0.45217391304347826,201706
Çorum Province,0.9043478260869565,201706
İstanbul,0.7478260869565218,201706
İzmir,0.7478260869565218,201706
Şanlıurfa Province,0.48695652173913045,201706
Şırnak,0.5739130434782609,201706
Adana,0.7386363636363635,201707
Adıyaman Province,0.7102272727272727,201707
Afyonkarahisar Province,1.4204545454545454,201707
Aksaray,0.7670454545454545,201707
Amasya Province,1.2926136363636362,201707
Ankara,0.7812499999999999,201707
Antalya,0.7812499999999999,201707
Ardahan Province,1.0085227272727273,201707
Artvin,0.9943181818181818,201707
Aydın Province,0.6534090909090908,201707
Ağrı,0.7528409090909091,201707
Balıkesir Province,1.0227272727272727,201707
Bartın Province,1.0085227272727273,201707
Batman,0.5681818181818181,201707
Bayburt,1.0369318181818181,201707
Bilecik,0.9659090909090908,201707
Bingöl Province,1.0227272727272727,201707
Bitlis,1.1789772727272727,201707
Bolu,0.7812499999999999,201707
Burdur Province,0.7386363636363635,201707
Bursa,0.6676136363636364,201707
Denizli,0.8238636363636362,201707
Diyarbakır,0.6960227272727272,201707
Düzce Province,0.8522727272727272,201707
Edirne,0.8948863636363635,201707
Elazığ,0.7102272727272727,201707
Erzincan,1.0227272727272727,201707
Erzurum,0.6534090909090908,201707
Eskişehir Province,0.9374999999999999,201707
Gaziantep,0.5965909090909091,201707
Giresun,1.164772727272727,201707
Gümüşhane,1.2357954545454544,201707
Hakkâri,0.7386363636363635,201707
Hatay,0.6392045454545454,201707
Isparta Province,0.9232954545454545,201707
Iğdır,1.2926136363636362,201707
Kahramanmaraş Province,0.9374999999999999,201707
Karabük,0.7954545454545454,201707
Karaman,0.6676136363636364,201707
Kars,1.09375,201707
Kastamonu,0.9232954545454545,201707
Kayseri Province,0.7528409090909091,201707
Kilis,0.6392045454545454,201707
Kocaeli,1.0227272727272727,201707
Konya,0.7386363636363635,201707
Kütahya,0.8806818181818181,201707
Kırklareli,0.9232954545454545,201707
Kırıkkale,0.8522727272727272,201707
Kırşehir,1.1079545454545454,201707
Malatya,0.625,201707
Manisa,0.8948863636363635,201707
Mardin,0.4829545454545454,201707
Mersin Province,0.6676136363636364,201707
Muğla Province,0.6392045454545454,201707
Muş,0.6676136363636364,201707
Nevşehir,0.4829545454545454,201707
Niğde,0.7528409090909091,201707
Ordu,0.7386363636363635,201707
Osmaniye,0.4829545454545454,201707
Rize,0.9659090909090908,201707
Sakarya,0.8238636363636362,201707
Samsun,1.0085227272727273,201707
Siirt Province,0.8948863636363635,201707
Sinop Province,0.8806818181818181,201707
Sivas,0.8948863636363635,201707
Tekirdağ,0.8806818181818181,201707
Tokat,1.065340909090909,201707
Trabzon,0.7102272727272727,201707
Tunceli,0.6534090909090908,201707
Uşak,0.6534090909090908,201707
Van,0.6392045454545454,201707
Yalova Province,0.8238636363636362,201707
Yozgat,0.6676136363636364,201707
Zonguldak,0.9232954545454545,201707
Çanakkale Province,1.2642045454545454,201707
Çankırı,0.5681818181818181,201707
Çorum Province,1.2926136363636362,201707
İstanbul,0.8380681818181818,201707
İzmir,0.9517045454545454,201707
Şanlıurfa Province,0.7386363636363635,201707
Şırnak,0.7528409090909091,201707
Adana,0.5555555555555556,201708
Adıyaman Province,0.873015873015873,201708
Afyonkarahisar Province,1.0634920634920635,201708
Aksaray,0.8253968253968254,201708
Amasya Province,1.3650793650793651,201708
Ankara,0.746031746031746,201708
Antalya,0.6984126984126984,201708
Ardahan Province,0.7301587301587301,201708
Artvin,0.20634920634920634,201708
Aydın Province,0.8095238095238095,201708
Ağrı,0.38095238095238093,201708
Balıkesir Province,0.8888888888888888,201708
Bartın Province,0.5396825396825397,201708
Batman,0.5079365079365079,201708
Bayburt,0.8412698412698413,201708
Bilecik,0.6349206349206349,201708
Bingöl Province,0.4126984126984127,201708
Bitlis,0.8888888888888888,201708
Bolu,0.6190476190476191,201708
Burdur Province,0.5714285714285714,201708
Bursa,0.6349206349206349,201708
Denizli,0.7301587301587301,201708
Diyarbakır,0.6190476190476191,201708
Düzce Province,0.9047619047619048,201708
Edirne,0.746031746031746,201708
Elazığ,0.5873015873015873,201708
Erzincan,0.8412698412698413,201708
Erzurum,0.42857142857142855,201708
Eskişehir Province,0.7619047619047619,201708
Gaziantep,0.47619047619047616,201708
Giresun,0.9047619047619048,201708
Gümüşhane,1.5873015873015872,201708
Hakkâri,1.380952380952381,201708
Hatay,0.3333333333333333,201708
Isparta Province,1.126984126984127,201708
Iğdır,1.1587301587301588,201708
Kahramanmaraş Province,0.6984126984126984,201708
Karabük,0.7301587301587301,201708
Karaman,0.8095238095238095,201708
Kars,0.5873015873015873,201708
Kastamonu,0.9682539682539683,201708
Kayseri Province,0.5873015873015873,201708
Kilis,0.6031746031746031,201708
Kocaeli,0.9523809523809523,201708
Konya,0.6031746031746031,201708
Kütahya,0.6666666666666666,201708
Kırklareli,0.4444444444444444,201708
Kırıkkale,0.4126984126984127,201708
Kırşehir,0.7301587301587301,201708
Malatya,0.5079365079365079,201708
Manisa,0.5396825396825397,201708
Mardin,0.5238095238095238,201708
Mersin Province,0.6190476190476191,201708
Muğla Province,0.5714285714285714,201708
Muş,1.0317460317460319,201708
Nevşehir,0.5079365079365079,201708
Niğde,0.7777777777777778,201708
Ordu,0.746031746031746,201708
Osmaniye,0.5873015873015873,201708
Rize,0.6190476190476191,201708
Sakarya,0.8412698412698413,201708
Samsun,0.8571428571428571,201708
Siirt Province,0.6349206349206349,201708
Sinop Province,0.8571428571428571,201708
Sivas,0.6825396825396826,201708
Tekirdağ,1.0158730158730158,201708
Tokat,0.9047619047619048,201708
Trabzon,0.7142857142857143,201708
Tunceli,1.0158730158730158,201708
Uşak,0.31746031746031744,201708
Van,0.873015873015873,201708
Yalova Province,0.6031746031746031,201708
Yozgat,0.5873015873015873,201708
Zonguldak,0.8095238095238095,201708
Çanakkale Province,0.9206349206349206,201708
Çankırı,0.6031746031746031,201708
Çorum Province,0.7936507936507936,201708
İstanbul,0.7619047619047619,201708
İzmir,0.8412698412698413,201708
Şanlıurfa Province,0.6190476190476191,201708
Şırnak,0.873015873015873,201708
Adana,0.7010309278350515,201709
Adıyaman Province,0.865979381443299,201709
Afyonkarahisar Province,1.2783505154639174,201709
Aksaray,0.8109965635738832,201709
Amasya Province,0.9621993127147767,201709
Ankara,0.7972508591065293,201709
Antalya,0.7560137457044673,201709
Ardahan Province,1.3745704467353952,201709
Artvin,0.6872852233676976,201709
Aydın Province,0.8384879725085911,201709
Ağrı,0.5773195876288659,201709
Balıkesir Province,0.852233676975945,201709
Bartın Province,0.7560137457044673,201709
Batman,0.5223367697594502,201709
Bayburt,0.0,201709
Bilecik,0.6735395189003437,201709
Bingöl Province,0.5360824742268041,201709
Bitlis,1.0309278350515463,201709
Bolu,1.0034364261168385,201709
Burdur Province,0.8797250859106529,201709
Bursa,0.7010309278350515,201709
Denizli,0.7972508591065293,201709
Diyarbakır,0.6735395189003437,201709
Düzce Province,0.9209621993127147,201709
Edirne,0.9621993127147767,201709
Elazığ,0.46735395189003437,201709
Erzincan,0.3848797250859107,201709
Erzurum,0.5085910652920962,201709
Eskişehir Province,0.9759450171821306,201709
Gaziantep,0.6597938144329897,201709
Giresun,0.7560137457044673,201709
Gümüşhane,0.8384879725085911,201709
Hakkâri,0.9347079037800687,201709
Hatay,0.6185567010309279,201709
Isparta Province,1.0034364261168385,201709
Iğdır,0.4948453608247423,201709
Kahramanmaraş Province,0.7972508591065293,201709
Karabük,0.7560137457044673,201709
Karaman,1.2096219931271477,201709
Kars,0.9621993127147767,201709
Kastamonu,1.0309278350515463,201709
Kayseri Province,0.7285223367697594,201709
Kilis,0.7835051546391752,201709
Kocaeli,0.9484536082474226,201709
Konya,0.6323024054982818,201709
Kütahya,0.7972508591065293,201709
Kırklareli,0.7422680412371134,201709
Kırıkkale,0.4536082474226804,201709
Kırşehir,0.9347079037800687,201709
Malatya,0.4948453608247423,201709
Manisa,0.8109965635738832,201709
Mardin,0.6048109965635738,201709
Mersin Province,0.6048109965635738,201709
Muğla Province,0.5773195876288659,201709
Muş,0.5773195876288659,201709
Nevşehir,0.46735395189003437,201709
Niğde,0.8797250859106529,201709
Ordu,0.8797250859106529,201709
Osmaniye,0.7285223367697594,201709
Rize,0.865979381443299,201709
Sakarya,0.865979381443299,201709
Samsun,1.0309278350515463,201709
Siirt Province,0.5773195876288659,201709
Sinop Province,0.7010309278350515,201709
Sivas,0.9209621993127147,201709
Tekirdağ,0.8384879725085911,201709
Tokat,0.7010309278350515,201709
Trabzon,0.7835051546391752,201709
Tunceli,0.7972508591065293,201709
Uşak,0.7697594501718213,201709
Van,0.7422680412371134,201709
Yalova Province,0.9621993127147767,201709
Yozgat,0.6735395189003437,201709
Zonguldak,0.9347079037800687,201709
Çanakkale Province,1.0721649484536082,201709
Çankırı,0.8934707903780069,201709
Çorum Province,0.865979381443299,201709
İstanbul,0.8247422680412371,201709
İzmir,0.9072164948453608,201709
Şanlıurfa Province,0.6048109965635738,201709
Şırnak,0.9072164948453608,201709
Adana,0.5691056910569106,201710
Adıyaman Province,0.5962059620596206,201710
Afyonkarahisar Province,1.3550135501355014,201710
Aksaray,0.7859078590785908,201710
Amasya Province,0.8536585365853658,201710
Ankara,0.6233062330623307,201710
Antalya,0.5826558265582656,201710
Ardahan Province,0.8130081300813008,201710
Artvin,0.8536585365853658,201710
Aydın Province,0.7723577235772358,201710
Ağrı,0.5691056910569106,201710
Balıkesir Province,0.7588075880758808,201710
Bartın Province,0.4065040650406504,201710
Batman,0.44715447154471544,201710
Bayburt,0.9214092140921409,201710
Bilecik,0.7994579945799458,201710
Bingöl Province,0.5420054200542006,201710
Bitlis,0.6639566395663957,201710
Bolu,0.5826558265582656,201710
Burdur Province,0.6097560975609756,201710
Bursa,0.5691056910569106,201710
Denizli,0.7452574525745258,201710
Diyarbakır,0.46070460704607047,201710
Düzce Province,0.6504065040650406,201710
Edirne,0.7723577235772358,201710
Elazığ,0.6639566395663957,201710
Erzincan,0.934959349593496,201710
Erzurum,0.5420054200542006,201710
Eskişehir Province,0.7046070460704608,201710
Gaziantep,0.44715447154471544,201710
Giresun,0.7181571815718157,201710
Gümüşhane,0.4065040650406504,201710
Hakkâri,0.5284552845528455,201710
Hatay,0.46070460704607047,201710
Isparta Province,0.989159891598916,201710
Iğdır,0.43360433604336046,201710
Kahramanmaraş Province,0.7046070460704608,201710
