geoName,baş ağrısı,Period
Bitlis,0.8913043478260869,201703
Bolu,0.32608695652173914,201703
Burdur Province,0.0,201703
Bursa,0.5652173913043478,201703
Denizli,0.6521739130434783,201703
Diyarbakır,0.5652173913043478,201703
Düzce Province,0.6521739130434783,201703
Edirne,0.5869565217391305,201703
Elazığ,0.5652173913043478,201703
Erzincan,0.4782608695652174,201703
Erzurum,0.6956521739130435,201703
Eskişehir Province,0.4782608695652174,201703
Gaziantep,0.717391304347826,201703
Giresun,0.9782608695652174,201703
Gümüşhane,1.391304347826087,201703
Hakkâri,1.2173913043478262,201703
Hatay,0.4782608695652174,201703
Isparta Province,0.6739130434782609,201703
Iğdır,0.0,201703
Kahramanmaraş Province,0.5869565217391305,201703
Karabük,0.5869565217391305,201703
Karaman,0.5652173913043478,201703
Kars,1.3695652173913044,201703
Kastamonu,0.43478260869565216,201703
Kayseri Province,0.6739130434782609,201703
Kilis,1.0434782608695652,201703
Kocaeli,0.6956521739130435,201703
Konya,0.43478260869565216,201703
Kütahya,0.5,201703
Kırklareli,0.30434782608695654,201703
Kırıkkale,0.717391304347826,201703
Kırşehir,1.3043478260869565,201703
Malatya,0.9130434782608695,201703
Manisa,0.8260869565217391,201703
Mardin,0.8913043478260869,201703
Mersin Province,0.5434782608695652,201703
Muğla Province,0.5869565217391305,201703
Muş,1.0,201703
Nevşehir,0.5217391304347826,201703
Niğde,0.5,201703
Ordu,0.7391304347826086,201703
Osmaniye,0.4782608695652174,201703
Rize,0.6304347826086957,201703
Sakarya,0.8043478260869565,201703
Samsun,0.5434782608695652,201703
Siirt Province,0.0,201703
Sinop Province,2.1739130434782608,201703
Sivas,0.7608695652173914,201703
Tekirdağ,0.782608695652174,201703
Tokat,0.6086956521739131,201703
Trabzon,0.5652173913043478,201703
Tunceli,0.0,201703
Uşak,0.5652173913043478,201703
Van,0.4782608695652174,201703
Yalova Province,0.6521739130434783,201703
Yozgat,0.9347826086956522,201703
Zonguldak,0.6956521739130435,201703
Çanakkale Province,0.6086956521739131,201703
Çankırı,0.717391304347826,201703
Çorum Province,0.5869565217391305,201703
İstanbul,0.5652173913043478,201703
İzmir,0.6304347826086957,201703
Şanlıurfa Province,0.7608695652173914,201703
Şırnak,1.0217391304347827,201703
Adana,0.6798245614035088,201704
Adıyaman Province,0.43859649122807015,201704
Afyonkarahisar Province,0.37280701754385964,201704
Aksaray,0.6798245614035088,201704
Amasya Province,0.7456140350877193,201704
Ankara,0.6359649122807017,201704
Antalya,0.5263157894736842,201704
Ardahan Province,0.0,201704
Artvin,1.1842105263157894,201704
Aydın Province,0.8333333333333333,201704
Ağrı,0.5701754385964912,201704
Balıkesir Province,0.6578947368421052,201704
Bartın Province,0.6140350877192983,201704
Batman,0.7675438596491228,201704
Bayburt,0.0,201704
Bilecik,0.7017543859649122,201704
Bingöl Province,1.030701754385965,201704
Bitlis,0.0,201704
Bolu,0.7456140350877193,201704
Burdur Province,0.6798245614035088,201704
Bursa,0.5263157894736842,201704
Denizli,0.5263157894736842,201704
Diyarbakır,0.2850877192982456,201704
Düzce Province,0.4824561403508772,201704
Edirne,0.5263157894736842,201704
Elazığ,0.8114035087719298,201704
Erzincan,0.5043859649122807,201704
Erzurum,0.4605263157894737,201704
Eskişehir Province,0.5482456140350876,201704
Gaziantep,0.4824561403508772,201704
Giresun,0.7456140350877193,201704
Gümüşhane,0.0,201704
Hakkâri,1.3157894736842104,201704
Hatay,0.5701754385964912,201704
Isparta Province,0.5263157894736842,201704
Iğdır,2.1929824561403506,201704
Kahramanmaraş Province,0.4605263157894737,201704
Karabük,0.7894736842105263,201704
Karaman,0.6798245614035088,201704
Kars,0.6140350877192983,201704
Kastamonu,1.0087719298245614,201704
Kayseri Province,0.5043859649122807,201704
Kilis,0.0,201704
Kocaeli,0.6359649122807017,201704
Konya,0.6359649122807017,201704
Kütahya,0.5921052631578947,201704
Kırklareli,0.5263157894736842,201704
Kırıkkale,0.7456140350877193,201704
Kırşehir,1.118421052631579,201704
Malatya,0.5701754385964912,201704
Manisa,0.6798245614035088,201704
Mardin,0.5482456140350876,201704
Mersin Province,0.5921052631578947,201704
Muğla Province,0.5043859649122807,201704
Muş,1.0526315789473684,201704
Nevşehir,0.6140350877192983,201704
Niğde,1.0087719298245614,201704
Ordu,0.7017543859649122,201704
Osmaniye,0.30701754385964913,201704
Rize,0.5263157894736842,201704
Sakarya,0.7456140350877193,201704
Samsun,0.5921052631578947,201704
Siirt Province,0.8552631578947368,201704
Sinop Province,0.8552631578947368,201704
Sivas,0.5701754385964912,201704
Tekirdağ,0.5263157894736842,201704
Tokat,1.2061403508771928,201704
Trabzon,0.43859649122807015,201704
Tunceli,0.0,201704
Uşak,0.9868421052631579,201704
Van,0.6140350877192983,201704
Yalova Province,0.5043859649122807,201704
Yozgat,0.6578947368421052,201704
Zonguldak,0.39473684210526316,201704
Çanakkale Province,0.3508771929824561,201704
Çankırı,0.7675438596491228,201704
Çorum Province,0.5701754385964912,201704
İstanbul,0.5701754385964912,201704
İzmir,0.5921052631578947,201704
Şanlıurfa Province,0.3289473684210526,201704
Şırnak,0.5263157894736842,201704
Adana,0.54,201705
Adıyaman Province,0.96,201705
Afyonkarahisar Province,0.52,201705
Aksaray,1.04,201705
Amasya Province,1.04,201705
Ankara,0.82,201705
Antalya,0.56,201705
Ardahan Province,0.0,201705
Artvin,1.9,201705
Aydın Province,0.84,201705
Ağrı,0.68,201705
Balıkesir Province,0.74,201705
Bartın Province,1.1,201705
Batman,0.58,201705
Bayburt,0.0,201705
Bilecik,1.1,201705
Bingöl Province,1.82,201705
Bitlis,1.16,201705
Bolu,0.5,201705
Burdur Province,1.48,201705
Bursa,0.64,201705
Denizli,0.6,201705
Diyarbakır,0.66,201705
Düzce Province,0.92,201705
Edirne,0.6,201705
Elazığ,0.56,201705
Erzincan,1.2,201705
Erzurum,0.44,201705
Eskişehir Province,0.8,201705
Gaziantep,0.38,201705
Giresun,0.88,201705
Gümüşhane,1.62,201705
Hakkâri,1.64,201705
Hatay,0.64,201705
Isparta Province,0.46,201705
Iğdır,1.68,201705
Kahramanmaraş Province,0.62,201705
Karabük,0.86,201705
Karaman,0.56,201705
Kars,1.24,201705
Kastamonu,0.82,201705
Kayseri Province,0.64,201705
Kilis,1.32,201705
Kocaeli,0.56,201705
Konya,0.66,201705
Kütahya,0.72,201705
Kırklareli,0.36,201705
Kırıkkale,1.32,201705
Kırşehir,2.0,201705
Malatya,0.74,201705
Manisa,0.66,201705
Mardin,0.88,201705
Mersin Province,0.62,201705
Muğla Province,0.52,201705
Muş,1.84,201705
Nevşehir,0.6,201705
Niğde,1.22,201705
Ordu,0.58,201705
Osmaniye,0.56,201705
Rize,0.4,201705
Sakarya,0.48,201705
Samsun,0.66,201705
Siirt Province,1.1,201705
Sinop Province,1.3,201705
Sivas,0.74,201705
Tekirdağ,0.7,201705
Tokat,0.86,201705
Trabzon,0.54,201705
Tunceli,0.0,201705
Uşak,0.82,201705
Van,0.72,201705
Yalova Province,0.7,201705
Yozgat,1.28,201705
Zonguldak,0.74,201705
Çanakkale Province,0.5,201705
Çankırı,1.22,201705
Çorum Province,0.64,201705
İstanbul,0.68,201705
İzmir,0.66,201705
Şanlıurfa Province,0.36,201705
Şırnak,1.32,201705
Adana,0.5747126436781609,201706
Adıyaman Province,0.4367816091954023,201706
Afyonkarahisar Province,0.41379310344827586,201706
Aksaray,0.7126436781609196,201706
Amasya Province,0.39080459770114945,201706
Ankara,0.5057471264367817,201706
Antalya,0.4827586206896552,201706
Ardahan Province,0.0,201706
Artvin,0.8275862068965517,201706
Aydın Province,0.5747126436781609,201706
Ağrı,0.5977011494252874,201706
Balıkesir Province,0.4367816091954023,201706
Bartın Province,0.6436781609195402,201706
Batman,0.7586206896551724,201706
Bayburt,0.0,201706
Bilecik,1.0344827586206897,201706
Bingöl Province,1.7241379310344827,201706
Bitlis,1.103448275862069,201706
Bolu,0.367816091954023,201706
Burdur Province,0.735632183908046,201706
Bursa,0.5287356321839081,201706
Denizli,0.3448275862068966,201706
Diyarbakır,0.5977011494252874,201706
Düzce Province,0.41379310344827586,201706
Edirne,0.27586206896551724,201706
Elazığ,0.5287356321839081,201706
Erzincan,1.4482758620689655,201706
Erzurum,0.5057471264367817,201706
Eskişehir Province,0.6436781609195402,201706
Gaziantep,0.6896551724137931,201706
Giresun,0.6206896551724138,201706
Gümüşhane,0.0,201706
Hakkâri,0.0,201706
Hatay,0.5517241379310345,201706
Isparta Province,0.22988505747126436,201706
Iğdır,1.471264367816092,201706
Kahramanmaraş Province,0.4827586206896552,201706
Karabük,0.7816091954022989,201706
Karaman,0.7126436781609196,201706
Kars,2.045977011494253,201706
Kastamonu,0.39080459770114945,201706
Kayseri Province,0.7586206896551724,201706
Kilis,1.1954022988505748,201706
Kocaeli,0.5057471264367817,201706
Konya,0.4367816091954023,201706
Kütahya,0.5977011494252874,201706
Kırklareli,0.41379310344827586,201706
Kırıkkale,0.5747126436781609,201706
Kırşehir,2.2988505747126435,201706
Malatya,0.4827586206896552,201706
Manisa,0.5517241379310345,201706
Mardin,1.0574712643678161,201706
Mersin Province,0.6206896551724138,201706
Muğla Province,0.6436781609195402,201706
Muş,1.1494252873563218,201706
Nevşehir,0.6206896551724138,201706
Niğde,0.0,201706
Ordu,0.4367816091954023,201706
Osmaniye,0.0,201706
Rize,0.5057471264367817,201706
Sakarya,0.5517241379310345,201706
Samsun,0.5057471264367817,201706
Siirt Province,0.0,201706
Sinop Province,0.6666666666666666,201706
Sivas,0.8045977011494253,201706
Tekirdağ,0.5517241379310345,201706
Tokat,0.25287356321839083,201706
Trabzon,0.39080459770114945,201706
Tunceli,0.0,201706
Uşak,0.2988505747126437,201706
Van,0.45977011494252873,201706
Yalova Province,0.7816091954022989,201706
Yozgat,0.8505747126436781,201706
Zonguldak,0.8045977011494253,201706
Çanakkale Province,0.6896551724137931,201706
Çankırı,0.8275862068965517,201706
Çorum Province,0.735632183908046,201706
İstanbul,0.5517241379310345,201706
İzmir,0.5057471264367817,201706
Şanlıurfa Province,0.6436781609195402,201706
Şırnak,0.8505747126436781,201706
Adana,0.5,201707
Adıyaman Province,0.7142857142857143,201707
Afyonkarahisar Province,0.5,201707
Aksaray,0.4523809523809524,201707
Amasya Province,0.5476190476190477,201707
Ankara,0.35714285714285715,201707
Antalya,0.35714285714285715,201707
Ardahan Province,0.0,201707
Artvin,1.1904761904761905,201707
Aydın Province,0.40476190476190477,201707
Ağrı,0.0,201707
Balıkesir Province,0.38095238095238093,201707
Bartın Province,0.9523809523809523,201707
Batman,0.7142857142857143,201707
Bayburt,0.0,201707
Bilecik,0.7142857142857143,201707
Bingöl Province,1.7142857142857142,201707
Bitlis,0.0,201707
Bolu,0.7380952380952381,201707
Burdur Province,0.5238095238095238,201707
Bursa,0.30952380952380953,201707
Denizli,0.40476190476190477,201707
Diyarbakır,0.38095238095238093,201707
Düzce Province,0.21428571428571427,201707
Edirne,0.5,201707
Elazığ,0.2619047619047619,201707
Erzincan,0.5238095238095238,201707
Erzurum,0.21428571428571427,201707
Eskişehir Province,0.35714285714285715,201707
Gaziantep,0.2857142857142857,201707
Giresun,0.30952380952380953,201707
Gümüşhane,0.0,201707
Hakkâri,0.0,201707
Hatay,0.38095238095238093,201707
Isparta Province,0.5238095238095238,201707
Iğdır,2.380952380952381,201707
Kahramanmaraş Province,0.2857142857142857,201707
Karabük,0.2857142857142857,201707
Karaman,0.3333333333333333,201707
Kars,1.0952380952380953,201707
Kastamonu,0.2619047619047619,201707
Kayseri Province,0.47619047619047616,201707
Kilis,0.9047619047619048,201707
Kocaeli,0.40476190476190477,201707
Konya,0.30952380952380953,201707
Kütahya,0.5,201707
Kırklareli,0.4523809523809524,201707
Kırıkkale,0.42857142857142855,201707
Kırşehir,0.42857142857142855,201707
Malatya,0.21428571428571427,201707
Manisa,0.30952380952380953,201707
Mardin,0.6190476190476191,201707
Mersin Province,0.3333333333333333,201707
Muğla Province,0.23809523809523808,201707
Muş,0.9047619047619048,201707
Nevşehir,0.8571428571428571,201707
Niğde,0.7857142857142857,201707
Ordu,0.30952380952380953,201707
Osmaniye,0.23809523809523808,201707
Rize,0.35714285714285715,201707
Sakarya,0.2857142857142857,201707
Samsun,0.2857142857142857,201707
Siirt Province,0.0,201707
Sinop Province,0.6666666666666666,201707
Sivas,0.40476190476190477,201707
Tekirdağ,0.38095238095238093,201707
Tokat,0.30952380952380953,201707
Trabzon,0.19047619047619047,201707
Tunceli,0.0,201707
Uşak,0.40476190476190477,201707
Van,0.38095238095238093,201707
Yalova Province,0.5476190476190477,201707
Yozgat,0.42857142857142855,201707
Zonguldak,0.19047619047619047,201707
Çanakkale Province,0.30952380952380953,201707
Çankırı,0.5952380952380952,201707
Çorum Province,0.5,201707
İstanbul,0.3333333333333333,201707
İzmir,0.40476190476190477,201707
Şanlıurfa Province,0.40476190476190477,201707
Şırnak,0.40476190476190477,201707
Adana,0.5208333333333334,201708
Adıyaman Province,0.375,201708
Afyonkarahisar Province,0.2916666666666667,201708
Aksaray,0.4791666666666667,201708
Amasya Province,0.4583333333333333,201708
Ankara,0.4791666666666667,201708
Antalya,0.4583333333333333,201708
Ardahan Province,0.0,201708
Artvin,1.0833333333333333,201708
Aydın Province,0.4166666666666667,201708
Ağrı,1.1666666666666667,201708
Balıkesir Province,0.3958333333333333,201708
Bartın Province,0.5833333333333334,201708
Batman,0.5416666666666666,201708
Bayburt,0.0,201708
Bilecik,0.6666666666666666,201708
Bingöl Province,1.0,201708
Bitlis,0.9375,201708
Bolu,0.4166666666666667,201708
Burdur Province,1.5,201708
Bursa,0.4375,201708
Denizli,0.4375,201708
Diyarbakır,0.4375,201708
Düzce Province,0.5625,201708
Edirne,0.5416666666666666,201708
Elazığ,0.6458333333333334,201708
Erzincan,0.5,201708
Erzurum,0.4583333333333333,201708
Eskişehir Province,0.5833333333333334,201708
Gaziantep,0.4791666666666667,201708
Giresun,1.3541666666666667,201708
Gümüşhane,1.5416666666666667,201708
Hakkâri,1.2291666666666667,201708
Hatay,0.375,201708
Isparta Province,0.5625,201708
Iğdır,0.0,201708
Kahramanmaraş Province,0.625,201708
Karabük,0.5208333333333334,201708
Karaman,0.8333333333333334,201708
Kars,2.0833333333333335,201708
Kastamonu,0.7916666666666666,201708
Kayseri Province,0.5,201708
Kilis,1.0625,201708
Kocaeli,0.375,201708
Konya,0.4166666666666667,201708
Kütahya,0.5416666666666666,201708
Kırklareli,0.5625,201708
Kırıkkale,0.6041666666666666,201708
Kırşehir,0.5208333333333334,201708
Malatya,0.6041666666666666,201708
Manisa,0.4791666666666667,201708
Mardin,0.8541666666666666,201708
Mersin Province,0.4166666666666667,201708
Muğla Province,0.4166666666666667,201708
Muş,1.125,201708
Nevşehir,0.3333333333333333,201708
Niğde,0.9791666666666666,201708
Ordu,0.375,201708
Osmaniye,0.0,201708
Rize,0.6666666666666666,201708
Sakarya,0.3333333333333333,201708
Samsun,0.4791666666666667,201708
Siirt Province,0.0,201708
Sinop Province,1.4166666666666667,201708
Sivas,0.6458333333333334,201708
Tekirdağ,0.7291666666666666,201708
Tokat,0.375,201708
Trabzon,0.3541666666666667,201708
Tunceli,0.0,201708
Uşak,0.4791666666666667,201708
Van,0.4166666666666667,201708
Yalova Province,0.5416666666666666,201708
Yozgat,1.0416666666666667,201708
Zonguldak,0.25,201708
Çanakkale Province,0.2916666666666667,201708
Çankırı,0.9583333333333334,201708
Çorum Province,0.3958333333333333,201708
İstanbul,0.4583333333333333,201708
İzmir,0.5208333333333334,201708
Şanlıurfa Province,0.6458333333333334,201708
Şırnak,0.5208333333333334,201708
Adana,0.4245810055865922,201709
Adıyaman Province,0.5363128491620112,201709
Afyonkarahisar Province,0.2681564245810056,201709
Aksaray,0.6927374301675978,201709
Amasya Province,0.5363128491620112,201709
Ankara,0.4692737430167598,201709
Antalya,0.4245810055865922,201709
Ardahan Province,0.0,201709
Artvin,0.6703910614525139,201709
Aydın Province,0.33519553072625696,201709
Ağrı,0.7597765363128491,201709
Balıkesir Province,0.5363128491620112,201709
Bartın Province,0.7821229050279329,201709
Batman,0.8044692737430168,201709
Bayburt,0.0,201709
Bilecik,0.4022346368715084,201709
Bingöl Province,0.8491620111731844,201709
Bitlis,1.6312849162011174,201709
Bolu,0.6033519553072626,201709
Burdur Province,0.5363128491620112,201709
Bursa,0.4692737430167598,201709
Denizli,0.7374301675977654,201709
Diyarbakır,0.5363128491620112,201709
Düzce Province,0.33519553072625696,201709
Edirne,0.4245810055865922,201709
Elazığ,0.7150837988826816,201709
Erzincan,0.44692737430167595,201709
Erzurum,0.33519553072625696,201709
Eskişehir Province,0.33519553072625696,201709
Gaziantep,0.5363128491620112,201709
Giresun,0.4245810055865922,201709
Gümüşhane,1.3631284916201116,201709
Hakkâri,2.2346368715083798,201709
Hatay,0.37988826815642457,201709
Isparta Province,0.44692737430167595,201709
Iğdır,1.1843575418994414,201709
Kahramanmaraş Province,0.5586592178770949,201709
Karabük,0.2905027932960894,201709
Karaman,0.5810055865921788,201709
Kars,1.1620111731843576,201709
Kastamonu,0.6033519553072626,201709
Kayseri Province,0.44692737430167595,201709
Kilis,0.9385474860335196,201709
Kocaeli,0.4692737430167598,201709
Konya,0.3128491620111732,201709
Kütahya,0.5139664804469274,201709
Kırklareli,0.4022346368715084,201709
Kırıkkale,0.9832402234636871,201709
Kırşehir,0.9832402234636871,201709
Malatya,0.5586592178770949,201709
Manisa,0.4022346368715084,201709
Mardin,0.6033519553072626,201709
Mersin Province,0.4022346368715084,201709
Muğla Province,0.5363128491620112,201709
Muş,0.0,201709
Nevşehir,1.094972067039106,201709
Niğde,0.49162011173184356,201709
Ordu,0.3575418994413408,201709
Osmaniye,0.37988826815642457,201709
Rize,0.6256983240223464,201709
Sakarya,0.37988826815642457,201709
Samsun,0.6480446927374302,201709
Siirt Province,0.7374301675977654,201709
Sinop Province,0.5139664804469274,201709
Sivas,0.2681564245810056,201709
Tekirdağ,0.33519553072625696,201709
Tokat,0.5586592178770949,201709
Trabzon,0.4692737430167598,201709
Tunceli,0.0,201709
Uşak,0.4245810055865922,201709
Van,0.33519553072625696,201709
Yalova Province,0.6703910614525139,201709
Yozgat,0.33519553072625696,201709
Zonguldak,0.6703910614525139,201709
Çanakkale Province,0.5139664804469274,201709
Çankırı,0.6480446927374302,201709
Çorum Province,0.6033519553072626,201709
İstanbul,0.4692737430167598,201709
İzmir,0.4692737430167598,201709
Şanlıurfa Province,0.2905027932960894,201709
Şırnak,0.7597765363128491,201709
Adana,0.5411255411255411,201710
Adıyaman Province,0.6277056277056277,201710
Afyonkarahisar Province,0.47619047619047616,201710
Aksaray,0.5844155844155844,201710
Amasya Province,0.47619047619047616,201710
Ankara,0.5627705627705627,201710
Antalya,0.4978354978354978,201710
Ardahan Province,0.0,201710
Artvin,0.0,201710
Aydın Province,0.45454545454545453,201710
Ağrı,0.9956709956709956,201710
Balıkesir Province,0.3896103896103896,201710
Bartın Province,1.1688311688311688,201710
Batman,0.4978354978354978,201710
Bayburt,0.0,201710
Bilecik,0.3896103896103896,201710
Bingöl Province,0.8225108225108224,201710
Bitlis,0.0,201710
Bolu,0.36796536796536794,201710
Burdur Province,0.4978354978354978,201710
Bursa,0.4112554112554112,201710
Denizli,0.3463203463203463,201710
Diyarbakır,0.6709956709956709,201710
Düzce Province,0.4978354978354978,201710
Edirne,0.30303030303030304,201710
Elazığ,0.6060606060606061,201710
Erzincan,0.5844155844155844,201710
Erzurum,0.5411255411255411,201710
Eskişehir Province,0.45454545454545453,201710
Gaziantep,0.47619047619047616,201710
Giresun,0.4978354978354978,201710
Gümüşhane,2.1645021645021645,201710
Hakkâri,1.0822510822510822,201710
Hatay,0.47619047619047616,201710
Isparta Province,0.5627705627705627,201710
Iğdır,0.0,201710
Kahramanmaraş Province,0.6493506493506493,201710
Karabük,0.6277056277056277,201710
Karaman,0.7792207792207791,201710
Kars,0.5411255411255411,201710
Kastamonu,0.47619047619047616,201710
Kayseri Province,0.4978354978354978,201710
Kilis,0.9956709956709956,201710
Kocaeli,0.5627705627705627,201710
Konya,0.47619047619047616,201710
Kütahya,0.5844155844155844,201710
Kırklareli,0.4112554112554112,201710
Kırıkkale,0.6493506493506493,201710
Kırşehir,0.47619047619047616,201710
Malatya,0.7575757575757576,201710
Manisa,0.4978354978354978,201710
Mardin,0.6277056277056277,201710
Mersin Province,0.5627705627705627,201710
Muğla Province,0.4978354978354978,201710
Muş,1.3203463203463202,201710
Nevşehir,0.8441558441558441,201710
Niğde,0.3463203463203463,201710
Ordu,0.47619047619047616,201710
Osmaniye,0.45454545454545453,201710
Rize,0.5411255411255411,201710
Sakarya,0.6277056277056277,201710
Samsun,0.6060606060606061,201710
Siirt Province,0.9523809523809523,201710
Sinop Province,0.8008658008658008,201710
Sivas,0.4329004329004329,201710
Tekirdağ,0.6060606060606061,201710
Tokat,0.7792207792207791,201710
Trabzon,0.4978354978354978,201710
Tunceli,0.0,201710
Uşak,0.4978354978354978,201710
Van,0.8225108225108224,201710
Yalova Province,0.5844155844155844,201710
Yozgat,0.45454545454545453,201710
Zonguldak,0.6277056277056277,201710
Çanakkale Province,0.6709956709956709,201710
Çankırı,0.8225108225108224,201710
Çorum Province,0.30303030303030304,201710
İstanbul,0.5194805194805194,201710
İzmir,0.5844155844155844,201710
