Adana-1|Adıyaman-2|Afyonkarahisar-3|Ağrı-4|Aksaray-68|Amasya-5|Ankara-6|Antalya-7|Ardahan-75|Artvin-8|Aydın-9|Balıkesir-10|Bartın-74|Batman-72|Bayburt-69|Bilecik-11|Bingöl-12|Bitlis-13|Bolu-14|Burdur-15|Bursa-16|Çanakkale-17|Çankırı-18|Çorum-19|Denizli-20|Diyarbakır-21|Düzce-81|Edirne-22|Elazığ-23|Erzincan-24|Erzurum-25|Eskişehir-26|Gaziantep-27|Giresun-28|Gümüşhane-29|Hakkari-30|Hatay-31|Iğdır-76|Isparta-32|İstanbul-34|İzmir-35|Kahramanmaraş-46|Karabük-78|Karaman-70|Kars-36|Kastamonu-37|Kayseri-38|Kilis-79|Kırıkkale-71|Kırklareli-39|Kırşehir-40|Kocaeli-41|Konya-42|Kütahya-43|Malatya-44|Manisa-45|Mardin-47|Mersin-33|Muğla-48|Muş-49|Nevşehir-50|Niğde-51|Ordu-52|Osmaniye-80|Rize-53|Sakarya-54|Samsun-55|Şanlıurfa-63|Siirt-56|Sinop-57|Şırnak-73|Sivas-58|Tekirdağ-59|Tokat-60|Trabzon-61|Tunceli-62|Uşak-64|Van-65|Yalova-77|Yozgat-66|Zonguldak-67
7.2187342E7|1.3958454E7|2.2804455E7|8134638.0|1.2831399E7|1.0624631E7|3.29831245E8|1.13764161E8|2612595.0|6724453.0|3.5251304E7|4.557758E7|5548799.0|1.2222665E7|2250321.0|1.1139289E7|6228815.0|6141566.0|1.4299795E7|9589985.0|1.55316701E8|2.4532654E7|5867821.0|1.5397085E7|4.4123218E7|3.4916983E7|1.4628363E7|1.5191795E7|1.6491107E7|8999720.0|2.0583277E7|4.153063E7|6.8300915E7|1.1136706E7|4457546.0|6327601.0|4.9406412E7|5161037.0|1.5284266E7|1.155254285E9|2.33514796E8|3.0821667E7|9191446.0|1.0053509E7|6581355.0|1.2390083E7|5.222522E7|3485433.0|1.0535328E7|1.6639212E7|7317238.0|1.5017213E8|7.8770777E7|1.9586236E7|2.0084577E7|6.3435912E7|1.8937268E7|6.636367E7|4.2503787E7|7935693.0|8987317.0|1.062206E7|1.9696406E7|1.5629373E7|1.3082296E7|4.3561529E7|4.1019357E7|3.2561955E7|6524294.0|5537697.0|1.1593326E7|1.9648911E7|5.8299792E7|1.4075557E7|2.8767192E7|3288984.0|1.375792E7|1.792132E7|1.3330066E7|1.10972E7|2.0208429E7
