||Erkek ve 0-4|Erkek ve 10-14|Erkek ve 15-19|Erkek ve 20-24|Erkek ve 25-29|Erkek ve 30-34|Erkek ve 35-39|Erkek ve 40-44|Erkek ve 45-49|Erkek ve 50-54|Erkek ve 55-59|Erkek ve 5-9|Erkek ve 60-64|Erkek ve 65-69|Erkek ve 70-74|Erkek ve 75-79|Erkek ve 80-84|Erkek ve 85-89|Erkek ve 90+|Kadın ve 0-4|Kadın ve 10-14|Kadın ve 15-19|Kadın ve 20-24|Kadın ve 25-29|Kadın ve 30-34|Kadın ve 35-39|Kadın ve 40-44|Kadın ve 45-49|Kadın ve 50-54|Kadın ve 55-59|Kadın ve 5-9|Kadın ve 60-64|Kadın ve 65-69|Kadın ve 70-74|Kadın ve 75-79|Kadın ve 80-84|Kadın ve 85-89|Kadın ve 90+|
|Kocaeli-41|79955.0|71631.0|74402.0|71270.0|78607.0|84000.0|88946.0|75132.0|61229.0|54084.0|43762.0|75950.0|35762.0|24315.0|15595.0|9720.0|5526.0|2557.0|702.0|75588.0|67169.0|67868.0|70723.0|78593.0|82206.0|84291.0|70297.0|58476.0|52560.0|43680.0|71884.0|36580.0|26165.0|17621.0|12412.0|7790.0|4446.0|1776.0|
|Konya-42|91301.0|91522.0|97597.0|87602.0|79716.0|82678.0|82189.0|71706.0|65493.0|60736.0|52199.0|90504.0|43523.0|33312.0|21968.0|14820.0|9444.0|4313.0|1095.0|86283.0|86748.0|94936.0|92879.0|77711.0|80840.0|80995.0|72298.0|67063.0|62497.0|54198.0|85829.0|47474.0|38345.0|27826.0|20083.0|12695.0|7176.0|2555.0|
|Kütahya-43|17127.0|18459.0|21119.0|22173.0|20493.0|21108.0|21845.0|20390.0|18415.0|18383.0|18010.0|17807.0|15784.0|11991.0|7713.0|6144.0|3538.0|1706.0|456.0|16587.0|17340.0|19913.0|22376.0|21025.0|20771.0|21490.0|20264.0|19285.0|19307.0|18800.0|16913.0|16307.0|13439.0|9693.0|7918.0|4900.0|2470.0|797.0|
|Malatya-44|30610.0|32604.0|34441.0|31876.0|27613.0|28709.0|30704.0|27488.0|24109.0|22878.0|18609.0|32330.0|16756.0|12460.0|8279.0|6385.0|3796.0|1794.0|428.0|29084.0|30949.0|33262.0|31250.0|27652.0|29365.0|31400.0|27880.0|23905.0|22215.0|18139.0|30821.0|16487.0|13694.0|10227.0|8551.0|5089.0|3145.0|1692.0|
|Manisa-45|49899.0|50060.0|52019.0|54241.0|51175.0|54251.0|57092.0|51672.0|47994.0|46685.0|42852.0|49832.0|36171.0|26137.0|17104.0|11613.0|7345.0|3283.0|953.0|47182.0|46784.0|48115.0|48181.0|49013.0|52577.0|55131.0|50515.0|47695.0|46198.0|42680.0|46859.0|37249.0|28597.0|20878.0|15657.0|11245.0|5957.0|2150.0|
|Mardin-47|51016.0|45849.0|45768.0|38520.0|34483.0|29260.0|26814.0|20734.0|17088.0|14223.0|9724.0|46857.0|7928.0|5875.0|4418.0|3628.0|2428.0|1240.0|467.0|48324.0|44434.0|44347.0|36720.0|34479.0|28282.0|26931.0|21473.0|16510.0|13616.0|10043.0|44766.0|8843.0|7710.0|5636.0|4677.0|3261.0|2085.0|1262.0|
|Mersin-33|72770.0|72212.0|74177.0|64251.0|63743.0|65951.0|70125.0|65464.0|60045.0|57056.0|46672.0|73485.0|40002.0|27518.0|18283.0|12038.0|7363.0|3306.0|913.0|68911.0|68578.0|69102.0|64375.0|63678.0|66090.0|71758.0|66468.0|60380.0|57487.0|47546.0|69810.0|40526.0|29904.0|21434.0|15013.0|9874.0|5407.0|2216.0|
|Muğla-48|29468.0|29796.0|30845.0|33699.0|33051.0|36348.0|40898.0|38947.0|36049.0|33812.0|29782.0|30630.0|24995.0|18689.0|12815.0|9545.0|5876.0|2796.0|909.0|27759.0|27957.0|27883.0|29817.0|30774.0|35018.0|38829.0|36531.0|33663.0|31998.0|28457.0|28653.0|24303.0|19193.0|13834.0|10988.0|7549.0|4601.0|1994.0|
|Muş-49|25144.0|24657.0|24629.0|18775.0|17830.0|13571.0|13292.0|9881.0|8135.0|7606.0|5537.0|24042.0|4849.0|2887.0|2309.0|1241.0|760.0|361.0|152.0|24337.0|23375.0|23631.0|18960.0|17241.0|12519.0|12445.0|9283.0|6936.0|6241.0|5067.0|22949.0|5107.0|3932.0|2655.0|1846.0|1117.0|774.0|471.0|
|Nevşehir-50|10497.0|11126.0|11943.0|11008.0|9951.0|10903.0|11055.0|10162.0|9380.0|8835.0|7902.0|10720.0|6674.0|5347.0|3663.0|2556.0|1596.0|704.0|197.0|9984.0|10579.0|12082.0|12029.0|9790.0|10845.0|10885.0|9714.0|9185.0|9161.0|8121.0|10144.0|7102.0|6097.0|4775.0|3645.0|2299.0|1220.0|489.0|
|Niğde-51|14323.0|15053.0|16420.0|14580.0|12870.0|12710.0|13211.0|11760.0|11124.0|10123.0|8160.0|14673.0|6758.0|5379.0|3874.0|2585.0|1675.0|716.0|200.0|13533.0|14240.0|16222.0|15573.0|11637.0|11925.0|12667.0|11475.0|10583.0|9980.0|8503.0|14037.0|7157.0|6124.0|4837.0|3868.0|2344.0|1248.0|580.0|
|Ordu-52|23440.0|25697.0|29179.0|26250.0|24691.0|24879.0|27101.0|25754.0|24235.0|26763.0|22611.0|25168.0|20938.0|15722.0|11489.0|8077.0|5828.0|2658.0|581.0|22388.0|24177.0|27416.0|25720.0|23485.0|24029.0|26978.0|25352.0|23163.0|25770.0|21872.0|23882.0|22185.0|17074.0|13263.0|10677.0|7044.0|4855.0|1950.0|
|Osmaniye-80|23865.0|24598.0|24524.0|19486.0|17993.0|19298.0|20483.0|17902.0|16468.0|15357.0|12363.0|25098.0|10832.0|7712.0|4765.0|2954.0|1734.0|795.0|253.0|22519.0|23362.0|22660.0|18585.0|17991.0|18750.0|20132.0|17849.0|16112.0|14781.0|11992.0|23446.0|10741.0|8127.0|5626.0|3917.0|2456.0|1468.0|730.0|
|Rize-53|10580.0|10977.0|13221.0|13190.0|11740.0|11643.0|12277.0|11888.0|12475.0|11881.0|10141.0|10548.0|8455.0|5842.0|4327.0|3024.0|1904.0|726.0|139.0|9987.0|10518.0|12555.0|12727.0|11127.0|11277.0|11763.0|11312.0|11789.0|10988.0|9591.0|10090.0|8836.0|6519.0|5579.0|4904.0|3256.0|2201.0|1044.0|
|Sakarya-54|37091.0|36850.0|41663.0|38727.0|37199.0|37278.0|41015.0|36716.0|32924.0|29856.0|26963.0|36587.0|22956.0|16580.0|10568.0|6903.0|4171.0|1910.0|531.0|35589.0|34915.0|39029.0|39280.0|36263.0|36765.0|40090.0|35853.0|32002.0|29768.0|26790.0|34425.0|23274.0|17230.0|12265.0|9298.0|5960.0|3510.0|1420.0|
|Samsun-55|44517.0|48045.0|53366.0|49269.0|46184.0|45701.0|49798.0|45807.0|41923.0|43465.0|38105.0|46513.0|33507.0|24671.0|16902.0|11263.0|6838.0|3032.0|618.0|42353.0|45361.0|52173.0|50472.0|44626.0|45720.0|51626.0|46704.0|42736.0|45133.0|37950.0|44341.0|34585.0|26754.0|19764.0|15089.0|9596.0|6244.0|2239.0|
|Şanlıurfa-63|152704.0|120017.0|110143.0|84158.0|82046.0|67850.0|60004.0|46316.0|36362.0|33667.0|22604.0|134072.0|17891.0|12858.0|8259.0|5545.0|2971.0|1396.0|436.0|144719.0|114067.0|104883.0|87810.0|81573.0|66021.0|59726.0|45820.0|34678.0|32212.0|24980.0|128528.0|18000.0|14980.0|10617.0|7932.0|5024.0|3081.0|1803.0|
|Siirt-56|20122.0|19734.0|20026.0|19226.0|14687.0|10972.0|10025.0|7388.0|6240.0|5497.0|3787.0|19031.0|3391.0|2365.0|1586.0|1103.0|784.0|347.0|91.0|19097.0|18876.0|18803.0|16417.0|13145.0|9954.0|9894.0|6965.0|5476.0|5071.0|3703.0|18292.0|3592.0|2942.0|2137.0|1583.0|931.0|677.0|437.0|
|Sinop-57|5857.0|6309.0|7071.0|7285.0|7026.0|6882.0|6965.0|6270.0|5800.0|6648.0|6705.0|6137.0|6993.0|6110.0|4247.0|3258.0|2159.0|1012.0|337.0|5526.0|6009.0|7147.0|7078.0|6442.0|6359.0|6647.0|6079.0|5878.0|6792.0|6965.0|5884.0|7006.0|6237.0|4983.0|4302.0|2769.0|1610.0|643.0|
|Şırnak-73|33691.0|32478.0|30343.0|37011.0|27753.0|17164.0|15030.0|9619.0|7710.0|6726.0|4322.0|31891.0|3688.0|2360.0|1675.0|1282.0|695.0|289.0|104.0|32012.0|30758.0|29149.0|23420.0|21705.0|15079.0|15338.0|10436.0|7565.0|6255.0|3959.0|30243.0|3970.0|3188.0|2172.0|1498.0|1135.0|873.0|650.0|
|Sivas-58|22360.0|23763.0|26614.0|28766.0|22846.0|22190.0|22339.0|19572.0|18043.0|17648.0|15806.0|22960.0|15043.0|12083.0|8763.0|6232.0|3767.0|1921.0|404.0|21226.0|22561.0|26504.0|27793.0|22109.0|21066.0|21439.0|19401.0|17855.0|17465.0|16000.0|21750.0|14886.0|13278.0|10309.0|7745.0|4559.0|3067.0|1168.0|
|Tekirdağ-59|38651.0|35828.0|36174.0|40205.0|43313.0|44808.0|48328.0|40660.0|35265.0|30943.0|26716.0|37149.0|21931.0|15113.0|9241.0|6086.0|3774.0|1833.0|478.0|36708.0|33422.0|32155.0|34176.0|38931.0|42084.0|44082.0|37079.0|32488.0|29630.0|26304.0|35008.0|22366.0|16304.0|10762.0|7934.0|5528.0|3040.0|966.0|
|Tokat-60|19329.0|22415.0|26002.0|24697.0|20079.0|19641.0|20964.0|19785.0|18615.0|19000.0|17287.0|21058.0|16193.0|12645.0|9274.0|6695.0|3998.0|1519.0|323.0|18269.0|21554.0|24736.0|23874.0|19188.0|19780.0|20949.0|19933.0|18106.0|19270.0|17630.0|19859.0|17226.0|14483.0|11372.0|7671.0|4971.0|2747.0|949.0|
|Trabzon-61|26313.0|26601.0|31559.0|31427.0|28297.0|28672.0|29504.0|27067.0|25439.0|25652.0|23151.0|27032.0|20158.0|14321.0|9168.0|6927.0|4693.0|2241.0|491.0|25197.0|25692.0|31044.0|32193.0|27146.0|27711.0|28640.0|26443.0|24577.0|26107.0|22541.0|25829.0|21402.0|15442.0|12268.0|10225.0|6688.0|5681.0|2787.0|
|Tunceli-62|2439.0|1800.0|2020.0|8538.0|5192.0|3692.0|3492.0|2986.0|2585.0|2300.0|2053.0|1927.0|1989.0|1477.0|1026.0|804.0|895.0|436.0|130.0|2251.0|1631.0|1998.0|3178.0|3148.0|2844.0|2770.0|2315.0|2271.0|2226.0|2106.0|1826.0|2124.0|1714.0|1345.0|1009.0|875.0|697.0|389.0|
|Uşak-64|11998.0|12236.0|14427.0|14464.0|12478.0|13877.0|14460.0|13322.0|12494.0|11695.0|10726.0|12063.0|9259.0|6739.0|4543.0|3525.0|2276.0|1032.0|284.0|11074.0|11428.0|14069.0|14783.0|12182.0|13331.0|14208.0|13198.0|12028.0|11890.0|10951.0|11207.0|9686.0|7338.0|5698.0|4606.0|3234.0|1671.0|491.0|
|Van-65|69547.0|64408.0|65285.0|55843.0|50796.0|41381.0|37753.0|27714.0|22106.0|21166.0|13963.0|64947.0|10845.0|7351.0|4763.0|3221.0|1745.0|713.0|277.0|66429.0|61871.0|62310.0|54061.0|48951.0|37542.0|36436.0|25717.0|19220.0|18827.0|13927.0|62430.0|12410.0|8794.0|5855.0|3962.0|2191.0|1395.0|739.0|
|Yalova-77|8587.0|8528.0|9570.0|9632.0|9167.0|9198.0|9609.0|9046.0|8498.0|7851.0|7727.0|8568.0|6597.0|4985.0|3405.0|2394.0|1407.0|627.0|173.0|8273.0|7920.0|8523.0|9006.0|8723.0|8938.0|9956.0|9253.0|8664.0|8149.0|7719.0|8240.0|6946.0|5235.0|3908.0|2794.0|1867.0|1110.0|410.0|
|Yozgat-66|14267.0|16636.0|18608.0|16135.0|15085.0|14564.0|14549.0|13174.0|12529.0|12939.0|11410.0|15545.0|10743.0|8631.0|6023.0|4050.0|2364.0|1305.0|284.0|13665.0|15880.0|18176.0|16099.0|14345.0|13666.0|13775.0|13010.0|12083.0|13274.0|11239.0|14651.0|11023.0|9726.0|7663.0|5412.0|3376.0|2083.0|663.0|
|Zonguldak-67|16711.0|19795.0|21813.0|19942.0|19295.0|22236.0|24872.0|22623.0|20338.0|19367.0|19877.0|19533.0|17761.0|12856.0|7665.0|4980.0|3159.0|1388.0|283.0|16117.0|18814.0|21501.0|20353.0|18982.0|21640.0|24131.0|22425.0|20842.0|21377.0|21093.0|18388.0|18727.0|13572.0|9049.0|7080.0|4636.0|2748.0|923.0|
2018|Adana-1|96048.0|95457.0|91990.0|80062.0|79326.0|82966.0|89395.0|80171.0|71664.0|63970.0|56262.0|95961.0|46121.0|33747.0|20441.0|12107.0|6545.0|3654.0|924.0|91794.0|90775.0|86711.0|80617.0|80578.0|84052.0|88986.0|79931.0|72615.0|63809.0|57464.0|91203.0|47310.0|36409.0|25034.0|16748.0|10415.0|6232.0|2631.0|
|Adıyaman-2|32473.0|30346.0|30310.0|25557.0|23911.0|23760.0|23287.0|19710.0|17478.0|14972.0|11916.0|31036.0|9532.0|7800.0|5208.0|3680.0|2307.0|1425.0|290.0|30516.0|29175.0|28840.0|25922.0|22923.0|22610.0|22503.0|19438.0|16971.0|13215.0|11902.0|29255.0|9712.0|8964.0|6915.0|4598.0|3065.0|1781.0|1210.0|
|Afyonkarahisar-3|27109.0|28164.0|29717.0|27524.0|25183.0|26286.0|27491.0|23736.0|22815.0|21548.0|20980.0|27656.0|16941.0|13357.0|8886.0|6130.0|3945.0|2244.0|440.0|25835.0|26791.0|28733.0|29254.0|24694.0|25710.0|26412.0|23971.0|23229.0|21298.0|21559.0|26109.0|17911.0|14714.0|11144.0|8392.0|5503.0|3202.0|955.0|
|Ağrı-4|34434.0|30840.0|32423.0|30727.0|25265.0|18938.0|17557.0|12738.0|11753.0|9347.0|7732.0|32642.0|6039.0|3990.0|3035.0|1741.0|1044.0|538.0|140.0|33040.0|29293.0|30687.0|24428.0|22073.0|15976.0|15987.0|11401.0|9884.0|7854.0|7093.0|31021.0|6385.0|5014.0|3550.0|2372.0|1403.0|859.0|414.0|
|Aksaray-68|17404.0|18119.0|18078.0|16419.0|15270.0|15648.0|16071.0|14040.0|12390.0|11037.0|8991.0|17756.0|7476.0|6482.0|4388.0|2638.0|1611.0|778.0|196.0|16612.0|16920.0|17525.0|17893.0|14662.0|15019.0|15358.0|13899.0|12701.0|11006.0|9783.0|17102.0|8156.0|7303.0|5541.0|3705.0|2477.0|1194.0|524.0|
|Amasya-5|10168.0|11269.0|12483.0|13721.0|13679.0|12072.0|12071.0|11046.0|10617.0|10851.0|10527.0|10897.0|9245.0|7445.0|5797.0|3713.0|2616.0|1438.0|265.0|9318.0|10486.0|12176.0|11643.0|10352.0|11172.0|11943.0|11128.0|10947.0|11031.0|11239.0|10226.0|9481.0|8192.0|7068.0|5009.0|3446.0|2081.0|650.0|
|Ankara-6|198806.0|200061.0|202927.0|221383.0|218259.0|224007.0|230987.0|210733.0|191670.0|170587.0|147517.0|199948.0|115231.0|80549.0|51713.0|32541.0|18133.0|10791.0|3057.0|188869.0|189026.0|193930.0|210757.0|218672.0|228891.0|237539.0|215755.0|198489.0|174371.0|151696.0|189707.0|120343.0|89822.0|64875.0|45382.0|29942.0|18882.0|8137.0|
|Antalya-7|90427.0|91019.0|87624.0|84474.0|88138.0|98123.0|108054.0|100372.0|92148.0|79192.0|66794.0|92012.0|51565.0|36675.0|24282.0|16051.0|8755.0|5102.0|1279.0|85581.0|85715.0|80128.0|83124.0|89230.0|98990.0|106556.0|98012.0|89840.0|75858.0|66007.0|86458.0|52256.0|38532.0|27175.0|18859.0|11458.0|7625.0|2866.0|
|Ardahan-75|3436.0|3816.0|4174.0|5260.0|4012.0|3632.0|3725.0|3447.0|3114.0|2772.0|2567.0|3565.0|2418.0|1890.0|1628.0|1050.0|618.0|364.0|105.0|3361.0|3651.0|3797.0|4119.0|3474.0|2995.0|3062.0|2811.0|2706.0|2511.0|2453.0|3340.0|2276.0|2031.0|1875.0|1394.0|734.0|546.0|178.0|
|Artvin-8|4803.0|4901.0|5905.0|7173.0|6107.0|6189.0|6130.0|5778.0|6142.0|6178.0|6006.0|4724.0|5548.0|4198.0|2923.0|2284.0|1413.0|1057.0|256.0|4684.0|4704.0|5705.0|6410.0|5795.0|5451.0|5436.0|5285.0|5949.0|5762.0|5594.0|4588.0|5747.0|4518.0|3753.0|3060.0|1734.0|1518.0|602.0|
|Aydın-9|35841.0|36513.0|37665.0|38283.0|37451.0|38542.0|41583.0|38903.0|37477.0|36683.0|36407.0|35637.0|32025.0|24147.0|16763.0|10833.0|6906.0|3515.0|918.0|33904.0|34422.0|36182.0|38477.0|36066.0|37438.0|41119.0|39031.0|37424.0|36263.0|36726.0|33808.0|32971.0|25485.0|19668.0|13835.0|10138.0|6324.0|2373.0|
|Balıkesir-10|34157.0|36932.0|40383.0|44201.0|40716.0|41225.0|45304.0|44383.0|43873.0|43123.0|42169.0|35448.0|38406.0|30223.0|22448.0|15108.0|8881.0|4500.0|1258.0|32351.0|35034.0|36747.0|38514.0|36550.0|39638.0|44265.0|44224.0|44316.0|44563.0|44827.0|33513.0|40090.0|32751.0|25333.0|18782.0|12490.0|7211.0|2638.0|
|Bartın-74|5468.0|6063.0|7028.0|7541.0|6800.0|7081.0|7688.0|7266.0|6727.0|6361.0|6498.0|5745.0|6128.0|4998.0|3295.0|2074.0|1173.0|787.0|192.0|5095.0|5560.0|7159.0|7673.0|6083.0|6478.0|7409.0|7047.0|6954.0|6796.0|6973.0|5463.0|6494.0|5228.0|3764.0|2658.0|1649.0|1211.0|392.0|
|Batman-72|35953.0|34945.0|34545.0|28083.0|27295.0|21560.0|20819.0|16058.0|13303.0|10450.0|7612.0|34525.0|5678.0|4062.0|2610.0|1906.0|1134.0|679.0|196.0|34638.0|33236.0|33200.0|27994.0|27144.0|21027.0|21039.0|15497.0|12432.0|9576.0|7202.0|33154.0|5886.0|5286.0|3865.0|2767.0|1728.0|1210.0|809.0|
|Bayburt-69|2843.0|2910.0|3824.0|5018.0|3252.0|2998.0|2661.0|2475.0|2345.0|2245.0|1939.0|2852.0|1820.0|1400.0|1110.0|833.0|437.0|340.0|75.0|2887.0|2797.0|3812.0|4874.0|2910.0|2723.0|2420.0|2200.0|2386.0|2157.0|1972.0|2765.0|1906.0|1506.0|1248.0|1037.0|591.0|482.0|224.0|
|Bilecik-11|7141.0|7186.0|7796.0|14334.0|9281.0|9234.0|9245.0|8127.0|7602.0|7080.0|6639.0|6999.0|5663.0|3859.0|2476.0|2031.0|1327.0|724.0|179.0|6790.0|6714.0|7427.0|8357.0|7356.0|7835.0|8194.0|7351.0|7213.0|6712.0|6472.0|6892.0|5419.0|4157.0|3287.0|2862.0|1863.0|1230.0|394.0|
|Bingöl-12|13756.0|12436.0|12746.0|15460.0|14126.0|11660.0|10775.0|8494.0|7599.0|6343.0|5091.0|12473.0|4161.0|3052.0|2151.0|1476.0|978.0|568.0|179.0|12944.0|12090.0|12378.0|13231.0|12608.0|10762.0|10364.0|8392.0|7294.0|5951.0|4849.0|12004.0|4461.0|3542.0|2658.0|1875.0|1146.0|733.0|399.0|
|Bitlis-13|20818.0|19235.0|19700.0|18739.0|18123.0|13243.0|11699.0|8929.0|8353.0|6793.0|5526.0|19211.0|4169.0|2887.0|1942.0|1330.0|706.0|436.0|131.0|19392.0|18051.0|18659.0|16380.0|15221.0|11309.0|10566.0|7970.0|7154.0|5519.0|4738.0|18111.0|4425.0|3547.0|2584.0|1705.0|932.0|676.0|487.0|
|Bolu-14|9162.0|9776.0|11586.0|14081.0|11518.0|11112.0|11981.0|11054.0|10318.0|9221.0|8874.0|9644.0|8185.0|6558.0|4534.0|3374.0|2030.0|1297.0|406.0|8737.0|9123.0|11928.0|14908.0|10294.0|10296.0|11549.0|10700.0|10338.0|9437.0|9350.0|9106.0|8586.0|7248.0|5486.0|4462.0|2789.0|2054.0|708.0|
|Burdur-15|7575.0|8346.0|10136.0|12973.0|10117.0|8832.0|9322.0|9214.0|8977.0|8783.0|8606.0|7993.0|7550.0|5804.0|4261.0|2911.0|2205.0|1288.0|347.0|7215.0|7883.0|10102.0|11399.0|8298.0|8146.0|8827.0|8846.0|8870.0|8640.0|8934.0|7322.0|8232.0|6554.0|5470.0|4064.0|3126.0|2007.0|751.0|
|Bursa-16|113274.0|110930.0|107893.0|103392.0|111892.0|121702.0|131368.0|117345.0|106638.0|94239.0|82000.0|112373.0|67131.0|48531.0|30760.0|19945.0|11575.0|5710.0|1521.0|107538.0|104853.0|98440.0|104103.0|111636.0|120628.0|129448.0|114924.0|104887.0|92853.0|82823.0|105589.0|69396.0|52920.0|38245.0|26991.0|17379.0|10042.0|3607.0|
|Çanakkale-17|14647.0|14704.0|16995.0|27147.0|18842.0|18552.0|20665.0|19482.0|18569.0|18619.0|18137.0|14642.0|16557.0|13477.0|9353.0|6109.0|3940.0|2075.0|580.0|13768.0|13988.0|17203.0|19899.0|16271.0|17568.0|20160.0|18722.0|18736.0|18518.0|18573.0|14070.0|17019.0|14079.0|10740.0|8091.0|5500.0|3443.0|1222.0|
|Çankırı-18|6623.0|6812.0|7666.0|9745.0|7828.0|7493.0|7611.0|6812.0|6828.0|7370.0|7149.0|6616.0|6562.0|5182.0|3683.0|2796.0|1571.0|918.0|247.0|6333.0|6413.0|7167.0|8799.0|6698.0|6546.0|6736.0|6577.0|6873.0|7163.0|7138.0|6282.0|6710.0|5705.0|4347.0|3472.0|2165.0|1319.0|407.0|
|Çorum-19|17307.0|19039.0|19960.0|18635.0|16760.0|17842.0|19445.0|18317.0|17521.0|17012.0|16272.0|18476.0|14659.0|12078.0|9145.0|6510.0|3771.0|2427.0|502.0|16359.0|18025.0|19324.0|18299.0|16954.0|17342.0|19410.0|18265.0|17625.0|16472.0|16996.0|17302.0|15465.0|14003.0|11082.0|8155.0|5253.0|3203.0|1271.0|
|Denizli-20|34905.0|36792.0|37956.0|37359.0|35683.0|38421.0|43146.0|40350.0|36751.0|33773.0|29661.0|34965.0|24331.0|18490.0|12500.0|8109.0|5328.0|2879.0|710.0|33371.0|34891.0|36345.0|37979.0|34679.0|38036.0|42682.0|39316.0|35543.0|33041.0|30300.0|32905.0|24905.0|20151.0|15814.0|10986.0|7992.0|5079.0|1658.0|
|Diyarbakır-21|107320.0|92817.0|90098.0|80755.0|79044.0|67486.0|62238.0|48671.0|40699.0|32434.0|24498.0|96825.0|17895.0|13367.0|8903.0|6293.0|3561.0|1978.0|586.0|101422.0|88625.0|85911.0|75589.0|77198.0|65396.0|61891.0|48034.0|39247.0|30920.0|24640.0|92321.0|18108.0|15930.0|12029.0|8374.0|5557.0|3871.0|1865.0|
|Düzce-81|13917.0|14042.0|15585.0|15609.0|15008.0|14328.0|15611.0|14623.0|13078.0|11848.0|10976.0|13618.0|9349.0|6466.0|4413.0|2784.0|1599.0|970.0|227.0|13131.0|13613.0|14865.0|16664.0|14423.0|13981.0|15067.0|13598.0|12986.0|11423.0|11100.0|13025.0|9417.0|6940.0|5113.0|3786.0|2405.0|1630.0|626.0|
|Edirne-22|10434.0|10807.0|12777.0|22265.0|15191.0|14596.0|15046.0|14709.0|13749.0|14605.0|15028.0|10596.0|13833.0|10452.0|6499.0|4107.0|2839.0|1442.0|415.0|9961.0|10316.0|13170.0|15931.0|12697.0|12993.0|13996.0|13975.0|13569.0|14769.0|15344.0|9919.0|13826.0|10628.0|7726.0|5424.0|4422.0|2614.0|858.0|
|Elazığ-23|22729.0|23665.0|25501.0|27906.0|21702.0|22141.0|22333.0|19834.0|18757.0|16963.0|14761.0|22993.0|12660.0|8973.0|6139.0|4554.0|2982.0|1653.0|395.0|21318.0|22228.0|23919.0|24951.0|21444.0|22201.0|23070.0|21042.0|20050.0|17330.0|15680.0|21605.0|13246.0|9930.0|7779.0|5696.0|3726.0|2468.0|1314.0|
|Erzincan-24|7883.0|7620.0|9219.0|14953.0|9873.0|8380.0|8347.0|7690.0|7222.0|6725.0|6128.0|7731.0|5832.0|4632.0|3267.0|2239.0|1471.0|905.0|231.0|7349.0|7212.0|9283.0|11461.0|8744.0|7986.0|7853.0|7064.0|6838.0|6551.0|6170.0|7534.0|5829.0|4738.0|3976.0|3119.0|1818.0|1425.0|736.0|
|Erzurum-25|34745.0|33717.0|37682.0|38002.0|30405.0|27773.0|26541.0|23208.0|21494.0|18555.0|15631.0|33436.0|13283.0|10178.0|7874.0|5283.0|3164.0|2020.0|444.0|33101.0|32445.0|37901.0|39155.0|29433.0|27155.0|26371.0|22127.0|20952.0|17613.0|16299.0|31576.0|14413.0|11306.0|9777.0|6968.0|3846.0|2885.0|1090.0|
|Eskişehir-26|26968.0|27019.0|30361.0|38646.0|33441.0|33929.0|34794.0|32151.0|30554.0|28359.0|26858.0|27005.0|21597.0|16450.0|11192.0|7435.0|4429.0|2298.0|626.0|25379.0|25858.0|28052.0|35388.0|31628.0|32157.0|34598.0|33031.0|31342.0|29658.0|27761.0|25271.0|22709.0|18246.0|14064.0|10199.0|6691.0|3758.0|1285.0|
|Gaziantep-27|118273.0|107120.0|96575.0|81220.0|78148.0|80601.0|77343.0|65455.0|53690.0|43976.0|34870.0|113139.0|25605.0|19651.0|13186.0|8011.0|4104.0|2190.0|559.0|113369.0|102917.0|91039.0|83761.0|78876.0|77821.0|73390.0|61355.0|51068.0|41434.0|34882.0|108340.0|25867.0|21297.0|15776.0|10950.0|6943.0|3771.0|1991.0|
|Giresun-28|12073.0|13671.0|16473.0|17335.0|14931.0|14397.0|15305.0|14834.0|14684.0|16373.0|16779.0|12868.0|15904.0|10937.0|6883.0|5438.0|4076.0|2544.0|562.0|11289.0|13095.0|15979.0|17673.0|13793.0|13463.0|14647.0|13946.0|14494.0|15581.0|16044.0|12145.0|15641.0|11285.0|9083.0|7573.0|5807.0|4311.0|1996.0|
|Gümüşhane-29|5073.0|5124.0|6802.0|9291.0|7089.0|6316.0|5714.0|5168.0|4889.0|5049.0|4657.0|4886.0|4157.0|2951.0|1890.0|1556.0|1034.0|682.0|140.0|4783.0|4854.0|6668.0|9755.0|6620.0|5145.0|4829.0|4480.0|4616.0|4619.0|4335.0|4687.0|4169.0|3130.0|2554.0|2043.0|1339.0|1053.0|601.0|
|Hakkari-30|13744.0|15308.0|15593.0|28253.0|22977.0|11386.0|10270.0|7009.0|5386.0|4130.0|3393.0|13574.0|2217.0|1513.0|988.0|709.0|372.0|196.0|89.0|13179.0|14715.0|15111.0|13884.0|13487.0|9420.0|9918.0|6635.0|4636.0|3973.0|3368.0|12991.0|2616.0|2024.0|1306.0|782.0|569.0|435.0|314.0|
|Hatay-31|78715.0|76789.0|70767.0|60834.0|54113.0|57876.0|60926.0|54953.0|50050.0|45823.0|38523.0|77713.0|29996.0|21174.0|13296.0|7313.0|6563.0|3249.0|811.0|74272.0|73489.0|66427.0|57589.0|55383.0|58791.0|61543.0|54651.0|50290.0|44364.0|38494.0|73326.0|30655.0|22110.0|15542.0|9303.0|7794.0|4553.0|1796.0|
|Iğdır-76|10480.0|9632.0|10366.0|10635.0|8746.0|7451.0|7126.0|5788.0|5120.0|4137.0|3637.0|10380.0|3032.0|2170.0|1610.0|820.0|606.0|344.0|91.0|10011.0|9019.0|9599.0|8521.0|7622.0|6824.0|6444.0|5248.0|4610.0|3958.0|3568.0|9686.0|3155.0|2538.0|1774.0|1043.0|814.0|560.0|291.0|
