||Erkek ve 0-4|Erkek ve 10-14|Erkek ve 15-19|Erkek ve 20-24|Erkek ve 25-29|Erkek ve 30-34|Erkek ve 35-39|Erkek ve 40-44|Erkek ve 45-49|Erkek ve 50-54|Erkek ve 55-59|Erkek ve 5-9|Erkek ve 60-64|Erkek ve 65-69|Erkek ve 70-74|Erkek ve 75-79|Erkek ve 80-84|Erkek ve 85-89|Erkek ve 90+|Kadın ve 0-4|Kadın ve 10-14|Kadın ve 15-19|Kadın ve 20-24|Kadın ve 25-29|Kadın ve 30-34|Kadın ve 35-39|Kadın ve 40-44|Kadın ve 45-49|Kadın ve 50-54|Kadın ve 55-59|Kadın ve 5-9|Kadın ve 60-64|Kadın ve 65-69|Kadın ve 70-74|Kadın ve 75-79|Kadın ve 80-84|Kadın ve 85-89|Kadın ve 90+|
|Diyarbakır-21|105691.0|92572.0|88906.0|78535.0|80592.0|69565.0|62914.0|50265.0|43305.0|32288.0|27182.0|99528.0|18381.0|14064.0|9493.0|6526.0|3562.0|2234.0|587.0|99876.0|88527.0|84695.0|76255.0|78384.0|67764.0|62035.0|49386.0|42334.0|31131.0|26642.0|94910.0|18523.0|16306.0|12992.0|8628.0|5825.0|3918.0|2032.0|
|Düzce-81|13745.0|14202.0|15293.0|16038.0|15213.0|14385.0|15256.0|15001.0|13504.0|11814.0|11334.0|13745.0|9689.0|6690.0|4862.0|2881.0|1669.0|948.0|225.0|12946.0|13694.0|14587.0|16611.0|14573.0|14073.0|14845.0|13746.0|13419.0|11239.0|11603.0|13137.0|9729.0|7146.0|5672.0|3859.0|2580.0|1513.0|700.0|
|Edirne-22|10175.0|10805.0|12785.0|22113.0|15278.0|14431.0|15029.0|14912.0|13852.0|14270.0|15041.0|10623.0|14019.0|10902.0|7099.0|4111.0|2913.0|1489.0|457.0|9662.0|10301.0|13222.0|16324.0|12666.0|12927.0|13904.0|13977.0|13692.0|14216.0|15580.0|9959.0|14234.0|11121.0|8324.0|5471.0|4441.0|2586.0|992.0|
|Elazığ-23|21699.0|23289.0|24498.0|26721.0|21833.0|21454.0|22089.0|19561.0|19188.0|16597.0|15319.0|22691.0|12826.0|9400.0|6696.0|4496.0|2710.0|1941.0|407.0|20450.0|21839.0|23178.0|24944.0|21393.0|21756.0|22543.0|20569.0|21003.0|16503.0|16485.0|21473.0|13278.0|10421.0|8391.0|5779.0|3851.0|2466.0|1361.0|
|Erzincan-24|7701.0|7589.0|8964.0|12634.0|11031.0|9104.0|8345.0|7776.0|7481.0|6578.0|6286.0|7909.0|5736.0|4576.0|3384.0|2238.0|1366.0|951.0|257.0|7306.0|7319.0|8887.0|11343.0|8287.0|7831.0|7869.0|7069.0|7042.0|6209.0|6484.0|7639.0|5601.0|4608.0|4162.0|3167.0|1895.0|1374.0|749.0|
|Erzurum-25|33526.0|32901.0|36719.0|36955.0|29548.0|27264.0|26523.0|22906.0|22377.0|18004.0|16749.0|33609.0|13425.0|10092.0|8139.0|5534.0|3250.0|1950.0|422.0|32094.0|31451.0|37183.0|39092.0|29285.0|26272.0|25916.0|22087.0|22042.0|16582.0|17698.0|31727.0|13963.0|11327.0|10340.0|7167.0|4163.0|2611.0|1169.0|
|Eskişehir-26|26387.0|27842.0|29715.0|39619.0|34545.0|34391.0|35274.0|33144.0|31335.0|28756.0|27567.0|27811.0|22468.0|17351.0|12071.0|7759.0|4659.0|2270.0|671.0|24872.0|26462.0|27402.0|35402.0|31523.0|32476.0|34645.0|33658.0|32249.0|29832.0|28779.0|26067.0|23527.0|19064.0|15074.0|10601.0|7064.0|3776.0|1367.0|
|Gaziantep-27|115543.0|110171.0|95651.0|84393.0|79423.0|81610.0|78317.0|68081.0|56495.0|44037.0|38006.0|116002.0|26835.0|20384.0|14424.0|8317.0|4264.0|2228.0|618.0|110775.0|105425.0|90438.0|85536.0|80721.0|78919.0|74391.0|63597.0|54438.0|40956.0|37359.0|111156.0|27395.0|21843.0|17152.0|11252.0|7260.0|3892.0|2060.0|
|Giresun-28|11670.0|13326.0|15377.0|17148.0|15320.0|14331.0|15164.0|14520.0|14625.0|15288.0|16905.0|12596.0|15983.0|11349.0|7366.0|5224.0|3839.0|2754.0|637.0|10985.0|12760.0|15000.0|17516.0|13878.0|13481.0|14213.0|13460.0|14285.0|14350.0|16496.0|11974.0|15451.0|11840.0|9427.0|7557.0|5974.0|4120.0|2211.0|
|Gümüşhane-29|4955.0|5266.0|6658.0|9254.0|7271.0|6364.0|5703.0|5354.0|5146.0|4905.0|4901.0|4919.0|4137.0|2994.0|2055.0|1483.0|972.0|705.0|154.0|4651.0|5015.0|6587.0|9833.0|7073.0|5331.0|4826.0|4458.0|4890.0|4352.0|4599.0|4825.0|3992.0|3120.0|2742.0|2009.0|1389.0|1002.0|631.0|
|Hakkari-30|13685.0|14826.0|15428.0|23417.0|21203.0|11447.0|10251.0|7216.0|5758.0|4087.0|3734.0|13649.0|2411.0|1527.0|1069.0|759.0|384.0|194.0|98.0|12740.0|14137.0|14828.0|13456.0|13897.0|9820.0|9732.0|7047.0|5161.0|3871.0|3633.0|13165.0|2708.0|2021.0|1474.0|834.0|580.0|398.0|346.0|
|Hatay-31|75932.0|77957.0|69720.0|62323.0|54098.0|57029.0|60532.0|55796.0|52231.0|45249.0|40976.0|79106.0|31341.0|22431.0|14958.0|7111.0|6819.0|3469.0|920.0|72075.0|74369.0|65914.0|58433.0|56155.0|58595.0|61398.0|55217.0|53132.0|43532.0|41035.0|74515.0|31671.0|23644.0|17179.0|9433.0|7992.0|4644.0|1963.0|
|Iğdır-76|10332.0|9663.0|9876.0|10002.0|8819.0|7672.0|7207.0|5750.0|5434.0|4141.0|3942.0|10588.0|3061.0|2286.0|1698.0|894.0|584.0|363.0|105.0|9893.0|9123.0|9338.0|8769.0|8083.0|6953.0|6591.0|5106.0|5107.0|3738.0|3961.0|9899.0|3111.0|2691.0|1892.0|1104.0|812.0|562.0|292.0|
|Isparta-32|13149.0|14869.0|17147.0|22552.0|15516.0|15086.0|16045.0|15405.0|14538.0|13035.0|13147.0|14022.0|11692.0|9498.0|6597.0|4201.0|2565.0|1792.0|460.0|12485.0|14039.0|17193.0|21715.0|13786.0|14411.0|15619.0|15234.0|14720.0|13440.0|13904.0|13123.0|12604.0|10370.0|8115.0|5530.0|3777.0|2579.0|954.0|
|İstanbul-34|581736.0|565881.0|563324.0|620290.0|665305.0|693476.0|721320.0|644655.0|578228.0|453346.0|379429.0|580241.0|281093.0|189853.0|125966.0|74215.0|40761.0|23911.0|7226.0|552035.0|534392.0|526181.0|597584.0|649164.0|681692.0|708693.0|633554.0|567468.0|438690.0|381868.0|548741.0|291685.0|215807.0|160274.0|105751.0|69489.0|43994.0|21949.0|
|İzmir-35|136309.0|140967.0|138707.0|160512.0|165203.0|169778.0|182984.0|173908.0|159804.0|140765.0|134127.0|141419.0|112372.0|85984.0|60345.0|36359.0|20815.0|10666.0|3295.0|129355.0|133004.0|128864.0|147102.0|157531.0|166502.0|182960.0|174484.0|163963.0|142992.0|137500.0|134868.0|117598.0|95024.0|71740.0|48231.0|32555.0|19803.0|8856.0|
|Kahramanmaraş-46|52377.0|57126.0|53537.0|45041.0|39985.0|42141.0|45253.0|39701.0|35702.0|28333.0|26405.0|56410.0|20824.0|15892.0|12227.0|8032.0|3980.0|2935.0|715.0|49639.0|53662.0|49802.0|43487.0|40746.0|41456.0|42965.0|37026.0|34670.0|26381.0|24682.0|53556.0|19604.0|16453.0|13188.0|9052.0|6035.0|3212.0|1870.0|
|Karabük-78|6514.0|7456.0|10130.0|14205.0|9049.0|8023.0|8581.0|8405.0|8328.0|7906.0|7557.0|6855.0|6689.0|5491.0|4004.0|2580.0|1311.0|1024.0|183.0|6055.0|6942.0|9403.0|13372.0|8068.0|7354.0|8161.0|8501.0|8447.0|8047.0|7964.0|6585.0|7108.0|5843.0|4770.0|3460.0|2047.0|1497.0|543.0|
|Karaman-70|9318.0|9791.0|10120.0|10658.0|9012.0|9555.0|9730.0|8556.0|8427.0|7317.0|6729.0|9532.0|5389.0|4419.0|3216.0|2153.0|1511.0|937.0|278.0|8947.0|9403.0|10276.0|11239.0|8616.0|8756.0|9028.0|8252.0|8169.0|7255.0|6979.0|8877.0|5763.0|4776.0|3913.0|2706.0|1965.0|1247.0|464.0|
|Kars-36|12949.0|13267.0|13542.0|14762.0|12632.0|10555.0|9945.0|8493.0|8466.0|6601.0|6381.0|13549.0|5021.0|3416.0|3116.0|1923.0|1140.0|714.0|196.0|12275.0|12764.0|13037.0|13550.0|11444.0|9335.0|9312.0|7502.0|7575.0|5676.0|6170.0|12714.0|4831.0|3730.0|3527.0|2507.0|1517.0|898.0|378.0|
|Kastamonu-37|9839.0|11160.0|13324.0|15596.0|12747.0|12392.0|13208.0|12163.0|11472.0|11145.0|13223.0|10465.0|12860.0|10251.0|8250.0|5682.0|2821.0|2203.0|446.0|9185.0|10670.0|12317.0|14242.0|11001.0|11667.0|12678.0|11492.0|11797.0|11129.0|13478.0|9886.0|13242.0|11152.0|10060.0|7618.0|4200.0|3162.0|1182.0|
|Kayseri-38|54708.0|61281.0|57555.0|55855.0|48780.0|52937.0|57220.0|51552.0|46971.0|39403.0|35359.0|59550.0|29504.0|21609.0|15252.0|9301.0|4680.0|3379.0|649.0|52191.0|58017.0|53982.0|53991.0|50224.0|53239.0|55901.0|49803.0|46125.0|38233.0|36096.0|56013.0|29306.0|22815.0|18907.0|12566.0|7903.0|4697.0|1855.0|
|Kilis-79|7297.0|6873.0|6379.0|7176.0|5973.0|5316.0|4787.0|4121.0|3958.0|3387.0|3102.0|6909.0|2197.0|1769.0|1421.0|877.0|552.0|340.0|86.0|6932.0|6382.0|6484.0|6592.0|5355.0|4576.0|4498.0|3954.0|3725.0|3271.0|3026.0|6490.0|2181.0|2035.0|1729.0|1157.0|833.0|482.0|268.0|
|Kırıkkale-71|8612.0|9788.0|11651.0|12861.0|9885.0|9664.0|10188.0|9220.0|9446.0|9740.0|9197.0|9086.0|7397.0|5915.0|4171.0|2589.0|1354.0|911.0|190.0|8166.0|9318.0|11411.0|12821.0|9021.0|9268.0|9453.0|8967.0|9589.0|9124.0|8998.0|8405.0|7598.0|6407.0|5331.0|3393.0|2174.0|1245.0|463.0|
|Kırklareli-39|9493.0|9695.0|10793.0|17158.0|14207.0|13336.0|14493.0|14042.0|12952.0|12515.0|12660.0|9585.0|11702.0|9003.0|5880.0|3503.0|2325.0|1327.0|401.0|8942.0|9066.0|10852.0|12902.0|11366.0|11661.0|13267.0|13113.0|12344.0|12094.0|12728.0|8999.0|11805.0|9392.0|6716.0|4770.0|3592.0|2322.0|835.0|
|Kırşehir-40|7763.0|8539.0|9358.0|10108.0|8810.0|8565.0|8809.0|8096.0|7794.0|7980.0|7496.0|8350.0|6589.0|4819.0|3362.0|1996.0|1147.0|770.0|206.0|7503.0|8187.0|9563.0|11048.0|7821.0|8085.0|8004.0|7910.0|7798.0|7469.0|7821.0|7940.0|6901.0|5285.0|4458.0|2980.0|1981.0|1173.0|454.0|
|Kocaeli-41|80166.0|76203.0|72985.0|74568.0|78483.0|84069.0|89064.0|79757.0|68337.0|55223.0|47928.0|78542.0|38047.0|26611.0|17967.0|10501.0|5694.0|3097.0|856.0|76043.0|71727.0|66139.0|70948.0|78929.0|82719.0|86256.0|74560.0|66152.0|52532.0|48531.0|73955.0|38528.0|28373.0|20961.0|13282.0|8227.0|4943.0|2132.0|
|Konya-42|88943.0|93083.0|94705.0|93553.0|80103.0|81649.0|83902.0|74609.0|68998.0|61003.0|57425.0|92165.0|46029.0|35330.0|26013.0|15272.0|9379.0|5459.0|1348.0|84366.0|88962.0|89848.0|95731.0|79369.0|80043.0|82884.0|74093.0|70796.0|61926.0|60856.0|87291.0|48668.0|40011.0|32963.0|21000.0|13670.0|7874.0|3055.0|
|Kütahya-43|16278.0|18180.0|20639.0|23028.0|20896.0|20248.0|21620.0|20947.0|19355.0|17657.0|18807.0|17477.0|16045.0|12789.0|8959.0|6033.0|3530.0|2043.0|489.0|15491.0|17190.0|19896.0|23633.0|21594.0|20329.0|21399.0|20593.0|20052.0|18572.0|20051.0|16885.0|16769.0|13930.0|11199.0|7878.0|5036.0|2849.0|891.0|
|Malatya-44|29633.0|33113.0|32947.0|32445.0|27294.0|28331.0|29958.0|28410.0|26471.0|22632.0|21421.0|31871.0|17555.0|13358.0|9767.0|6347.0|3736.0|2438.0|522.0|27875.0|31811.0|31424.0|31857.0|27850.0|28659.0|30984.0|28442.0|27294.0|21387.0|21323.0|30545.0|16638.0|14265.0|12178.0|8437.0|5857.0|3223.0|1867.0|
|Manisa-45|48298.0|51123.0|49978.0|56020.0|52336.0|53453.0|57778.0|53708.0|49294.0|46337.0|45444.0|51208.0|37934.0|28533.0|19567.0|11887.0|7367.0|3867.0|1106.0|46010.0|48282.0|45879.0|48351.0|48991.0|51780.0|56089.0|51238.0|49607.0|45726.0|45511.0|47888.0|38964.0|30893.0|23790.0|15953.0|11295.0|6549.0|2577.0|
|Mardin-47|50739.0|45811.0|44358.0|37836.0|37954.0|31997.0|27306.0|21518.0|20044.0|14391.0|12126.0|48700.0|8609.0|6260.0|5037.0|3636.0|2429.0|1632.0|540.0|48287.0|44451.0|42830.0|37575.0|37435.0|30594.0|26916.0|22011.0|20417.0|13554.0|12073.0|46098.0|9167.0|7794.0|6847.0|4590.0|3519.0|2194.0|1503.0|
|Mersin-33|70475.0|75071.0|71252.0|66972.0|64441.0|65727.0|70421.0|67047.0|64309.0|56915.0|52401.0|75203.0|41746.0|30753.0|21501.0|12790.0|7287.0|4207.0|1076.0|66723.0|70979.0|66343.0|65162.0|64364.0|66183.0|70993.0|68012.0|65390.0|56455.0|53790.0|71039.0|42451.0|32914.0|25071.0|16202.0|10100.0|6063.0|2597.0|
|Muğla-48|29105.0|31500.0|30289.0|34457.0|34264.0|36254.0|41246.0|40927.0|38486.0|35112.0|33472.0|31229.0|27345.0|21057.0|15115.0|9892.0|6243.0|3517.0|1092.0|27367.0|29459.0|27719.0|31078.0|31115.0|35238.0|39523.0|38329.0|36403.0|33309.0|32026.0|29343.0|26597.0|21615.0|16206.0|11557.0|7973.0|5365.0|2318.0|
|Muş-49|24635.0|23761.0|23905.0|19032.0|18639.0|14826.0|12745.0|10407.0|9246.0|7216.0|6659.0|23757.0|4925.0|3536.0|2423.0|1497.0|728.0|435.0|162.0|23671.0|22541.0|22707.0|18724.0|17611.0|13690.0|11956.0|9628.0|8296.0|5759.0|6009.0|23069.0|4779.0|4266.0|3085.0|2062.0|1161.0|759.0|502.0|
|Nevşehir-50|10356.0|11307.0|11651.0|12713.0|10201.0|10732.0|11523.0|10504.0|9839.0|8993.0|8574.0|11016.0|7203.0|5763.0|4288.0|2618.0|1595.0|939.0|232.0|9782.0|10751.0|11576.0|13153.0|10190.0|10701.0|11195.0|9967.0|9718.0|9114.0|8829.0|10327.0|7591.0|6364.0|5530.0|3703.0|2572.0|1329.0|571.0|
|Niğde-51|13669.0|15219.0|15843.0|16598.0|12741.0|12958.0|13463.0|12162.0|11965.0|10352.0|9511.0|14597.0|7375.0|5714.0|4459.0|2800.0|1498.0|1025.0|228.0|13115.0|14360.0|15370.0|16225.0|12289.0|11764.0|12552.0|11427.0|11781.0|10042.0|9618.0|13885.0|7809.0|6395.0|5635.0|3894.0|2584.0|1329.0|610.0|
|Ordu-52|22835.0|26054.0|26504.0|26193.0|24695.0|24490.0|27040.0|25863.0|26582.0|25412.0|25842.0|24596.0|22187.0|17619.0|12832.0|8748.0|4998.0|3581.0|862.0|21413.0|24431.0|25097.0|26057.0|23704.0|23677.0|26509.0|24955.0|26393.0|23682.0|25628.0|23311.0|22498.0|18606.0|15464.0|11091.0|7453.0|4809.0|2487.0|
|Osmaniye-80|22768.0|25704.0|23549.0|20562.0|17828.0|18683.0|20397.0|18739.0|17563.0|15240.0|13948.0|25172.0|11550.0|8573.0|5672.0|3247.0|1647.0|1119.0|281.0|21525.0|24399.0|21720.0|18501.0|18190.0|18340.0|19938.0|18410.0|17919.0|14557.0|13502.0|23583.0|10944.0|9100.0|6696.0|4207.0|2612.0|1568.0|806.0|
|Rize-53|10527.0|11070.0|12349.0|13761.0|12345.0|12060.0|12363.0|12240.0|12794.0|12554.0|11465.0|10526.0|9719.0|6816.0|4662.0|3209.0|1767.0|1154.0|190.0|9868.0|10475.0|12025.0|13148.0|11751.0|11375.0|11549.0|11381.0|12187.0|11425.0|11014.0|10204.0|9634.0|7215.0|6274.0|5008.0|3503.0|2390.0|1215.0|
|Sakarya-54|38079.0|38174.0|40623.0|41552.0|38171.0|38033.0|40509.0|38745.0|35063.0|31033.0|28800.0|37583.0|24676.0|18050.0|12630.0|7230.0|4016.0|2380.0|653.0|36108.0|35961.0|38564.0|40527.0|37556.0|37694.0|40111.0|37546.0|35150.0|30176.0|29315.0|35518.0|24889.0|18647.0|14562.0|9671.0|6128.0|3907.0|1620.0|
|Samsun-55|43595.0|48801.0|51226.0|51614.0|47812.0|47192.0|49181.0|47602.0|45307.0|42540.0|42076.0|46915.0|35454.0|27346.0|19050.0|12110.0|6237.0|4203.0|794.0|41451.0|46378.0|49425.0|50491.0|46078.0|46460.0|50479.0|47598.0|47513.0|42190.0|44275.0|44606.0|35268.0|29070.0|22800.0|15875.0|9840.0|6841.0|2849.0|
|Şanlıurfa-63|153631.0|125011.0|109846.0|89585.0|85907.0|74090.0|62168.0|49109.0|41530.0|32814.0|28209.0|140492.0|18898.0|14169.0|9534.0|5705.0|3086.0|1663.0|517.0|145805.0|119672.0|103064.0|89985.0|86028.0|71964.0|61252.0|48099.0|41050.0|30560.0|29108.0|134098.0|20209.0|15426.0|12533.0|8031.0|5523.0|3171.0|2072.0|
|Siirt-56|19622.0|19227.0|19193.0|18956.0|16097.0|12164.0|10085.0|7736.0|6921.0|5434.0|4456.0|18967.0|3545.0|2567.0|1856.0|1170.0|662.0|443.0|110.0|18524.0|18514.0|18127.0|16945.0|14295.0|10925.0|9578.0|7415.0|6395.0|4873.0|4222.0|18252.0|3485.0|3123.0|2508.0|1737.0|1028.0|649.0|474.0|
|Sinop-57|5976.0|6433.0|7181.0|7756.0|7140.0|7139.0|7336.0|6711.0|6495.0|6571.0|7745.0|6198.0|7409.0|6593.0|5131.0|3477.0|1927.0|1366.0|343.0|5531.0|6207.0|6899.0|7548.0|6331.0|6559.0|6943.0|6188.0|6721.0|6627.0|8062.0|5980.0|7483.0|6556.0|5699.0|4568.0|2862.0|1826.0|726.0|
|Şırnak-73|33874.0|32751.0|30287.0|36031.0|33108.0|20081.0|15450.0|10865.0|9239.0|6678.0|5452.0|32943.0|3817.0|2782.0|1812.0|1298.0|778.0|367.0|115.0|32421.0|31185.0|28883.0|24931.0|24707.0|17015.0|15267.0|11701.0|9090.0|6555.0|4930.0|30969.0|3855.0|3389.0|2573.0|1626.0|1160.0|893.0|737.0|
|Sivas-58|21741.0|23728.0|25573.0|29866.0|23447.0|22175.0|22435.0|20558.0|19100.0|17920.0|17768.0|22172.0|16227.0|13254.0|10159.0|6961.0|3361.0|2706.0|473.0|20276.0|22633.0|25983.0|29460.0|22554.0|21215.0|21166.0|19932.0|19309.0|17194.0|18204.0|21293.0|15948.0|13831.0|12270.0|8469.0|5055.0|3179.0|1361.0|
|Tekirdağ-59|39183.0|38005.0|36306.0|44053.0|43513.0|45655.0|48821.0|43853.0|38382.0|32476.0|28979.0|38753.0|23291.0|17428.0|11057.0|6332.0|3906.0|2019.0|634.0|37274.0|35485.0|31893.0|35063.0|39876.0|42561.0|45471.0|39517.0|35999.0|30178.0|28558.0|36668.0|24229.0|18552.0|12920.0|8347.0|5605.0|3366.0|1204.0|
|Tokat-60|18703.0|22400.0|24256.0|25000.0|20377.0|19933.0|20854.0|20152.0|19894.0|18956.0|18916.0|20851.0|17299.0|13647.0|10394.0|6772.0|3933.0|2209.0|392.0|17880.0|21309.0|23344.0|23948.0|19527.0|19744.0|20929.0|19706.0|20326.0|18209.0|19934.0|19519.0|17653.0|15200.0|12951.0|8275.0|5202.0|2974.0|1179.0|
|Trabzon-61|26122.0|27567.0|29653.0|31926.0|28708.0|28667.0|29737.0|28056.0|27344.0|25738.0|25435.0|27130.0|22660.0|16139.0|10924.0|7141.0|4005.0|3107.0|664.0|25153.0|26372.0|28980.0|32473.0|27724.0|27993.0|29073.0|26479.0|27002.0|24563.0|26199.0|25851.0|22954.0|16653.0|14276.0|10654.0|6903.0|5584.0|3365.0|
|Tunceli-62|2548.0|1815.0|2008.0|5358.0|5745.0|3915.0|3604.0|3210.0|3165.0|2381.0|2474.0|2129.0|2305.0|1771.0|1317.0|858.0|776.0|551.0|152.0|2345.0|1715.0|1925.0|2988.0|3150.0|2896.0|2794.0|2377.0|2673.0|2198.0|2512.0|1898.0|2344.0|1956.0|1697.0|1119.0|827.0|723.0|441.0|
|Uşak-64|11360.0|12380.0|13443.0|15650.0|12232.0|13305.0|14662.0|13650.0|12875.0|11562.0|11380.0|12303.0|9677.0|7397.0|5358.0|3514.0|2130.0|1328.0|323.0|10625.0|11666.0|13183.0|15677.0|11869.0|13130.0|14119.0|13473.0|12702.0|11497.0|11775.0|11317.0|10010.0|8035.0|6449.0|4717.0|3143.0|1993.0|600.0|
|Van-65|68069.0|63876.0|63707.0|54276.0|53920.0|45075.0|39153.0|28027.0|27320.0|19203.0|17760.0|65918.0|11920.0|7762.0|5500.0|3549.0|1736.0|1024.0|249.0|64913.0|61016.0|61026.0|54328.0|52392.0|41651.0|37084.0|25532.0|25533.0|16663.0|16805.0|63737.0|12423.0|9542.0|7163.0|4244.0|2472.0|1360.0|829.0|
|Yalova-77|9074.0|9434.0|9962.0|10581.0|9917.0|9687.0|9980.0|9676.0|9404.0|8354.0|8232.0|9383.0|7374.0|5709.0|4056.0|2624.0|1444.0|827.0|191.0|8691.0|8852.0|8861.0|9582.0|9269.0|9442.0|10165.0|9785.0|9561.0|8568.0|8544.0|8946.0|7556.0|5976.0|4508.0|3063.0|1967.0|1205.0|526.0|
|Yozgat-66|13714.0|16341.0|17083.0|17233.0|14621.0|14663.0|14711.0|13321.0|12900.0|12405.0|12702.0|14663.0|10949.0|9407.0|6974.0|4268.0|2162.0|1668.0|342.0|13011.0|15687.0|16645.0|17333.0|14183.0|13851.0|13514.0|12570.0|13054.0|12124.0|12903.0|13940.0|10972.0|10148.0|8734.0|5849.0|3545.0|2215.0|795.0|
|Zonguldak-67|15575.0|19866.0|20933.0|21401.0|19349.0|20605.0|24091.0|23695.0|20856.0|19519.0|19734.0|18336.0|18233.0|14357.0|9051.0|5199.0|2867.0|1788.0|377.0|14761.0|19104.0|19986.0|20715.0|17629.0|19797.0|23197.0|22708.0|21582.0|20832.0|21567.0|17345.0|19443.0|15055.0|10747.0|6993.0|4538.0|3123.0|1099.0|
