Province,GDP by City,life_expectancy,population,pop_growth,pop_density,year,pop_infants_and_toddlers,80+_male,65+_male,50+_male
BATMAN,0.00864901102803147,0.695652173913043,0.034488720725770666,0.824967824967825,0.039916695591808396,2018,0.057037290916927615,0.01932197681924059,0.014988662477930568,0.01599648139967776
SIRNAK,0.008103185497808054,0.32608695652173836,0.029489671648165384,0.989060489060489,0.0204790003471017,2018,0.05380032231206108,0.007661437431594307,0.006534079129138632,0.008209854634313247
BARTIN,0.002860769002525303,0.3913043478260896,0.007789222212212513,0.7754182754182753,0.02846233946546338,2018,0.005083079309192818,0.02132854376561053,0.019205042196533052,0.014195688310229219
ARDAHAN,0.00031420013400751856,0.17391304347826164,0.0011099433116789955,0.6537966537966537,0.0031239153071850054,2018,0.0018236077140250748,0.0063845311929952575,0.004225109283237272,0.0026453337691154733
IGDIR,0.0025244631335890185,0.586956521739129,0.0076862556679979585,0.8018018018018018,0.014925373134328358,2018,0.013675759605747611,0.005739062105351781,0.004194555807015514,0.004582734345675671
YALOVA,0.009609459590721754,0.5434782608695627,0.012008982045917873,0.9845559845559846,0.09927108642832351,2018,0.011132056202083776,0.023643813319114304,0.022306220033041405,0.017688754522729187
KARABUK,0.006020035677865198,0.5,0.011060061593078619,0.7915057915057915,0.01666088163832003,2018,0.007072862951596067,0.025959082872618076,0.022744880655939485,0.01704337989903813
KILIS,0.0010712122755546746,0.0,0.004021701050018518,1.0,0.02915654286706005,2018,0.008558060311476006,0.004616507170319646,0.0025315737440884476,0.002661930940446796
OSMANIYE,0.01160364787783158,0.41304347826087096,0.030172000173501627,0.8037323037323036,0.054842068726136756,2018,0.03552270118971579,0.031936687901664186,0.033899081868039534,0.03172102453061922
DUZCE,0.010735472198255165,0.304347826086957,0.020391112712664618,0.8603603603603603,0.047205831308573414,2018,0.019350840659787677,0.030365110992619196,0.027803663361798986,0.025128117395622943
ADANA,0.060656357812834016,0.304347826086957,0.14266178192847062,0.7786357786357786,0.05137105171815342,2019,0.15303591304152148,0.15287795021468864,0.17194841700257305,0.15493140261418215
ADIYAMAN,0.010154460318923933,0.7826086956521756,0.03618436550120283,0.7837837837837838,0.026379729260673376,2019,0.048859184941691294,0.0489293632307131,0.039084443261103455,0.03172230123610625
AFYON,0.017826594393217543,0.2173913043478244,0.04292790673620078,0.7458172458172458,0.013536966331135021,2019,0.0403920020910471,0.08584738865658238,0.07127689524304198,0.055707767220841954
AGRI,0.005103466409244712,0.15217391304347672,0.03052180615196741,0.6640926640926641,0.01249566122874002,2019,0.05232031794994296,0.015729801027137766,0.01597728567282028,0.015940306358248668
AMASYA,0.007263036608259223,0.5217391304347814,0.017032121157522798,0.805019305019305,0.016313779937521693,2019,0.01234721767834918,0.053237167793898914,0.03977189647609299,0.02768599683887721
ANKARA,0.28411083936221404,0.7173913043478279,0.3617983443940622,0.8532818532818532,0.07323845886844846,2019,0.325583649673447,0.46625319226559647,0.45458771357425476,0.41747822578791877
ANTALYA,0.0967159207442239,0.695652173913043,0.15642386448188075,0.833976833976834,0.03575147518222839,2019,0.14673853775569023,0.21452024808464065,0.2077461791786789,0.18904050475828135
ARTVIN,0.0038804133721087536,0.695652173913043,0.006121671354547244,0.6615186615186615,0.004165220409580008,2019,0.0038982103198713525,0.029733673841663623,0.018565601587034852,0.013047291724650373
AYDIN,0.028621742882403482,0.5217391304347814,0.06776386428168657,0.8108108108108107,0.0440819160013884,2019,0.05528638517156799,0.154968708781186,0.13517294358737092,0.10409745859005753
BALIKESIR,0.03757771903028773,0.304347826086957,0.07636080331254651,0.7818532818532818,0.025338424158278375,2019,0.05199315909094843,0.20074088625712122,0.17660127495291492,0.12735903256365017
BILECIK,0.007709399340798796,0.36956521739130466,0.009420738115972493,0.8346203346203346,0.014231169732731691,2019,0.007712467175926647,0.023250919091853055,0.01590090198226589,0.013624362604785605
BINGOL,0.003450546679993894,0.586956521739129,0.013274943361727543,0.8256113256113256,0.007636237417563346,2019,0.018463703542143772,0.015743832963825664,0.010663163201393237,0.009715728756259048
BITLIS,0.0033748756478689784,0.5,0.017825423994608104,0.74002574002574,0.01318986463033669,2019,0.030128042014813894,0.009345269834142507,0.00886705527778566,0.009874678589393643
BOLU,0.01045050526816749,0.6739130434782616,0.015317257740007808,0.8056628056628057,0.008677542519958349,2019,0.011238512656201046,0.04411640894676283,0.033191987132621725,0.023265404090053697
BURDUR,0.006365688435742447,0.6739130434782616,0.012522279944879868,0.8178893178893178,0.00971884762235335,2019,0.008290620926742381,0.04575814553924733,0.0302195703744765,0.02126799835560333
BURSA,0.13275442650603064,0.3478260869565233,0.19433830815891415,0.8133848133848134,0.09406456091634849,2019,0.18453750296433624,0.26694356355064125,0.2654136831560868,0.2345410116103597
CANAKKALE,0.019325460879334844,0.41304347826087096,0.030588871205068917,0.8655083655083655,0.014578271433530023,2019,0.0201574863121234,0.0842898436842253,0.0720538264955381,0.05183041265674751
CANKIRI,0.0031374566896111723,0.41304347826087096,0.008947879443059768,0.8120978120978121,0.004859423811176674,2019,0.0058637599727194515,0.0295512586647209,0.022928201513270026,0.015251523747998763
CORUM,0.011402184563521586,0.5434782608695627,0.030310000700679657,0.7425997425997426,0.010413051023950017,2019,0.023315694450935693,0.08688575197148711,0.06958772448621056,0.04740598979146292
DENIZLI,0.03631635129400127,0.4565217391304337,0.06309506888348365,0.8185328185328185,0.026379729260673376,2019,0.053213513564975654,0.11979064350461652,0.10174744060076864,0.083667617386686
DIYARBAKIR,0.02833178637710217,0.608695652173914,0.11011494482981826,0.8378378378378378,0.03540437348143006,2019,0.17385896856678457,0.08069766789212247,0.07146676327384863,0.06705831735323632
EDIRNE,0.011224136606697736,0.2826086956521756,0.021971579098392105,0.8172458172458172,0.019437695244706697,2019,0.013109722849709453,0.059312996379760334,0.0507449592220212,0.03896058299479359
ELAZIG,0.012351029523433624,0.5434782608695627,0.03425749643821173,0.7895752895752896,0.020131898646303367,2019,0.03242075052665652,0.06210535178065276,0.047862020501382545,0.03901867309445322
ERZINCAN,0.005853751774265365,0.6739130434782616,0.01026061946755019,0.88996138996139,0.0031239153071850054,2019,0.00892935965144599,0.027250021047905026,0.01975718715968338,0.014110149042598556
ERZURUM,0.015900167364905956,0.2608695652173907,0.0457493101641926,0.7226512226512226,0.006594932315168344,2019,0.052734892271261435,0.0700193640726293,0.05601761626143299,0.04359757732366782
ESKISEHIR,0.03406780048156018,0.41304347826087096,0.05264526590793069,0.8545688545688546,0.017702186740715033,2019,0.040305452128350135,0.0977745348412988,0.08961334575841366,0.07296627199444378
GAZIANTEP,0.05728566081495275,0.17391304347826164,0.129878582224758,0.8365508365508365,0.09822978132592851,2019,0.191818951326032,0.09089888586422698,0.10151610713794676,0.09565396685161874
GIRESUN,0.007707159105655946,0.7826086956521756,0.024799922591580502,0.6325611325611326,0.018396390142311696,2019,0.015548700798509955,0.09258271826677518,0.05990663730623094,0.04473384520711993
GUMUSHANE,0.0019143255955015954,0.804347826086957,0.005370142371433623,0.6653796653796653,0.005206525511975009,2019,0.004254796166182852,0.016824292088794095,0.010135024540988578,0.008322843069914945
HAKKARI,0.0035362237488369983,0.2173913043478244,0.013626284162304101,0.9234234234234233,0.009371745921555015,2019,0.018811634392185576,0.0006174052142676727,0.0006809060415134457,0.0031885719538445436
HATAY,0.040898463901551683,0.3913043478260896,0.10193767954916269,0.8178893178893178,0.08989934050676848,2019,0.12404081003841089,0.148401762411248,0.1134603339494951,0.10469368005249813
ISPARTA,0.01130433667789194,0.5652173913043477,0.0239657801400692,0.8326898326898327,0.014231169732731691,2019,0.018127024187252577,0.05872365503886846,0.04669007644916229,0.034291671028743746
ICEL,0.05560548879431259,0.4565217391304337,0.11559172397225309,0.8082368082368082,0.03644567858382506,2019,0.1146856245704958,0.16751326018017007,0.16126779467191021,0.14005969874857327
ISTANBUL,0.9999999999999999,0.5652173913043477,1.0,0.8326898326898327,0.9999999999999999,2019,0.9772191843185315,1.0,1.0,0.9999999999999999
IZMIR,0.20057561137751648,0.5434782608695627,0.28282400595244056,0.8204633204633204,0.1197500867754252,2019,0.22587289964878027,0.4791064462717144,0.466475198215677,0.38011352465190623
KARS,0.0037563045186547158,0.2608695652173907,0.013786973364163237,0.6879021879021878,0.005900728913571676,2019,0.017772169340195015,0.01989728622344456,0.014809706402917419,0.012281906785178983
KASTAMONU,0.008794212610356645,0.2826086956521756,0.020092756640608056,0.657014157014157,0.005900728913571676,2019,0.012406071652983117,0.06788650969606826,0.05659813230964639,0.03677741661198111
KAYSERI,0.04334321525368147,0.3913043478260896,0.08724502767684655,0.8191763191763192,0.024297119055883373,2019,0.08846185137294207,0.11332192069149384,0.11163149015850707,0.09566864896471952
KIRKLARELI,0.012479480946519971,0.3478260869565233,0.018590432719738148,0.8146718146718146,0.01596667823672336,2019,0.011896292372697986,0.04800325540931159,0.04085436249080667,0.031948278107309644
KIRSEHIR,0.004394535628847153,0.5217391304347814,0.010649930432519545,0.8616473616473617,0.009024644220756682,2019,0.009153524054831132,0.020921617601661384,0.018727098532778423,0.01602073880393123
KOCAELI,0.12829254158574602,0.43478260869565233,0.12172587409787496,0.9176319176319176,0.17702186740715029,2019,0.13113963797881603,0.1264979092414335,0.13314113741862407,0.12553589712817867
KONYA,0.066366169058548,0.4782608695652151,0.14169310898237958,0.7915057915057915,0.015619576535925024,2019,0.14593968159999723,0.21825274324362248,0.1944117691990406,0.1583050968636453
KUTAHYA,0.015035433997866115,0.15217391304347672,0.03307655092106009,0.7200772200772201,0.012842762929538355,2019,0.023436864398711444,0.07619341621530604,0.06574235126458655,0.04920678288091146
MALATYA,0.01546764500108865,0.6304347826086953,0.04769706615416954,0.7799227799227799,0.019437695244706697,2019,0.04571395929728354,0.0850896640754357,0.07081641070855693,0.05649932462279736
MANISA,0.05306624513911905,0.2173913043478244,0.08991181446002623,0.8095238095238095,0.03366886497743839,2019,0.07756434556976707,0.1642859147419527,0.1497294926158795,0.12305781177786346
KAHRAMANMARAS,0.024779920010752018,0.6739130434782616,0.07090724669596175,0.8217503217503217,0.023602915654286703,2019,0.0842356166944492,0.09819549294193584,0.08743095459971673,0.07026667824212975
MARDIN,0.014472584241696501,0.804347826086957,0.049843081122021696,0.8436293436293436,0.028115237764665048,2019,0.08164777280980992,0.055692756714281706,0.03451451617479207,0.028976107733515815
MUGLA,0.03491181926240108,0.9130434782608674,0.059071499354373745,0.8391248391248392,0.0215203054494967,2019,0.044817301683742976,0.143406392950355,0.116096662469201,0.09165277185528288
MUS,0.0049309214690609685,0.304347826086957,0.021735616881708594,0.7046332046332046,0.013536966331135021,2019,0.03774963172990872,0.009724132124715854,0.0110472640453239,0.011690153791942968
NEVSEHIR,0.005842994656001026,0.36956521739130466,0.014418319102863111,0.7676962676962676,0.014925373134328358,2019,0.01337023823742732,0.02994415289198215,0.02556889481529332,0.01974871882604377
NIGDE,0.007260806780712854,0.32608695652173836,0.018847148400615264,0.7586872586872586,0.012842762929538355,2019,0.019122348758267686,0.029733673841663623,0.02619960586015674,0.021508657339907516
ORDU,0.015130984406572257,0.695652173913043,0.046021841185950374,0.6647361647361647,0.039569593891010064,2019,0.03423743424366584,0.12360733028372575,0.09803519323982514,0.07201448805386676
RIZE,0.00939456874234996,0.6304347826086953,0.017772839654464828,0.7355212355212355,0.025338424158278375,2019,0.013592671641558522,0.03478517104930822,0.03072588512329419,0.026981893762783014
SAKARYA,0.03582919858894778,0.304347826086957,0.061955163174946364,0.8223938223938223,0.06733772995487679,2019,0.06014962757551052,0.09004293772626498,0.09000181138466172,0.07672999977019301
SAMSUN,0.03362437355852837,0.43478260869565233,0.08364393461657808,0.8198198198198198,0.046511627906976744,2019,0.06954808802477405,0.14876659276513346,0.14408364668833054,0.11524948101921953
SIIRT,0.003706815530080866,0.5,0.016642543266968964,0.7754182754182753,0.01666088163832003,2019,0.02895615551989697,0.008180619089046671,0.0067414062892148414,0.0070059213600488215
SINOP,0.0028511402411796043,0.5,0.009172830979383335,0.7960102960102959,0.008677542519958349,2019,0.005900110957052177,0.0421519378104566,0.032993389537180305,0.019976610755477704
SIVAS,0.015089792006994349,0.41304347826087096,0.0376587956984942,0.7361647361647361,0.003818118708781673,2019,0.03230650457589653,0.08290068195212304,0.07244447451294485,0.050787982626591725
TEKIRDAG,0.0486116897686572,0.32608695652173836,0.06323820772816299,0.9472329472329472,0.05137105171815342,2019,0.06211431172873164,0.08316728874919317,0.08218230386305059,0.07459407149040045
TOKAT,0.01025602371649782,0.304347826086957,0.035392464023436064,0.7290862290862291,0.017007983339118363,2019,0.027603379602943394,0.08281649033199563,0.07338944988466062,0.05314286589740905
TRABZON,0.022998074445475195,0.8478260869565197,0.04842223623581541,0.7927927927927928,0.054842068726136756,2019,0.04031930012238165,0.10024415569836949,0.08350046812290354,0.0680132930575309
TUNCELI,0.0009008321154392841,1.0,0.0003953167906202348,0.7593307593307593,0.0,2019,0.00017569642427484045,0.011885050374652708,0.0037231593167369754,0.002117416050230701
SANLIURFA,0.026289271283025703,0.3478260869565233,0.13036211792105007,0.8835263835263835,0.03297466157584172,2019,0.25510255305079965,0.06502399461173632,0.06755591831746371,0.06723577941593277
USAK,0.009980537239505968,0.43478260869565233,0.019034463429526638,0.8462033462033461,0.019784796945505036,2019,0.014968816048440282,0.04418656863020234,0.03564063001267969,0.027705147421182585
VAN,0.013591452839098826,0.19565217391304301,0.06950141637388267,0.7747747747747747,0.01596667823672336,2019,0.11103667814319174,0.03335391350714225,0.03513868004617939,0.037940495310660745
YOZGAT,0.007672895563436241,0.304347826086957,0.022869316570406625,0.6988416988416988,0.006594932315168344,2019,0.019071284280276476,0.04967305587517189,0.04605281823082278,0.032944746739932536
ZONGULDAK,0.015575061804384222,0.36956521739130466,0.0345284259064626,0.7284427284427284,0.05900728913571677,2019,0.02219660343326392,0.061740521426767316,0.06529714346821237,0.05225364052569625
AKSARAY,0.009176965847794778,0.4782608695652151,0.02201455411749397,0.8275418275418275,0.014578271433530023,2019,0.024613078391763212,0.02935481155109028,0.028187764205729646,0.022750891778782686
BAYBURT,0.0,0.6521739130434767,0.0,0.0,0.003818118708781673,2019,0.0007633706709872408,0.0031852496281536778,0.0011108370997767424,0.00064601297643457
KARAMAN,0.006767702665070803,0.5652173913043477,0.011320247306554026,0.7631917631917632,0.005900728913571676,2019,0.011749157436113145,0.029382875424466083,0.01919413024073957,0.014478478575605223
KIRIKKALE,0.007185584142536391,0.36956521739130466,0.013635092706592062,0.7528957528957528,0.017355085039916694,2019,0.01046215949080926,0.025580220582044733,0.024903265511890753,0.02055240493012591
BATMAN,0.00864901102803147,0.695652173913043,0.034488720725770666,0.824967824967825,0.039916695591808396,2019,0.05585501842648706,0.020374372070833216,0.016324285867053097,0.017086787885596973
SIRNAK,0.008103185497808054,0.32608695652173836,0.029489671648165384,0.989060489060489,0.0204790003471017,2019,0.053319104519465955,0.008812056240002244,0.007492148847806588,0.008829056795520297
BARTIN,0.002860769002525303,0.3913043478260896,0.007789222212212513,0.7754182754182753,0.02846233946546338,2019,0.004586282523312233,0.02135660763898633,0.02042281646308594,0.014500820921628157
ARDAHAN,0.00031420013400751856,0.17391304347826164,0.0011099433116789955,0.6537966537966537,0.0031239153071850054,2019,0.001593384813251145,0.006861617040383914,0.004386606228980846,0.0026823582282391933
IGDIR,0.0025244631335890185,0.586956521739129,0.0076862556679979585,0.8018018018018018,0.014925373134328358,2019,0.013445536704973681,0.005893413408918698,0.00482526685187893,0.004982981515857959
YALOVA,0.009609459590721754,0.5434782608695627,0.012008982045917873,0.9845559845559846,0.09927108642832351,2019,0.011316407622628314,0.025678444138860043,0.024294378378614312,0.018858855101587454
KARABUK,0.006020035677865198,0.5,0.011060061593078619,0.7915057915057915,0.01666088163832003,2019,0.006819271560893956,0.026464232593382535,0.023731321459670503,0.017540018333490795
KILIS,0.0010712122755546746,0.0,0.004021701050018518,1.0,0.02915654286706005,2019,0.008256000941663594,0.004855050094013975,0.0028938506764321394,0.002848968294295936
OSMANIYE,0.01160364787783158,0.41304347826087096,0.030172000173501627,0.8037323037323036,0.054842068726136756,2019,0.034276381726879475,0.03388712710128251,0.03670781928928249,0.0332000878373375
DUZCE,0.010735472198255165,0.304347826086957,0.020391112712664618,0.8603603603603603,0.047205831308573414,2019,0.019041857292959506,0.031010580080262674,0.02958449454729569,0.02607287945602133
