Period,Province,Product,Quantity,Month,Year
201706,TRABZON,PRODUCT_B,1179,6,2017
201706,TRABZON,PRODUCT_C,287,6,2017
201706,TRABZON,PRODUCT_V,2,6,2017
201706,TRABZON,PRODUCT_X,229,6,2017
201706,TUNCELİ,PRODUCT_A,6,6,2017
201706,TUNCELİ,PRODUCT_B,33,6,2017
201706,TUNCELİ,PRODUCT_C,35,6,2017
201706,TUNCELİ,PRODUCT_V,0,6,2017
201706,TUNCELİ,PRODUCT_X,7,6,2017
201706,UŞAK,PRODUCT_A,75,6,2017
201706,UŞAK,PRODUCT_B,298,6,2017
201706,UŞAK,PRODUCT_C,187,6,2017
201706,UŞAK,PRODUCT_V,2,6,2017
201706,UŞAK,PRODUCT_X,88,6,2017
201706,VAN,PRODUCT_A,15,6,2017
201706,VAN,PRODUCT_B,134,6,2017
201706,VAN,PRODUCT_C,497,6,2017
201706,VAN,PRODUCT_V,7,6,2017
201706,VAN,PRODUCT_X,113,6,2017
201706,YALOVA,PRODUCT_A,89,6,2017
201706,YALOVA,PRODUCT_B,150,6,2017
201706,YALOVA,PRODUCT_C,136,6,2017
201706,YALOVA,PRODUCT_V,12,6,2017
201706,YALOVA,PRODUCT_X,40,6,2017
201706,YOZGAT,PRODUCT_A,35,6,2017
201706,YOZGAT,PRODUCT_B,934,6,2017
201706,YOZGAT,PRODUCT_C,283,6,2017
201706,YOZGAT,PRODUCT_V,2,6,2017
201706,YOZGAT,PRODUCT_X,179,6,2017
201706,ZONGULDAK,PRODUCT_A,81,6,2017
201706,ZONGULDAK,PRODUCT_B,1783,6,2017
201706,ZONGULDAK,PRODUCT_C,402,6,2017
201706,ZONGULDAK,PRODUCT_V,2,6,2017
201706,ZONGULDAK,PRODUCT_X,275,6,2017
201706,ÇANKIRI,PRODUCT_A,3,6,2017
201706,ÇANKIRI,PRODUCT_B,621,6,2017
201706,ÇANKIRI,PRODUCT_C,103,6,2017
201706,ÇANKIRI,PRODUCT_V,-1,6,2017
201706,ÇANKIRI,PRODUCT_X,27,6,2017
201706,ÇORUM,PRODUCT_A,111,6,2017
201706,ÇORUM,PRODUCT_B,230,6,2017
201706,ÇORUM,PRODUCT_C,295,6,2017
201706,ÇORUM,PRODUCT_V,0,6,2017
201706,ÇORUM,PRODUCT_X,73,6,2017
201706,İZMİR,PRODUCT_A,725,6,2017
201706,İZMİR,PRODUCT_B,8128,6,2017
201706,İZMİR,PRODUCT_C,2832,6,2017
201706,İZMİR,PRODUCT_V,1609,6,2017
201706,İZMİR,PRODUCT_X,692,6,2017
201706,İÇEL,PRODUCT_A,221,6,2017
201706,İÇEL,PRODUCT_B,2819,6,2017
201706,İÇEL,PRODUCT_C,593,6,2017
201706,İÇEL,PRODUCT_V,14,6,2017
201706,İÇEL,PRODUCT_X,387,6,2017
201706,ŞANLIURFA,PRODUCT_A,37,6,2017
201706,ŞANLIURFA,PRODUCT_B,267,6,2017
201706,ŞANLIURFA,PRODUCT_C,607,6,2017
201706,ŞANLIURFA,PRODUCT_V,0,6,2017
201706,ŞANLIURFA,PRODUCT_X,224,6,2017
201706,ŞIRNAK,PRODUCT_A,17,6,2017
201706,ŞIRNAK,PRODUCT_B,193,6,2017
201706,ŞIRNAK,PRODUCT_C,168,6,2017
201706,ŞIRNAK,PRODUCT_V,0,6,2017
201706,ŞIRNAK,PRODUCT_X,12,6,2017
201707,ADANA,PRODUCT_A,303,7,2017
201707,ADANA,PRODUCT_B,3973,7,2017
201707,ADANA,PRODUCT_C,771,7,2017
201707,ADANA,PRODUCT_V,8,7,2017
201707,ADANA,PRODUCT_X,654,7,2017
201707,ADIYAMAN,PRODUCT_A,44,7,2017
201707,ADIYAMAN,PRODUCT_B,52,7,2017
201707,ADIYAMAN,PRODUCT_C,204,7,2017
201707,ADIYAMAN,PRODUCT_V,0,7,2017
201707,ADIYAMAN,PRODUCT_X,108,7,2017
201707,AFYON,PRODUCT_A,108,7,2017
201707,AFYON,PRODUCT_B,1146,7,2017
201707,AFYON,PRODUCT_C,518,7,2017
201707,AFYON,PRODUCT_V,2,7,2017
201707,AFYON,PRODUCT_X,192,7,2017
201707,AKSARAY,PRODUCT_A,40,7,2017
201707,AKSARAY,PRODUCT_B,1602,7,2017
201707,AKSARAY,PRODUCT_C,246,7,2017
201707,AKSARAY,PRODUCT_V,0,7,2017
201707,AKSARAY,PRODUCT_X,42,7,2017
201707,AMASYA,PRODUCT_A,28,7,2017
201707,AMASYA,PRODUCT_B,393,7,2017
201707,AMASYA,PRODUCT_C,192,7,2017
201707,AMASYA,PRODUCT_V,0,7,2017
201707,AMASYA,PRODUCT_X,230,7,2017
201707,ANKARA,PRODUCT_A,1783,7,2017
201707,ANKARA,PRODUCT_B,4763,7,2017
201707,ANKARA,PRODUCT_C,3151,7,2017
201707,ANKARA,PRODUCT_V,466,7,2017
201707,ANKARA,PRODUCT_X,1080,7,2017
201707,ANTALYA,PRODUCT_A,616,7,2017
201707,ANTALYA,PRODUCT_B,6651,7,2017
201707,ANTALYA,PRODUCT_C,1470,7,2017
201707,ANTALYA,PRODUCT_V,512,7,2017
201707,ANTALYA,PRODUCT_X,433,7,2017
201707,ARDAHAN,PRODUCT_A,7,7,2017
201707,ARDAHAN,PRODUCT_B,48,7,2017
201707,ARDAHAN,PRODUCT_C,47,7,2017
201707,ARDAHAN,PRODUCT_V,0,7,2017
201707,ARDAHAN,PRODUCT_X,4,7,2017
201707,ARTVİN,PRODUCT_A,31,7,2017
201707,ARTVİN,PRODUCT_B,39,7,2017
201707,ARTVİN,PRODUCT_C,138,7,2017
201707,ARTVİN,PRODUCT_V,0,7,2017
201707,ARTVİN,PRODUCT_X,24,7,2017
201707,AYDIN,PRODUCT_A,249,7,2017
201707,AYDIN,PRODUCT_B,3115,7,2017
201707,AYDIN,PRODUCT_C,505,7,2017
201707,AYDIN,PRODUCT_V,34,7,2017
201707,AYDIN,PRODUCT_X,546,7,2017
201707,AĞRI,PRODUCT_A,5,7,2017
201707,AĞRI,PRODUCT_B,1208,7,2017
201707,AĞRI,PRODUCT_C,479,7,2017
201707,AĞRI,PRODUCT_V,0,7,2017
201707,AĞRI,PRODUCT_X,102,7,2017
201707,BALIKESİR,PRODUCT_A,207,7,2017
201707,BALIKESİR,PRODUCT_B,3720,7,2017
201707,BALIKESİR,PRODUCT_C,830,7,2017
201707,BALIKESİR,PRODUCT_V,88,7,2017
201707,BALIKESİR,PRODUCT_X,399,7,2017
201707,BARTIN,PRODUCT_A,26,7,2017
201707,BARTIN,PRODUCT_B,351,7,2017
201707,BARTIN,PRODUCT_C,87,7,2017
201707,BARTIN,PRODUCT_V,0,7,2017
201707,BARTIN,PRODUCT_X,137,7,2017
201707,BATMAN,PRODUCT_A,62,7,2017
201707,BATMAN,PRODUCT_B,110,7,2017
201707,BATMAN,PRODUCT_C,217,7,2017
201707,BATMAN,PRODUCT_V,0,7,2017
201707,BATMAN,PRODUCT_X,43,7,2017
201707,BAYBURT,PRODUCT_A,9,7,2017
201707,BAYBURT,PRODUCT_B,115,7,2017
201707,BAYBURT,PRODUCT_C,51,7,2017
201707,BAYBURT,PRODUCT_V,0,7,2017
201707,BAYBURT,PRODUCT_X,10,7,2017
201707,BINGOL,PRODUCT_A,12,7,2017
201707,BINGOL,PRODUCT_B,442,7,2017
201707,BINGOL,PRODUCT_C,112,7,2017
201707,BINGOL,PRODUCT_V,0,7,2017
201707,BINGOL,PRODUCT_X,7,7,2017
201707,BITLIS,PRODUCT_A,3,7,2017
201707,BITLIS,PRODUCT_B,105,7,2017
201707,BITLIS,PRODUCT_C,106,7,2017
201707,BITLIS,PRODUCT_V,0,7,2017
201707,BITLIS,PRODUCT_X,39,7,2017
201707,BOLU,PRODUCT_A,62,7,2017
201707,BOLU,PRODUCT_B,1265,7,2017
201707,BOLU,PRODUCT_C,198,7,2017
201707,BOLU,PRODUCT_V,0,7,2017
201707,BOLU,PRODUCT_X,160,7,2017
201707,BURDUR,PRODUCT_A,91,7,2017
201707,BURDUR,PRODUCT_B,651,7,2017
201707,BURDUR,PRODUCT_C,146,7,2017
201707,BURDUR,PRODUCT_V,2,7,2017
201707,BURDUR,PRODUCT_X,81,7,2017
201707,BURSA,PRODUCT_A,246,7,2017
201707,BURSA,PRODUCT_B,4445,7,2017
201707,BURSA,PRODUCT_C,1689,7,2017
201707,BURSA,PRODUCT_V,186,7,2017
201707,BURSA,PRODUCT_X,447,7,2017
201707,BİLECİK,PRODUCT_A,28,7,2017
201707,BİLECİK,PRODUCT_B,1004,7,2017
201707,BİLECİK,PRODUCT_C,93,7,2017
201707,BİLECİK,PRODUCT_V,4,7,2017
201707,BİLECİK,PRODUCT_X,112,7,2017
201707,CANAKKALE,PRODUCT_A,27,7,2017
201707,CANAKKALE,PRODUCT_B,1651,7,2017
201707,CANAKKALE,PRODUCT_C,307,7,2017
201707,CANAKKALE,PRODUCT_V,14,7,2017
201707,CANAKKALE,PRODUCT_X,124,7,2017
201707,DENİZLİ,PRODUCT_A,150,7,2017
201707,DENİZLİ,PRODUCT_B,2814,7,2017
201707,DENİZLİ,PRODUCT_C,601,7,2017
201707,DENİZLİ,PRODUCT_V,12,7,2017
201707,DENİZLİ,PRODUCT_X,219,7,2017
201707,DÜZCE,PRODUCT_A,34,7,2017
201707,DÜZCE,PRODUCT_B,528,7,2017
201707,DÜZCE,PRODUCT_C,283,7,2017
201707,DÜZCE,PRODUCT_V,0,7,2017
201707,DÜZCE,PRODUCT_X,81,7,2017
201707,DİYARBAKIR,PRODUCT_A,48,7,2017
201707,DİYARBAKIR,PRODUCT_B,1208,7,2017
201707,DİYARBAKIR,PRODUCT_C,570,7,2017
201707,DİYARBAKIR,PRODUCT_V,0,7,2017
201707,DİYARBAKIR,PRODUCT_X,73,7,2017
201707,EDİRNE,PRODUCT_A,35,7,2017
201707,EDİRNE,PRODUCT_B,806,7,2017
201707,EDİRNE,PRODUCT_C,184,7,2017
201707,EDİRNE,PRODUCT_V,6,7,2017
201707,EDİRNE,PRODUCT_X,106,7,2017
201707,ELAZIĞ,PRODUCT_A,65,7,2017
201707,ELAZIĞ,PRODUCT_B,1996,7,2017
201707,ELAZIĞ,PRODUCT_C,385,7,2017
201707,ELAZIĞ,PRODUCT_V,0,7,2017
201707,ELAZIĞ,PRODUCT_X,38,7,2017
201707,ERZURUM,PRODUCT_A,19,7,2017
201707,ERZURUM,PRODUCT_B,4049,7,2017
201707,ERZURUM,PRODUCT_C,538,7,2017
201707,ERZURUM,PRODUCT_V,2,7,2017
201707,ERZURUM,PRODUCT_X,137,7,2017
201707,ERZİNCAN,PRODUCT_A,8,7,2017
201707,ERZİNCAN,PRODUCT_B,82,7,2017
201707,ERZİNCAN,PRODUCT_C,107,7,2017
201707,ERZİNCAN,PRODUCT_V,0,7,2017
201707,ERZİNCAN,PRODUCT_X,29,7,2017
201707,ESKİŞEHİR,PRODUCT_A,102,7,2017
201707,ESKİŞEHİR,PRODUCT_B,2905,7,2017
201707,ESKİŞEHİR,PRODUCT_C,398,7,2017
201707,ESKİŞEHİR,PRODUCT_V,73,7,2017
201707,ESKİŞEHİR,PRODUCT_X,229,7,2017
201707,GAZİANTEP,PRODUCT_A,244,7,2017
201707,GAZİANTEP,PRODUCT_B,1853,7,2017
201707,GAZİANTEP,PRODUCT_C,934,7,2017
201707,GAZİANTEP,PRODUCT_V,2,7,2017
201707,GAZİANTEP,PRODUCT_X,797,7,2017
201707,GÜMÜŞHANE,PRODUCT_A,24,7,2017
201707,GÜMÜŞHANE,PRODUCT_B,50,7,2017
201707,GÜMÜŞHANE,PRODUCT_C,61,7,2017
201707,GÜMÜŞHANE,PRODUCT_V,0,7,2017
201707,GÜMÜŞHANE,PRODUCT_X,33,7,2017
201707,GİRESUN,PRODUCT_A,155,7,2017
201707,GİRESUN,PRODUCT_B,394,7,2017
201707,GİRESUN,PRODUCT_C,169,7,2017
201707,GİRESUN,PRODUCT_V,3,7,2017
201707,GİRESUN,PRODUCT_X,122,7,2017
201707,HAKKARİ,PRODUCT_A,0,7,2017
201707,HAKKARİ,PRODUCT_B,94,7,2017
201707,HAKKARİ,PRODUCT_C,78,7,2017
201707,HAKKARİ,PRODUCT_V,0,7,2017
201707,HAKKARİ,PRODUCT_X,6,7,2017
201707,HATAY,PRODUCT_A,209,7,2017
201707,HATAY,PRODUCT_B,1910,7,2017
201707,HATAY,PRODUCT_C,531,7,2017
201707,HATAY,PRODUCT_V,4,7,2017
201707,HATAY,PRODUCT_X,271,7,2017
201707,ISPARTA,PRODUCT_A,20,7,2017
201707,ISPARTA,PRODUCT_B,542,7,2017
201707,ISPARTA,PRODUCT_C,311,7,2017
201707,ISPARTA,PRODUCT_V,7,7,2017
201707,ISPARTA,PRODUCT_X,158,7,2017
201707,ISTANBUL,PRODUCT_A,2877,7,2017
201707,ISTANBUL,PRODUCT_B,21933,7,2017
201707,ISTANBUL,PRODUCT_C,12870,7,2017
201707,ISTANBUL,PRODUCT_V,1663,7,2017
201707,ISTANBUL,PRODUCT_X,2212,7,2017
201707,IĞDIR,PRODUCT_A,8,7,2017
201707,IĞDIR,PRODUCT_B,692,7,2017
201707,IĞDIR,PRODUCT_C,126,7,2017
201707,IĞDIR,PRODUCT_V,0,7,2017
201707,IĞDIR,PRODUCT_X,19,7,2017
201707,KAHRAMANMARAŞ,PRODUCT_A,32,7,2017
201707,KAHRAMANMARAŞ,PRODUCT_B,694,7,2017
201707,KAHRAMANMARAŞ,PRODUCT_C,457,7,2017
201707,KAHRAMANMARAŞ,PRODUCT_V,2,7,2017
201707,KAHRAMANMARAŞ,PRODUCT_X,304,7,2017
201707,KARABÜK,PRODUCT_A,10,7,2017
201707,KARABÜK,PRODUCT_B,1314,7,2017
201707,KARABÜK,PRODUCT_C,88,7,2017
201707,KARABÜK,PRODUCT_V,0,7,2017
201707,KARABÜK,PRODUCT_X,46,7,2017
201707,KARAMAN,PRODUCT_A,38,7,2017
201707,KARAMAN,PRODUCT_B,511,7,2017
201707,KARAMAN,PRODUCT_C,96,7,2017
201707,KARAMAN,PRODUCT_V,0,7,2017
201707,KARAMAN,PRODUCT_X,22,7,2017
201707,KARS,PRODUCT_A,9,7,2017
201707,KARS,PRODUCT_B,35,7,2017
201707,KARS,PRODUCT_C,98,7,2017
201707,KARS,PRODUCT_V,0,7,2017
201707,KARS,PRODUCT_X,30,7,2017
201707,KASTAMONU,PRODUCT_A,22,7,2017
201707,KASTAMONU,PRODUCT_B,443,7,2017
201707,KASTAMONU,PRODUCT_C,183,7,2017
201707,KASTAMONU,PRODUCT_V,2,7,2017
201707,KASTAMONU,PRODUCT_X,17,7,2017
201707,KAYSERİ,PRODUCT_A,98,7,2017
201707,KAYSERİ,PRODUCT_B,2434,7,2017
201707,KAYSERİ,PRODUCT_C,978,7,2017
201707,KAYSERİ,PRODUCT_V,3,7,2017
201707,KAYSERİ,PRODUCT_X,336,7,2017
201707,KIRIKKALE,PRODUCT_A,60,7,2017
201707,KIRIKKALE,PRODUCT_B,461,7,2017
201707,KIRIKKALE,PRODUCT_C,178,7,2017
201707,KIRIKKALE,PRODUCT_V,6,7,2017
201707,KIRIKKALE,PRODUCT_X,88,7,2017
201707,KIRKLARELİ,PRODUCT_A,27,7,2017
201707,KIRKLARELİ,PRODUCT_B,288,7,2017
201707,KIRKLARELİ,PRODUCT_C,154,7,2017
201707,KIRKLARELİ,PRODUCT_V,8,7,2017
201707,KIRKLARELİ,PRODUCT_X,90,7,2017
201707,KIRŞEHİR,PRODUCT_A,18,7,2017
201707,KIRŞEHİR,PRODUCT_B,363,7,2017
201707,KIRŞEHİR,PRODUCT_C,133,7,2017
201707,KIRŞEHİR,PRODUCT_V,0,7,2017
201707,KIRŞEHİR,PRODUCT_X,32,7,2017
201707,KOCAELİ,PRODUCT_A,317,7,2017
201707,KOCAELİ,PRODUCT_B,2550,7,2017
201707,KOCAELİ,PRODUCT_C,805,7,2017
201707,KOCAELİ,PRODUCT_V,-198,7,2017
201707,KOCAELİ,PRODUCT_X,246,7,2017
201707,KONYA,PRODUCT_A,224,7,2017
201707,KONYA,PRODUCT_B,3168,7,2017
201707,KONYA,PRODUCT_C,1085,7,2017
201707,KONYA,PRODUCT_V,2,7,2017
201707,KONYA,PRODUCT_X,438,7,2017
201707,KÜTAHYA,PRODUCT_A,15,7,2017
201707,KÜTAHYA,PRODUCT_B,1240,7,2017
201707,KÜTAHYA,PRODUCT_C,271,7,2017
201707,KÜTAHYA,PRODUCT_V,9,7,2017
201707,KÜTAHYA,PRODUCT_X,145,7,2017
201707,KİLİS,PRODUCT_A,18,7,2017
201707,KİLİS,PRODUCT_B,985,7,2017
201707,KİLİS,PRODUCT_C,30,7,2017
201707,KİLİS,PRODUCT_V,0,7,2017
201707,KİLİS,PRODUCT_X,11,7,2017
201707,MALATYA,PRODUCT_A,46,7,2017
201707,MALATYA,PRODUCT_B,873,7,2017
201707,MALATYA,PRODUCT_C,293,7,2017
201707,MALATYA,PRODUCT_V,8,7,2017
201707,MALATYA,PRODUCT_X,134,7,2017
201707,MANİSA,PRODUCT_A,311,7,2017
201707,MANİSA,PRODUCT_B,4144,7,2017
201707,MANİSA,PRODUCT_C,724,7,2017
201707,MANİSA,PRODUCT_V,-36,7,2017
201707,MANİSA,PRODUCT_X,399,7,2017
201707,MARDIN,PRODUCT_A,83,7,2017
201707,MARDIN,PRODUCT_B,592,7,2017
201707,MARDIN,PRODUCT_C,246,7,2017
201707,MARDIN,PRODUCT_V,0,7,2017
201707,MARDIN,PRODUCT_X,77,7,2017
201707,MUĞLA,PRODUCT_A,277,7,2017
201707,MUĞLA,PRODUCT_B,1084,7,2017
201707,MUĞLA,PRODUCT_C,750,7,2017
201707,MUĞLA,PRODUCT_V,132,7,2017
201707,MUĞLA,PRODUCT_X,292,7,2017
201707,MUŞ,PRODUCT_A,7,7,2017
201707,MUŞ,PRODUCT_B,37,7,2017
201707,MUŞ,PRODUCT_C,279,7,2017
201707,MUŞ,PRODUCT_V,0,7,2017
201707,MUŞ,PRODUCT_X,41,7,2017
201707,NEVŞEHİR,PRODUCT_A,19,7,2017
201707,NEVŞEHİR,PRODUCT_B,347,7,2017
201707,NEVŞEHİR,PRODUCT_C,126,7,2017
201707,NEVŞEHİR,PRODUCT_V,0,7,2017
201707,NEVŞEHİR,PRODUCT_X,42,7,2017
201707,NİĞDE,PRODUCT_A,13,7,2017
201707,NİĞDE,PRODUCT_B,986,7,2017
201707,NİĞDE,PRODUCT_C,160,7,2017
201707,NİĞDE,PRODUCT_V,0,7,2017
201707,NİĞDE,PRODUCT_X,42,7,2017
201707,ORDU,PRODUCT_A,193,7,2017
201707,ORDU,PRODUCT_B,2100,7,2017
201707,ORDU,PRODUCT_C,380,7,2017
201707,ORDU,PRODUCT_V,3,7,2017
201707,ORDU,PRODUCT_X,126,7,2017
201707,OSMANİYE,PRODUCT_A,29,7,2017
201707,OSMANİYE,PRODUCT_B,1088,7,2017
201707,OSMANİYE,PRODUCT_C,421,7,2017
201707,OSMANİYE,PRODUCT_V,0,7,2017
201707,OSMANİYE,PRODUCT_X,162,7,2017
201707,RİZE,PRODUCT_A,34,7,2017
201707,RİZE,PRODUCT_B,99,7,2017
201707,RİZE,PRODUCT_C,292,7,2017
201707,RİZE,PRODUCT_V,2,7,2017
201707,RİZE,PRODUCT_X,110,7,2017
201707,SAKARYA,PRODUCT_A,113,7,2017
201707,SAKARYA,PRODUCT_B,1791,7,2017
201707,SAKARYA,PRODUCT_C,537,7,2017
201707,SAKARYA,PRODUCT_V,19,7,2017
201707,SAKARYA,PRODUCT_X,258,7,2017
201707,SAMSUN,PRODUCT_A,200,7,2017
201707,SAMSUN,PRODUCT_B,3519,7,2017
201707,SAMSUN,PRODUCT_C,715,7,2017
201707,SAMSUN,PRODUCT_V,16,7,2017
201707,SAMSUN,PRODUCT_X,416,7,2017
201707,SİNOP,PRODUCT_A,20,7,2017
201707,SİNOP,PRODUCT_B,420,7,2017
201707,SİNOP,PRODUCT_C,99,7,2017
201707,SİNOP,PRODUCT_V,0,7,2017
201707,SİNOP,PRODUCT_X,39,7,2017
201707,SİVAS,PRODUCT_A,27,7,2017
201707,SİVAS,PRODUCT_B,1828,7,2017
201707,SİVAS,PRODUCT_C,244,7,2017
201707,SİVAS,PRODUCT_V,0,7,2017
201707,SİVAS,PRODUCT_X,60,7,2017
201707,SİİRT,PRODUCT_A,2,7,2017
201707,SİİRT,PRODUCT_B,23,7,2017
201707,SİİRT,PRODUCT_C,169,7,2017
201707,SİİRT,PRODUCT_V,0,7,2017
201707,SİİRT,PRODUCT_X,10,7,2017
201707,TEKİRDAĞ,PRODUCT_A,134,7,2017
201707,TEKİRDAĞ,PRODUCT_B,1393,7,2017
201707,TEKİRDAĞ,PRODUCT_C,632,7,2017
201707,TEKİRDAĞ,PRODUCT_V,38,7,2017
201707,TEKİRDAĞ,PRODUCT_X,120,7,2017
201707,TOKAT,PRODUCT_A,136,7,2017
201707,TOKAT,PRODUCT_B,452,7,2017
201707,TOKAT,PRODUCT_C,124,7,2017
201707,TOKAT,PRODUCT_V,0,7,2017
201707,TOKAT,PRODUCT_X,112,7,2017
201707,TRABZON,PRODUCT_A,190,7,2017
201707,TRABZON,PRODUCT_B,1284,7,2017
201707,TRABZON,PRODUCT_C,277,7,2017
201707,TRABZON,PRODUCT_V,3,7,2017
201707,TRABZON,PRODUCT_X,194,7,2017
201707,TUNCELİ,PRODUCT_A,4,7,2017
201707,TUNCELİ,PRODUCT_B,60,7,2017
201707,TUNCELİ,PRODUCT_C,38,7,2017
201707,TUNCELİ,PRODUCT_V,0,7,2017
201707,TUNCELİ,PRODUCT_X,11,7,2017
201707,UŞAK,PRODUCT_A,62,7,2017
201707,UŞAK,PRODUCT_B,485,7,2017
201707,UŞAK,PRODUCT_C,171,7,2017
201707,UŞAK,PRODUCT_V,3,7,2017
201707,UŞAK,PRODUCT_X,75,7,2017
201707,VAN,PRODUCT_A,34,7,2017
201707,VAN,PRODUCT_B,209,7,2017
201707,VAN,PRODUCT_C,568,7,2017
201707,VAN,PRODUCT_V,4,7,2017
201707,VAN,PRODUCT_X,183,7,2017
201707,YALOVA,PRODUCT_A,84,7,2017
201707,YALOVA,PRODUCT_B,166,7,2017
201707,YALOVA,PRODUCT_C,161,7,2017
201707,YALOVA,PRODUCT_V,13,7,2017
201707,YALOVA,PRODUCT_X,40,7,2017
201707,YOZGAT,PRODUCT_A,35,7,2017
201707,YOZGAT,PRODUCT_B,1139,7,2017
201707,YOZGAT,PRODUCT_C,227,7,2017
201707,YOZGAT,PRODUCT_V,2,7,2017
201707,YOZGAT,PRODUCT_X,236,7,2017
201707,ZONGULDAK,PRODUCT_A,57,7,2017
201707,ZONGULDAK,PRODUCT_B,1855,7,2017
201707,ZONGULDAK,PRODUCT_C,473,7,2017
201707,ZONGULDAK,PRODUCT_V,3,7,2017
201707,ZONGULDAK,PRODUCT_X,450,7,2017
201707,ÇANKIRI,PRODUCT_A,13,7,2017
201707,ÇANKIRI,PRODUCT_B,336,7,2017
201707,ÇANKIRI,PRODUCT_C,94,7,2017
201707,ÇANKIRI,PRODUCT_V,4,7,2017
201707,ÇANKIRI,PRODUCT_X,48,7,2017
201707,ÇORUM,PRODUCT_A,66,7,2017
201707,ÇORUM,PRODUCT_B,559,7,2017
201707,ÇORUM,PRODUCT_C,304,7,2017
201707,ÇORUM,PRODUCT_V,0,7,2017
201707,ÇORUM,PRODUCT_X,83,7,2017
201707,İZMİR,PRODUCT_A,853,7,2017
201707,İZMİR,PRODUCT_B,7396,7,2017
201707,İZMİR,PRODUCT_C,2875,7,2017
201707,İZMİR,PRODUCT_V,216,7,2017
201707,İZMİR,PRODUCT_X,800,7,2017
201707,İÇEL,PRODUCT_A,240,7,2017
201707,İÇEL,PRODUCT_B,2648,7,2017
201707,İÇEL,PRODUCT_C,815,7,2017
201707,İÇEL,PRODUCT_V,21,7,2017
201707,İÇEL,PRODUCT_X,379,7,2017
201707,ŞANLIURFA,PRODUCT_A,56,7,2017
201707,ŞANLIURFA,PRODUCT_B,438,7,2017
201707,ŞANLIURFA,PRODUCT_C,607,7,2017
201707,ŞANLIURFA,PRODUCT_V,6,7,2017
201707,ŞANLIURFA,PRODUCT_X,270,7,2017
201707,ŞIRNAK,PRODUCT_A,13,7,2017
201707,ŞIRNAK,PRODUCT_B,351,7,2017
201707,ŞIRNAK,PRODUCT_C,217,7,2017
201707,ŞIRNAK,PRODUCT_V,0,7,2017
201707,ŞIRNAK,PRODUCT_X,16,7,2017
201708,ADANA,PRODUCT_A,343,8,2017
201708,ADANA,PRODUCT_B,4550,8,2017
201708,ADANA,PRODUCT_C,1137,8,2017
201708,ADANA,PRODUCT_V,9,8,2017
201708,ADANA,PRODUCT_X,533,8,2017
201708,ADIYAMAN,PRODUCT_A,48,8,2017
201708,ADIYAMAN,PRODUCT_B,43,8,2017
201708,ADIYAMAN,PRODUCT_C,241,8,2017
201708,ADIYAMAN,PRODUCT_V,2,8,2017
201708,ADIYAMAN,PRODUCT_X,55,8,2017
201708,AFYON,PRODUCT_A,71,8,2017
201708,AFYON,PRODUCT_B,1361,8,2017
201708,AFYON,PRODUCT_C,639,8,2017
201708,AFYON,PRODUCT_V,9,8,2017
201708,AFYON,PRODUCT_X,228,8,2017
201708,AKSARAY,PRODUCT_A,20,8,2017
201708,AKSARAY,PRODUCT_B,1177,8,2017
201708,AKSARAY,PRODUCT_C,208,8,2017
201708,AKSARAY,PRODUCT_V,0,8,2017
201708,AKSARAY,PRODUCT_X,55,8,2017
201708,AMASYA,PRODUCT_A,48,8,2017
201708,AMASYA,PRODUCT_B,452,8,2017
201708,AMASYA,PRODUCT_C,155,8,2017
201708,AMASYA,PRODUCT_V,0,8,2017
201708,AMASYA,PRODUCT_X,198,8,2017
201708,ANKARA,PRODUCT_A,1544,8,2017
201708,ANKARA,PRODUCT_B,5560,8,2017
201708,ANKARA,PRODUCT_C,3289,8,2017
201708,ANKARA,PRODUCT_V,739,8,2017
201708,ANKARA,PRODUCT_X,1024,8,2017
201708,ANTALYA,PRODUCT_A,597,8,2017
201708,ANTALYA,PRODUCT_B,6579,8,2017
201708,ANTALYA,PRODUCT_C,1529,8,2017
201708,ANTALYA,PRODUCT_V,945,8,2017
201708,ANTALYA,PRODUCT_X,349,8,2017
201708,ARDAHAN,PRODUCT_A,0,8,2017
201708,ARDAHAN,PRODUCT_B,8,8,2017
201708,ARDAHAN,PRODUCT_C,38,8,2017
201708,ARDAHAN,PRODUCT_V,0,8,2017
201708,ARDAHAN,PRODUCT_X,3,8,2017
201708,ARTVİN,PRODUCT_A,23,8,2017
201708,ARTVİN,PRODUCT_B,34,8,2017
201708,ARTVİN,PRODUCT_C,197,8,2017
201708,ARTVİN,PRODUCT_V,0,8,2017
201708,ARTVİN,PRODUCT_X,37,8,2017
201708,AYDIN,PRODUCT_A,300,8,2017
201708,AYDIN,PRODUCT_B,2810,8,2017
201708,AYDIN,PRODUCT_C,625,8,2017
201708,AYDIN,PRODUCT_V,218,8,2017
201708,AYDIN,PRODUCT_X,547,8,2017
201708,AĞRI,PRODUCT_A,7,8,2017
201708,AĞRI,PRODUCT_B,1135,8,2017
201708,AĞRI,PRODUCT_C,658,8,2017
201708,AĞRI,PRODUCT_V,0,8,2017
201708,AĞRI,PRODUCT_X,73,8,2017
201708,BALIKESİR,PRODUCT_A,200,8,2017
201708,BALIKESİR,PRODUCT_B,5602,8,2017
201708,BALIKESİR,PRODUCT_C,891,8,2017
201708,BALIKESİR,PRODUCT_V,110,8,2017
201708,BALIKESİR,PRODUCT_X,334,8,2017
201708,BARTIN,PRODUCT_A,28,8,2017
201708,BARTIN,PRODUCT_B,580,8,2017
